"","movie_name","title","reviewer","review","date","ratings"
"139","12 angry men (1957)","excellent","vukodlak","this film is superb in fact as shakespeare once said its the bees knees the film captivates the audience from the beginning  each of the twelve jurors are introduced to us as they are introduced to themselves the characters are well draw out and individual each with his own personalitythe tension of the characters draws the audience in from the start  we imagine that the case is open and shut  me saying guilty and  not  we feel the discomfort of henry fonda as the other characters belittle and mock how he can see any reasonable doubt in the case  but we also share his victories and the enthusiasm as he proceeds to refute or add doubt to the arguments for guilty and are captivated and draw in as other jurors begin to see doubt in the proceedingsthe audience can also see the arguments for guilty and wonder if fondas character is correct in saying that he doubts yet they also feel the shame of the characters as he disproves that a previously sound theory is iron tight joining his side as members of the jury doon top of this they are wonderfully woven in human elements such as the misconceptions that influence people and the growing tension between different characters  this is brought to life even more by the amazing performances fonda lee j cobb and joseph sweeney are of particular notei started watching this film on a bored relaxed laying about day but by the end i was on the edge of the seat with my hands on my knees feeling more tense than a politician on results dayhow a film should be made  modern directors take notethats ur telling off for the day ",2000-07-01,NA
"140","12 angry men (1957)","simple but great","juho","i saw this movie  or  times and each time i remain speechless in front of such a masterpiece an unforgettable acting game with poignant plot twists awesome",2004-10-23,NA
"141","12 angry men (1957)","juror  is why this is a great film","cubsandculture","this onceinageneration masterpiece simply has no equal the late s tv remake was quite adequate though totally unnecessary and in the upshot proved simply that updating a film for updatings sake is really an exercise in futility even had it been as good  so whatthere could be few if any filmgoers reading this who are unaware of the plotline and in any event many others have rehashed this for you the brilliance of the film is evident in so many aspects to begin with the ability to not only sustain interest but to command the viewers attention for basically its entire running time within a setting of principally just one room borders on the inspired whether or not that would actually work with todays audiences is another discussion what we have here are twelve everyday mr joe blows summoned together on a jury panel to decide a defendants guilt or innocence with regards to a murder charge if you were to gather unto yourselves any twelve jurors at random you would most likely be able to pinpoint the henry fonda lee cobb e g marshall jack warden etc etc amongst them their very ordinariness is where the film succeeded everyone can identify with at least one of those characters whether or not he may want to is a different matter the thinker the sensitive man the arrogant bully the opportunist the mentally challenged loudmouth the slimeball the emotionally withdrawn the sheep etc  theyre all here welcome to society folks i dislike society in the main  doubtless a reason i found this film to be such a revelationeven when i was barely into my teens angry men also pinpoints the shortcomings of the law how truth can be so intrinsically leftfield and unintentionally flawed lumet working within a minimal budget here delivers unstinting brilliance in both direction character portrayal and script interpretation he had of course superb acting talent at his disposal although some of the most memorable performances are from the lesser players some have denounced fondas role as being acceptable rather than awesome i think however he was to a great degree playing himself here not to an audience his is a study in deliberation and logic not showpony stuff but hell that never was fonda was itthis is a great great movie as is evidenced by the extremely high uservote worldwide if you havent seen it  you really should do something about that",2022-02-07,NA
"142","12 angry men (1957)","one of the great theatrical examples of what makes for superb drama","markwaltz","this film deserves to be on anyones list of top films my problem is that it is so perfect so seamlessly polished it is hard to appreciate the individual excellencesthe acting is top notch i believe that monologue acting is quite a bit simpler than real reactive ensemble acting most of what we see today is monologues pretending to be conversations but in this film we have utter mastery of throwing emotions once the air becomes filled with human essence it is hard to not get soaked ourselves as the camera moves through the thick atmosphere yes there are slight differences in how each actor projects fonda internally balsam completely on his skin but the ensemble presents one vision to the audiencethe writing is snappy too you can tell it was worked and worked and worried going through several generations it is easy to be mesmerized by this writing and acting and miss the rare accomplishment of the camerawork this camera is so fluid you forget you are in one room it moves from being a human observer to being omniscient to being a target it is smart enough to seldom center on the element of most importance so expands the field to all menthis is very hard very hard to make the camera human so much easier to do what we see today  acknowledge the machinery and jigger with it do we have a filmmaker today who could do thisteds evaluation   of  every cineliterate person should experience this",2017-03-20,NA
"143","12 angry men (1957)","the overused term classic movie really comes into its own here","uds","intense courtroom drama which has  very different people all males struggling with a murder case involving a young puerto rican boy that seems cutanddried however juror henry fonda does not believe it to be as surefire as it appears he votes not guilty and what follows is a chain of events that will test the views beliefs and thoughts of the other  members fonda is great but lee j cobb steals every scene and that is not easy to do in a film like this ed begley martin balsam jack warden jack klugman joseph sweeney eg marshall and john fiedler are among the other individuals caught in a situation that is much more difficult than it appears on the surface an excellent characterstudy that should be studied and embraced by all present and future filmmakers  stars out of ",2002-08-12,NA
"144","12 angry men (1957)","no dissonance","tedg","there are a few wonderful courtroom dramas out there anatomy of a murder to kill a mockingbird and witness for the prosecution immediately springing to mind  angry men is so brilliant it could very well be the definitive courtroom drama on film sidney lumets direction is masterly and although the action takes place on one setan actual new york drawing room there are a huge variety of innovative camera angles and visual setups the screenplay is sophisticated and smart and the story is compelling and intelligent the film is also brilliantly made and the acting is superb henry fonda especially dominates the film with an integrity that makes his character so wonderful but the other actors are wonderful as well ed begley jack warden john fiedler lee j cobb rudy bond et al are all impeccable support to fonda overall brilliant courtroom drama  bethany cox",2001-04-26,NA
"145","12 angry men (1957)","what a characterstudy is meant to be","tfrizzell","for a while i was not very receptive to watching films that were too old i always thought it would be difficult to get involved in the context i couldnt be more wrong  angry men is a great example of how a simple film can do magic with good actors and what great actors they are",2002-06-08,NA
"146","12 angry men (1957)","brilliant brilliant brilliant","thelittlesongbird","gosh i dont know how many times i studied this play and performed it in high school not to mention how many television shows had an episode that was inspired by  angry men it was always a great drama because of the raw human emotions that were so true and remain timeless this play will never be dated i couldnt wait to see this movie when i saw it at the video store and it was the first movie i slipped into the dvd player first off i was incredibly impressed with the credits we not only had henry fonda we had lee j cobb in the cast this movie was so well performed and such a treasure god i couldnt ever say any words to justify it ive done this a million times but here is another summary of what  angry men is all about jurors are about to make a decision about a murder case over all it seems like an open and shut case with tons of evidence that would make any good man look guilty an  year old boy is about to be put to death if convicted  of the men vote guilty only one vote holds them back and they have to discuss the trial once again due to one vote being not guilty jurour  refuses to just jump to conclusions and brings up incredible possibilities that can always make a man think of reasonable doubts one by one the jurors begin to see the points he is making except for one stubborn  who would rather just pull the switch to the chair himself angry men is a timeless tale that could either be told very badly ie th heaven or incredibly well and bring out terrific performances like henry and lee did actually the whole cast was terrific there wasnt a performance that was off key movies like this are so needed in hollywood today it was so simple but added so much for a  minute play please if you have any taste you will truly enjoy  angry men and have a great appreciation for it ",2010-06-10,NA
"147","12 angry men (1957)","dont judge by the age","henriquelrf"," angry men is an outstanding film it is proof that for a film to be great it does not need extensive scenery elaborate costumes or expensive special effects  just superlative actingthe twelve angry men are the twelve jurors of a murder case an eighteenyearold boy from a slum background is accused of stabbing his father to death and faces the electric chair if convicted eleven of the men believe the boy to be guilty only one henry fonda has doubts can he manage to convince the othersthe court case provides only a framework however the films greatness lies in its bringingtogether of twelve different men who have never met each other before and the interaction of their characters as each man brings his own background and life experiences into the case thus we have the hesitant football coach martin balsam the shy uncertain bank clerk john fiedler the aggressive call company director lee j cobb the authoritative broker eg marshall the selfconscious slum dweller jack klugman the solid dependable painter edward binns the selfish salesman jack warden the calm collected architect fonda the thoughtful observant older man joseph sweeney the racially bigoted garage owner ed begley the east european watchmaker george voskovec and the beefcake advertising agent robert webber who has plenty of chat and little elsealmost the entire film takes place in just one room the jury room where the men have retired to consider their verdict the viewer finds him or herself sweating it out with the jury as the heat rises literally and metaphorically among the men as they make their way towards their final verdict interestingly the jurors apart from two at the end are never named they do not need to be their characters speak for themhenry fonda is eminently suitable and excellently believable as the dissenter who brings home the importance of a jurys duty to examine evidence thoroughly and without prejudice joseph sweeney is delightful as juror no  the quiet but shrewd old man who misses nothing whilst eg marshall brings his usual firmness and authority to the role of juror no  all the actors shine but perhaps the best performance is that of lee j cobb as juror no  the hard stubborn aggressive vindictive avenger who is reduced to breaking down when forced to confront the failure of his relationship with his own sonseveral of the stars of  angry men became household names henry fonda continued his distinguished career until his death in  as well as fathering jane and peter lee j cobb landed the major role of judge henry garth in the virginian eg marshall enjoyed a long reputable career on film and tv including playing joseph p kennedy in the kennedy miniseries jack klugman was quincy whilst john fiedler voiced piglet in the winnie the pooh films and cartoonsof the twelve only john fiedler jack klugman and jack warden are still alive although around the eighty mark they are all still acting the film was still available on video last year and it is shown on tv fairly frequently i cannot recommend it too highlyjohn fiedler died june  jack warden died july ",2020-01-31,NA
"148","12 angry men (1957)","terrific drama with some of the greatest actors in cinematic history","smellslikecheese","films rarely get this uplifting and brilliant i cannot think of the last time i was so intrigued by the flawless plot dialogue and acting since  angry men for such a simplistic story set in one jury room it is surprising that sidney lumet can drain you of all your emotions and leave you on the edge of your seat with suspense mystery and some of the best acting your bound to ever see grace the silver screenwhen a boy is on last day of trial for killing his father in the heat of domestic arguments  jury men are forced to present a verdict in which if guilty is the one way ticket to the electric chair for the boy when the jury men decide to quickly end the discussion and raise their hands to find out who thinks the boy is guilty only one jury man henry fonda doesnt put his hand up trial and character revelations doubts and possibilities followso masterfully crafted is this film that every time i watch it only gets better it includes some of the best character development ive ever seen sidney lumet is an expert in this field and this is by far his greatest contribution to hollywood history  one of the most important contributions to world cinema however it was henry fonda and lee j cobb who really made this film legendary with their incredibly realistic performances casting was genius and the dialogue was astoundingly riveting up until the brilliant finale what really impressed me personally also was the camera angles and movements that made the film so suspenseful black and white made the film all the more powerful and the music was minimal which gave the film a more atmospheric experience like you were their in the jury room with them  and you just feel that tension really built up as the movie proceedsthis inexpensive film with such a simple setting had the world talking the academy awards nominations rolling and henry fonda at his complete best form i have rarely been so hypnotized by a film  lawrence of arabia and its a wonderful life are other ones that come to mind this is a definitive viewing for anyone who loves film it sums up everything i love about film everything from a technical point of view to superb acting and a simple yet complex character driven story its platinum and is most definitely one of the greatest cinematic achievements of all time  bar none a statue should be erected in sydney lumets honoris it possible  juror henry fonda",2006-12-29,NA
"149","12 angry men (1957)","excellent","vukodlak","this film is superb in fact as shakespeare once said its the bees knees the film captivates the audience from the beginning  each of the twelve jurors are introduced to us as they are introduced to themselves the characters are well draw out and individual each with his own personalitythe tension of the characters draws the audience in from the start  we imagine that the case is open and shut  me saying guilty and  not  we feel the discomfort of henry fonda as the other characters belittle and mock how he can see any reasonable doubt in the case  but we also share his victories and the enthusiasm as he proceeds to refute or add doubt to the arguments for guilty and are captivated and draw in as other jurors begin to see doubt in the proceedingsthe audience can also see the arguments for guilty and wonder if fondas character is correct in saying that he doubts yet they also feel the shame of the characters as he disproves that a previously sound theory is iron tight joining his side as members of the jury doon top of this they are wonderfully woven in human elements such as the misconceptions that influence people and the growing tension between different characters  this is brought to life even more by the amazing performances fonda lee j cobb and joseph sweeney are of particular notei started watching this film on a bored relaxed laying about day but by the end i was on the edge of the seat with my hands on my knees feeling more tense than a politician on results dayhow a film should be made  modern directors take notethats ur telling off for the day ",2000-07-01,NA
"150","12 angry men (1957)","simple but great","juho","i saw this movie  or  times and each time i remain speechless in front of such a masterpiece an unforgettable acting game with poignant plot twists awesome",2004-10-23,NA
"151","the suicide squad (2021)","it gets better and better","herexcellency","the first time i watched the suicide squad it was with a number of other people and i have to admit that i really didnt get much from it it was just okay to mea couple of months later my husband and i watched it and i really listened and paid attention and i thought it was excellent  apart from the dumb  gratuitous harm to the birds what the heck was that about anyway and the ridiculous villainous thing i wont say more in order to avoid a spoiler tag the twist early on and the comedic flow especially between elba and cena was fantasticthe thing is although i normally do not find many movies to be rewatchable we just got through watching it for me a third time with family and if anything i found it even funnier than the last time my rating of  is for the times i laughed just today",2021-12-12,NA
"152","the suicide squad (2021)","a superhero spectacle with improved characters and witty action","pawanpunjabithewriter","in the suicide squad the actionpacked sequel to suicide squad the thrill starts right from the beginning set in a lush jungle on a mysterious island the movie immediately captivates the audience with its promising backdrop the second installment outshines its predecessor in various ways particularly in the realm of characterswhile will smiths performance in the first movie was rather commendable idris elba takes the reins in part  displaying his immense talent and becoming the perfect leader for the squads perilous missions the addition of peacemaker brings a refreshing dynamic to the team harley quinns character undergoes significant development making her role even more delightful unlike the first movie where some superheroes seemed out of place each character in the suicide squad has a welljustified presence contributing to a greater character arcengagement and entertainment remain consistent throughout the film with very few dull moments the writers skillfully follow a classic approach bringing the story full circle by ending with a scene that harks back to its origins among the diverse cast of superheroes bloodsport shines as one of the best while ratcatcher  also impresses with her captivating performancewhile the script is engaging overall there was one instance that seemed implausible even in a lighthearted context a characters head is chopped off the peculiar part was that his eyes continued to move although this added an element of dark humor it might have stretched the bounds of believability even within the superhero genrein conclusion the suicide squad surpasses its predecessor by delivering a gripping and actionpacked adventure with improved character development and a smart balance of humor and action it keeps the audience entertained director james gunn masterfully crafts a superhero spectacle that fans and newcomers alike thoroughly enjoy",2023-07-18,NA
"153","the suicide squad (2021)","the dumbest squad just made the greatest dceu film evahhh","iamianiman","remember when james gunn was temporarily fired by marvel studios and we were all disappointed by the decision well it turns out that was a blessing in disguise when warner bros booked him for a slot of this movie and months later he was reemployed by the giantsized company for gotg  and he just killed two heroes with one stone s the suicide squad is indeed the suicide squad that we all deservethe most outstanding thing about this latest squad is the way they blend and mix in everything into the recipe its like youre watching a bunch of genres comedy dark comedy fantasy action thriller drama superhero spoof and commentaries political social contexts world revolving issues all together and yet it tastes trs bon often enough movies that try to do everything together fail big time but not this one this is a cinematic achievementjames gunn who also directed guardians of the galaxy knew that the marveldc films have rehashed their materials multiple times basic origin romance giving up final battle hence gunn develops a nonformulaic approach that seems suicidal at first but triumphantly creates something unique and unpredictable from the getgo gunns vision is unconventional but polished enough to make the audience feels they have never seen anything like it beforetalking about unpredictability it indeed is what it is you never know what will come next who will die or survive there are a few times that gunn uses the head fake technique to deceive viewers from its sequential but engaging storytelling like deadpool something unexpected happens at the moment when you least expect itthe juxtaposition of both the s and s is evidently visible while  has its moments almost everyone could agree it was disappointingly bland af the  entry has a strong direction and far better pacing let alone twists that are fully captivating the only couple of things that  did it better were the trailers and the soundtrackthe ratedr is straight up hardcore to the face its superbly gory darkly comical and unabashedly funny all without pulling its punches this is how dc films should be not as dour as zack snyders but not as light as marvels eitherwhen it comes to flaws albeit its powerful opening scene i feel that they waste many of the potential characters here insofar some of them never even got the chance to show their abilities skills talents or superpowersi am also not impressed by the intensity of the movies brightness particularly on the background in some scorching white scenes it defaces the texture of the film and should dazzle some viewers left distorting of what could have been an iconic scene like the slomo segmentall in all s the suicide squad makes for a suicidal task with flamboyantly sheer colourful characters that collectively sign up for one thing amidst this pandemic chaos blasting out loud the volume of fun and violence subsequently climbing to the top as the best dceu film ever made",2021-08-06,NA
"154","the suicide squad (2021)","wanted to hate it","moviedude","but this has all the imperfections and grit i want in an adult superhero movie as odd as this seems i saw invincible animation series and this reminded me of an irl version of thatthe comedy is actually funny and not cheesy or cringy the superheroes outside of cena dont all look roided to be powerful and theres actually good actingmarvel is for kids dc is for adultshate it but if youre honest youd agree",2022-03-27,NA
"155","the suicide squad (2021)","the real academy award winning suicide squad","hotrobinproductions","i remember as if it was yesterday my utter disappointment in  when i purchased my tickets to watch suicide squad back then no hate towards david ayer the studios definitely meddled with his film to the max i would love to see his version but nonetheless what we got was such a terrible film fast forward  years  warner brothers turns the tables and makes what is probably one of the greatest comic book movies of all time the film is very ballsy violent  full of heart the characters are eye candy  im very happy that james gunn kept what worked in the original because it was a bad movie but there were some good in it this film james really respects david ayers film by keeping what worked while just sticking to what needed to be done the r rating was needed im also glad the studio acknowledged that im very tired of seeing studios go for a pg rating so they can get more views like cmon now grow a pair please sony doing it with venom  all other types of examples of studios fearing the r rating i think ever since joker warner brothers has discovered that they can really get the same numbers if not more regardless then birds of prey happened which i enjoyed too but my point is all of this led up to this movie right here so again kudos to warner brothers for the r rating now first things first the action is great  the twists are even more magnificent the comedy is spot on and lands when it needs to the use of dark comedy and balance of character development is done so well that it doesnt feel out of place or that one is taking over the other bloodsport carrys this movie his performance was screaming will smith for me meaning the role just looks like it was meant for him because he had daughter issues too but i gotta say idris elba grew on me more than will smith did his performance is great and he has amazing chemistry with another character and it just feels special polka dot man was absolutely hilarious yet gave me a bittersweet taste in my mouth but in a good way king shark was an amazing joy to watch on screen peacemaker was awesome too now what i mean by awesome is off their importance performance and role in the movie some of these characters are not like able mind you and some things will happen over the course of events and make you not like characters more and thats where this movie shines its very unpredictable and when you feel like you think you know where the movie is going it pulls the rug from under you hard very enjoyable ride when it was over i wanted to watch it againproswell written characters  performancescomedyaction is not repetitiveeffectscgistory  plot  scriptconsthinly written villainclimax for the ending felt just a bit thin wish it would have required more teamwork and not one character being the reason they won youll see what i meansome characters i felt died a bit too soon and would have liked a little more depth before they wentwb needs to keep this up and we will continue to want more if they understand the character they should know the direction needed to continue the character superman doesnt need to be dark and suicide squad should never be pg not saying these are impossible to do but just saying if you really understand the character you should know what works and what doesnt and as far as i see it this is the right direction for the suicide squad peacemaker show is something to look forward to and i will be more than happy to call this film an the real academy winning suicide squad because it deserves the title more than the  one releasetheayercut",2021-07-29,NA
"156","the suicide squad (2021)","this is how a suicide squad film should be","aziz","before i talk about the film let me talk a bit about dceu the difference between dc and marvel and why marvel is more successful than dc is the people behind them the peoplecompany behind marvel disney know and plan everything they even planned this whole mcu thing ever since s iron man they know what they are doing where they are heading with their characters stories and films and how to do them and write them right thats why their universe is more successful but for dc the peoplecompany behind it warner bros are ruining this beautiful universe thats filled with great characters by bringing the wrong people to directwrite their movies which brings chaos to the films and world of the dceu or they create issues with the right director like zack snyder which we all saw how he was building that bigcreative universe in zack snyders justice league  and where it was going however this time dc choses james gunn to write  direct this film which if youre not familiar with he directed marvels guardians of the galaxy vol   and vol   and this is the second proof after snyders that when having the right personpeople behind a film they will kill it and this is how the suicide squad story should look like and thats all thanks to james gunnso happy that the film got an r rating because the suicide squad story should be like that it should be full of blood comedy craziness violence disgusting action scenes and curse words thank god they didnt care about the film being pg  or whatever so more people could see it and i feel like james gunn was behind that part its not a suicide squad film if there were no sexual bloody violent and disgusting contentthe cinematography was beyond amazing and the film presented some new ideas like in one scene dw no spoilers two characters were fighting and we were seeing it through the reflection of a helmet or in a specific fight scene instead of blood coming out of the bodies it was flowers which made the  or  min action sequence very colorful and fun to watch the camera movements were also great and felt that they sometimes were steady handheld which was so unique also loved how the film picks slow motion in certain times only to show the chaos thats happening around and they were very limited which is a good thingfor the third time margot robbie proves that she is the best portrayal of harley quinn and i cannot imagine anyone other than her as harley quinn she presents the beauty craziness and wildness of the character idris alba really surprised me his character was very well written and idris played it so right the real surprise was john cena personally i dont like cenas acting but in this film his acting was alright and the thing that helped him is how good his character peacemaker is written especially that peacemaker has a huge impact on the story of the film and the future of dceu daniela melchior gave the film such a warmsoft vibe and her acting was well done especially in the emotional scenes the whole cast was just amazing and each actoractress played their role perfectlyreally loved the music in the film and if you have seen guardians of the galaxy  youd know that it has the same stylevibe the costumes were brilliant and loved how james kept the original costume of each character from the comics which made the filmcharacter even more special  real also loved how the film jumps back in time suddenly to explain where a specific character is or how things ended up that way and there was something different about it which i cant tell what it ismy rating is watched in an imax theatre",2021-08-07,NA
"157","the suicide squad (2021)","fun from start to finish","krisnadexter","i have to admit i dont like the first suicide squad and birds of prey is a bit boring so when harley quinn come back for the third time i dont have high expectations no offense to margot robbie her performance is great but the story from both movie is just not that goodand enter james gunn this man totally change the game this movie is way better than two other dc movies that i mentioned above it is fun full of action and surprisingly gory something that i didnt expect beforethe story still follow the same pattern convicted criminals with special powers were given the task to save the day this time there are more characters introduced than before i personally like the character king shark voiced by sylvester stallone the chemistry between fatherly figure bloodsport idris elba and ratcatcher  daniela melchior is so good herei like the comedy here so chaotic the cgi is believable the action is cool and as i said before its gory so many blood splattered body dismembered throat cut theyre not for those with weak stomach for sure i just wish theres more explanation in the end of the movie but other than that its a good movie",2021-11-19,NA
"158","the suicide squad (2021)","exceeded my expectations","leungzy","i cherish peace with all my heart i dont care how many men women and children i need to kill to get itthe first thing that came to mind in the opening sequences of the film was wow there is a lot of gore especially compared to the first film i feel like the film makers took on criticism from the first movie and put improvements into this to me this was basically like an avengers movie aimed at adults with violence gore and swearingthe film is filled with a great cast who all do a terrific job especially margot robbie i couldnt see anyone else doing the role of harley quinn she is to harley what heath ledger was to the joker the movie is filled with funny one liners and never takes itself too seriously i felt the first suicide squad was bordering too much pretty humour and seriousness and wasnt sure what it was this reboot blends humour and seriousness perfectly some of the scenes between john cena and idris elba were hilarious as well as the lines from king sharki wasnt expecting a whole lot from this to be honest based on the first film but this delivers exactly what you would expect from a team of antiheroes its funny entertaining and aimed at a mature audience and for me its an ",2021-07-29,NA
"159","the suicide squad (2021)","if i was john cena id wear a mask too ","jamesh","how its  i can attribute to most reviews written by  yr old boys its sloppily written plot holes up the yinyang and the good guys still manage to fire a  round clip assault rifle on full auto for about  seconds or about  rounds thats one heck of a long clip king shark is suddenly stupid for some reasonjust a stupid pointless movie no wonder they didnt advertise it much try to save as much money as they could",2021-08-08,NA
"160","the suicide squad (2021)","james gunn presents    homicide is a many splendoured thing  ","radiosmrmoviemadamifm","i dont know where to start this movie is just trash  the first movie was fun to watch and this is awful maybe im probably giving it  because of hurly i loved her crazy bold character ",2021-08-22,NA
"161","the suicide squad (2021)","it gets better and better","herexcellency","the first time i watched the suicide squad it was with a number of other people and i have to admit that i really didnt get much from it it was just okay to mea couple of months later my husband and i watched it and i really listened and paid attention and i thought it was excellent  apart from the dumb  gratuitous harm to the birds what the heck was that about anyway and the ridiculous villainous thing i wont say more in order to avoid a spoiler tag the twist early on and the comedic flow especially between elba and cena was fantasticthe thing is although i normally do not find many movies to be rewatchable we just got through watching it for me a third time with family and if anything i found it even funnier than the last time my rating of  is for the times i laughed just today",2021-12-12,NA
"162","the suicide squad (2021)","a superhero spectacle with improved characters and witty action","pawanpunjabithewriter","in the suicide squad the actionpacked sequel to suicide squad the thrill starts right from the beginning set in a lush jungle on a mysterious island the movie immediately captivates the audience with its promising backdrop the second installment outshines its predecessor in various ways particularly in the realm of characterswhile will smiths performance in the first movie was rather commendable idris elba takes the reins in part  displaying his immense talent and becoming the perfect leader for the squads perilous missions the addition of peacemaker brings a refreshing dynamic to the team harley quinns character undergoes significant development making her role even more delightful unlike the first movie where some superheroes seemed out of place each character in the suicide squad has a welljustified presence contributing to a greater character arcengagement and entertainment remain consistent throughout the film with very few dull moments the writers skillfully follow a classic approach bringing the story full circle by ending with a scene that harks back to its origins among the diverse cast of superheroes bloodsport shines as one of the best while ratcatcher  also impresses with her captivating performancewhile the script is engaging overall there was one instance that seemed implausible even in a lighthearted context a characters head is chopped off the peculiar part was that his eyes continued to move although this added an element of dark humor it might have stretched the bounds of believability even within the superhero genrein conclusion the suicide squad surpasses its predecessor by delivering a gripping and actionpacked adventure with improved character development and a smart balance of humor and action it keeps the audience entertained director james gunn masterfully crafts a superhero spectacle that fans and newcomers alike thoroughly enjoy",2023-07-18,NA
"163","the suicide squad (2021)","the dumbest squad just made the greatest dceu film evahhh","iamianiman","remember when james gunn was temporarily fired by marvel studios and we were all disappointed by the decision well it turns out that was a blessing in disguise when warner bros booked him for a slot of this movie and months later he was reemployed by the giantsized company for gotg  and he just killed two heroes with one stone s the suicide squad is indeed the suicide squad that we all deservethe most outstanding thing about this latest squad is the way they blend and mix in everything into the recipe its like youre watching a bunch of genres comedy dark comedy fantasy action thriller drama superhero spoof and commentaries political social contexts world revolving issues all together and yet it tastes trs bon often enough movies that try to do everything together fail big time but not this one this is a cinematic achievementjames gunn who also directed guardians of the galaxy knew that the marveldc films have rehashed their materials multiple times basic origin romance giving up final battle hence gunn develops a nonformulaic approach that seems suicidal at first but triumphantly creates something unique and unpredictable from the getgo gunns vision is unconventional but polished enough to make the audience feels they have never seen anything like it beforetalking about unpredictability it indeed is what it is you never know what will come next who will die or survive there are a few times that gunn uses the head fake technique to deceive viewers from its sequential but engaging storytelling like deadpool something unexpected happens at the moment when you least expect itthe juxtaposition of both the s and s is evidently visible while  has its moments almost everyone could agree it was disappointingly bland af the  entry has a strong direction and far better pacing let alone twists that are fully captivating the only couple of things that  did it better were the trailers and the soundtrackthe ratedr is straight up hardcore to the face its superbly gory darkly comical and unabashedly funny all without pulling its punches this is how dc films should be not as dour as zack snyders but not as light as marvels eitherwhen it comes to flaws albeit its powerful opening scene i feel that they waste many of the potential characters here insofar some of them never even got the chance to show their abilities skills talents or superpowersi am also not impressed by the intensity of the movies brightness particularly on the background in some scorching white scenes it defaces the texture of the film and should dazzle some viewers left distorting of what could have been an iconic scene like the slomo segmentall in all s the suicide squad makes for a suicidal task with flamboyantly sheer colourful characters that collectively sign up for one thing amidst this pandemic chaos blasting out loud the volume of fun and violence subsequently climbing to the top as the best dceu film ever made",2021-08-06,NA
"164","the suicide squad (2021)","wanted to hate it","moviedude","but this has all the imperfections and grit i want in an adult superhero movie as odd as this seems i saw invincible animation series and this reminded me of an irl version of thatthe comedy is actually funny and not cheesy or cringy the superheroes outside of cena dont all look roided to be powerful and theres actually good actingmarvel is for kids dc is for adultshate it but if youre honest youd agree",2022-03-27,NA
"165","the suicide squad (2021)","the real academy award winning suicide squad","hotrobinproductions","i remember as if it was yesterday my utter disappointment in  when i purchased my tickets to watch suicide squad back then no hate towards david ayer the studios definitely meddled with his film to the max i would love to see his version but nonetheless what we got was such a terrible film fast forward  years  warner brothers turns the tables and makes what is probably one of the greatest comic book movies of all time the film is very ballsy violent  full of heart the characters are eye candy  im very happy that james gunn kept what worked in the original because it was a bad movie but there were some good in it this film james really respects david ayers film by keeping what worked while just sticking to what needed to be done the r rating was needed im also glad the studio acknowledged that im very tired of seeing studios go for a pg rating so they can get more views like cmon now grow a pair please sony doing it with venom  all other types of examples of studios fearing the r rating i think ever since joker warner brothers has discovered that they can really get the same numbers if not more regardless then birds of prey happened which i enjoyed too but my point is all of this led up to this movie right here so again kudos to warner brothers for the r rating now first things first the action is great  the twists are even more magnificent the comedy is spot on and lands when it needs to the use of dark comedy and balance of character development is done so well that it doesnt feel out of place or that one is taking over the other bloodsport carrys this movie his performance was screaming will smith for me meaning the role just looks like it was meant for him because he had daughter issues too but i gotta say idris elba grew on me more than will smith did his performance is great and he has amazing chemistry with another character and it just feels special polka dot man was absolutely hilarious yet gave me a bittersweet taste in my mouth but in a good way king shark was an amazing joy to watch on screen peacemaker was awesome too now what i mean by awesome is off their importance performance and role in the movie some of these characters are not like able mind you and some things will happen over the course of events and make you not like characters more and thats where this movie shines its very unpredictable and when you feel like you think you know where the movie is going it pulls the rug from under you hard very enjoyable ride when it was over i wanted to watch it againproswell written characters  performancescomedyaction is not repetitiveeffectscgistory  plot  scriptconsthinly written villainclimax for the ending felt just a bit thin wish it would have required more teamwork and not one character being the reason they won youll see what i meansome characters i felt died a bit too soon and would have liked a little more depth before they wentwb needs to keep this up and we will continue to want more if they understand the character they should know the direction needed to continue the character superman doesnt need to be dark and suicide squad should never be pg not saying these are impossible to do but just saying if you really understand the character you should know what works and what doesnt and as far as i see it this is the right direction for the suicide squad peacemaker show is something to look forward to and i will be more than happy to call this film an the real academy winning suicide squad because it deserves the title more than the  one releasetheayercut",2021-07-29,NA
