"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"kennethmorazes","26 November 2015","After watching many fantastic looking for trailers for kids movies that looked great we were very excited to watch The Good Dinosaur. The first thing we got was a terrifying Pixar Short featuring a scary dark monster battling 3 super hero's and a small boy. Already my 6 year old son was terrified but i figured he would come around once the movie started. After a slow but tame beginning we were brought to a graphic death scene which didn't come as too much of a surprise as there is always something like this to begin the quest for the main character. From there, scattered between some brief lighthearted bits with a few mild laughs, were many death defying encounters with horrible monster dinosaurs looking to eat or kill the good dinosaur and his companion. After about an hour of tears and covered eyes we finally decided it wasn't worth it and left. As soon as we did the tears became out right crying and fear from my usually hard to scare son. Not quite sure what Pixar was hoping to accomplish with this film.","
            7/10
            "
"jboothmillard","5 October 2020","I kept seeing images for this computer animation from Disney/Pixar, I never saw a trailer or read about it, so I didn't know what to expect, but it was rated very well, I was definitely up for it. Basically, 65 million years ago, in an alternative history, the asteroid that was supposed to collide with the Earth, causing the extinction of the dinosaurs, safely passes the planet. Millions of years later, dinosaurs are the dominant species, and the human race never evolved beyond cavemen. On a farm in the middle of a valley, Apatosaurus corn farmers Henry (Jeffrey Wright) and Ida (Frances McDormand) have three children that hatch from their eggs, Libby (Maleah Nipay-Padilla), Buck (Ryan Teeple) and Arlo (Jack McGraw). As they grow up, the children try to ""make their mark"", to earn a mud-print on the family's corn silo. Grown up Libby and Buck (Marcus Scribner) are successful in carrying out duties and earning their ""mark"", but the timid Arlo (Raymond Ochoa) finds difficulty in farm tasks. Arlo's Poppa tries to give his son a sense of purpose by asking him to guard the silo and setting a trap for the creature stealing from it. Arlo successfully captures a caveboy (Jack Bright), but Arlo cannot bring himself to kill him, and sets him free. Henry is disappointed and takes Arlo with him to track the caveboy, heading into a ravine. Suddenly, a flash flood washes towards them, Arlo is saved, but his father is swept away and killed. Without his father, Arlo shoulders more of the workload. Looking inside the silo, he finds the same caveboy he previously trapped, angered and blaming him for his father's death, he chases him, and at the river hits his head on a stone and is knocked unconscious. Waking up, Arlo finds himself far from home, and tries to survive alone, only to trap him leg under a fallen boulder. The next day, he wakes and finds his leg has been freed, and the caveboy appears with food for him. The caveboy then leads Arlo to a berry tree, where the caveboy fights a large snake, amazing Arlo and impressing the nearby eccentric Forrest Woodbush, a Styracosaurus (Peter Sohn) who wants to keep the boy. The two dinosaurs compete with each other to give the boy a name he will respond to, and Arlo wins, giving him the name ""Spot"". Arlo and Spot bond as Arlo talks about his family, and Spot, though unable to speak, reveals that his own parents are dead. Later, a storm strikes, Arlo is frightened of the thunder and lightning and runs away, losing the riverbank he has been following home. The next morning, Arlo wakes to find Spot at his side. They are noticed by a band of pterodactyls, led by Thunderclap (Steve Zahn). They claim to be rescuing creatures but are savage carnivores. The pterodactyls attempt to attack and catch Arlo and Spot, but they are rescued by Tyrannosaurus siblings Nash (A.J. Buckley) and Ramsey (Anna Paquin) who ward off the villains. The siblings take Arlo and Spot to their father Butch (Sam Elliott), the three of them are looking for herd of longhorns. The group locates the herd, Butch gets the help of Arlo to lure four Velociraptors and rustle the cattle. During the process, Arlo sees the the familiar mountain peaks of his homeland in the distance and leaves with Spot to return home. Along the way, they see an adult feral caveman in the distance, and though Spot shows interest, Arlo dissuades him, and they keep going. As another storm approaches, Thunderclap and the pterodactyls return and attack and carry Spot away. Arlo gets tangled in a bunch of vines, where he has a vision of Henry leading him home. In the vision, Arlo stops following his father, wanting to save Spot, his father is proud and fades away. Arlo escapes the vines, he finds the pterodactyls at the corner of the river, he attacks them. Arlo and Spot together plunge Thunderclap and the pterodactyls into the water, where they are swept helplessly downstream. When another flash flood occurs, Spot falls into the water, but Arlo leaps in to rescue him before they reach a waterfall. Arlo protects Spot as they plummet down the fall and carries him to shore. As they approach Arlo's home, the two again encounter the caveman, and are approached by an entire cave family. With great reluctance, Arlo pushes Spot to join his newfound family, and the two of them share a tearful goodbye. Arlo finally arrives back home to his mother and siblings and makes his mark on the silo between those of his mother and father. This is a much more back-to-basics story, I will agree its not one of the best, but it is charming enough as you follow a dinosaur and his feral young human friend on a journey to return home, with likeable characters, a fantastic use of colour, spot on realistic scenery, and other elements that appeal to children and adults alike, it is a fun and worthwhile computer-animated adventure. It was nominated the Golden Globe for Best Motion Picture - Animated, and the BAFTA British Academy Children's Award for Film. Very good!","
            10/10
            "
"ironhorse_iv","2 December 2015","The Good Dinosaur's production was a highly publicized tumultuous one, complete with a producer, voice cast, change, a complete overhaul of the story in which, it drop characters, and a release date postponement of over a year. Original director Bob Peterson, who came up with the idea for the story, was even let go by Pixar, and replace by Peter Sohn, however, I didn't felt like, any of those moves, save the film from being a disappointment. This latest movie from Pixar was a letdown, not only Pixar's fan, but for me. It doesn't bring, anything new to the table. The movie remind me of a bland version of 1988's The Land before Time mixed with 2000's Dinosaur. Don't get me wrong, it's tries hard to be innovative, but it comes across as dull rethread of recycle Disney animation tropes and clichés. The core of Good Dinosaur's plot is simple enough: What if the asteroid that killed off the dinosaurs had missed the Earth? And, millions of years later, primitive humans and dinosaurs had to learn to coexisted. This ""boy and his dog"" film tries to tell that, with a young Apatosaurus named Arlo (voiced by Raymond Ochoa) and his ""dog"" being a feral human child whom he names Spot (voiced by Jack Bright), as they make their way home, after getting separate from their herd. Without spoiling the movie, too much, I have to say, I like how is a tale of friendship, longing for family, and overcoming fears that takes place in an alternate-history timeline, but I really couldn't stand, the main character of this film. Arlo is by far, one of the most annoying and whinny characters, I have ever witness in a Pixar film. They really made his character, way too much of a coward, social dependent, and self-centered. Yes, he get braver and less self-centered as the film goes on, but his likability is far, too weak, to be engaging to care about his redeeming character arches in the 3rd act. It's even more, annoying to watch, with how badly, the kid's voice acting, is, throughout this. You can really tell, that Raymond Ochoa's voice was very unnatural. It was really lacking any insipid. Very inexperienced. Jack Bright is not as bad, as Ochoa, as he only grunts and howls but never actually speaks words. The chemistry before them, was alright for the most part. You believe in the bond between these two, despite them, nearly wanting to kill each other, in the beginning. The moment, where they had to move on, might even, bring adults, a tear. I also didn't mind, that along the way, the main cast duo encounter pterodactyls, T-Rex, and raptors. However, I really found it, a bit jarring, that the movie is really pushing for a Western like theme. It's so awkward to see T-Rex moves as if they were cowboys riding a horse, driving a longhorn herd or seeing leaf eating Apatosaurus raise chickens for winter. Which, by the way, the farming/starving of the farm sub-plot was abandoned, once Arlo begins his journey. Nor does, it pick up, once Arlo comes back. I can clearly can see these dinosaurs dying off, by the beginnings of winter to the lack of food. If you subscribe to The Pixar Theory, it makes sense, since it possible the winters only got worse, and in time only man, buffalo, bird and other beings managed to survive the next extinction. In real life, it's the only reason why mammals, and by extension, humans that we're most familiar with evolved and diversified the way they did. One thing, I really don't get is, why Dinosaurs don't eat another dinosaurs in this world. You would think, the T-Rex would had killed him, the moment, they saw him, but no, they allowed him to join in, getting their herd, back. The supporting cast wasn't that bad, as Arlo. Mad props go to Steve Zahn as the religious zealot, Thunderclap. His voice acting is by far, the best in this film. All the supporting cast, were a lot more entertaining in their voice acting than the main cast. While, the story isn't that strong, the visual effects are amazing and beautiful. Pixar's gorgeous photo-realistic natural settings are nearly indistinguishable from actual forests, rivers, and mountains. The Good Dinosaur certainly doesn't shy away from the ever-present mortal dangers of prehistoric times with more than a few deaths (some played for laughs, others not) occurring along the way, but it comes across as unbelievable, when this kid's survive, some really bad disasters, that even bigger dinosaurs, couldn't make out, of. It doesn't paint, a realistic scenario to take the threats to him, seriously. Still, the action scenes in this film were intense, and fun to watch. The music that goes with the film was alright for the most part. Composer, Thomas Newman was originally assigned to compose music for The Good Dinosaur, but complications with Newman's schedule and further delays with the film's productions prompted him to leave. Newman was later replaced by the Academy Award-winning composer Mychael Danna. It really paints, the primitive fear that comes with that era. Overall: While, this formulaic ""find your courage"" story simply retreads a lot of well-worn narrative and thematic ground. It would be nice to see what the original production could had been. In the end, the Good Dinosaur wasn't as good as it should had, but it's clearly not the worst Pixar film, I have ever saw.","
            7/10
            "
"homerthefreak-786-658831","28 June 2016","This movie was criminally underrated. I mean this is Pixar for god's sake, you would think it would get more praise. People were so focused on Inside Out that this movie was swept aside with Minions and Hotel Transylvania 2. It is so much better than those. In fact, it's better than Inside Out. I feel like Inside Out is more of a Toy Story film and The Good Dinosaur is more of a Wall-E. Obviously Toy Story is the one people remember, but most people would say Wall-E is better. So clearly The Good Dinosaur should have won the Oscar for best animated picture. It wasn't even nominated. You know what was nominated? Inside Out. Take a wild guess which movie won the category, as well.","
            4/10
            "
"farrinda","4 December 2015","Pixar burst onto the computer animation scene with Toy Story, the first feature film to be fully computer generated. Since then, the studio has won 15 Academy Awards, boasting a number of successful films including Monsters, Inc, Ratatouille, and most recently Inside Out. Always on the cutting edge of animation technology, nearly every Pixar film finds a healthy balance of quality entertainment for children while also catering to the adults who bring them to the theater. The Good Dinosaur, the latest feature from Pixar to hit theaters, succeeds admirably in taking computer generated animation to the next level but tends to get lost in the grey area of its vastly age-different target demographic.Supposing that the meteor which led to the dinosaurs' extinction missed the Earth, the screenplay by Meg LeFauve (Inside Out) opens on a time in history near the beginning stages of man's evolution. Dinosaurs have continued to evolve and they can speak, farm, herd livestock and greedily wallow...Read the full review on David 'n the Dark!https://davidnthedark.wordpress.com/2015/12/04/thegooddinosaurreview /","
            2/10
            "
"michaelhirakida","11 December 2015","I don't get what your problems are people. Sure it's not a movie for all ages and it's very violent, sure it may not be Suitable For Younger Kids, and Sure it might not be remembered as well as Inside Out. BUT YOU LISTEN HERE. These 'Flaws' You have with the movies are actually it's strengths which The Good Dinosaur has. Do not be discouraged by these snobby haters, this movie is one of the most powerful films I have ever seen and will surely leave a great impact on you once you leave the theater! It's Marvelous! It's a Miracle! It's now one of my favorite movies! First lets start off with the beginning. This movie acts like a Pre Historic Western. The whole film starts on a farm owned by Dinosaurs! That is new and original. I have never seen anything like this before and it surely wowed me. The characters I can connect to because it reminds me of my family. Our families have strengths and flaws like these characters do. Arlo goes through the most toughest of challenges and is hurt many times. But his pain is our suffering, he overcomes this greatly in the movie and by the very end, he is a more mature young dinosaur and gets the reward it deserves.Speaking of Rewards, THIS MOVIE IS VERY REWARDING. Oh it's too violent Oh it's too adult Oh it's Immature BLAH BLAH BLAH. NO! This movie is super rewarding and is a tough movie to watch especially for kids. But by the end, they will look back on this experience and learn from what we saw. The whole thing is Pixar's most explicit film yes, but if you don't give it a chance, you will not understand and be covered by fat thick ignorance. I bet these people on here didn't give the movie a stinking chance, but for those who did, the filmmakers probably really appreciate it.This is a powerful film and I cried lots at the end. Arlo and Spot are probably one of the best duos I have seen in any film. Their relationship is very complex. Arlo is very angry and hateful at the beginning to him but he is forgiving in the end and you want to see them accomplish what they set out for. But I think everyone can agree that the animation is brilliant and the most realistic out of any Pixar Film to date. I thought I was looking at a animated live action hybrid at some points and that is good animating. The trees, the water, the landscapes, everything is done perfectly.The only problem I did have with it was that the movie's Villains are very under developed. We barely see them and the movie wants us to think they are threatening which they are, but because everything is else is so well developed it should make sense they should be more developed! But no! They are mostly out of the spotlight for the rest of the movie until the end.But the climax of the movie is awesome and stunning. There are barely any words spoken at the end of the movie and its last shot remains one of the greatest shots I have ever seen on film. Arlo as I mentioned does overcome his fears which is what we can all relate to. We can all relate to being scared by a lot of things and does the movie say we shouldn't be scared at all? No! The movie actually has this mature theme of even in the greatest moments of battle, you will always be scared. That's just genius and I'm glad they didn't go for some sugar coated bull like Oh don't be scared because that's wrong its OK To be scared!So I think I have said enough for the movie. This movie is getting unfairly treated like The Hobbit Trilogy and should be respected more. Don't listen to these dumb haters who have no idea what they're talking about. The Good Dinosaur is one of the most powerful movies I have ever seen and has now become one of my all time favorite movies. If you see it, SEE IT WITH AN OPEN MIND! Don't be discouraged! If you didn't like it, Fine I can live with that. If you had some problems with it, That's OK! But don't crap on this movie just because it's not this or not that or whatever! Just watch it and see for yourself!It's coming close to the end of the year and I think it's safe to say now that The Good Dinosaur is my pick for the Best Movie Of The Year.99/100 A (I think this is the first time a Movie with a lower rating is my favorite film of the year instead of the higher rated one)","
            2/10
            "
"osj2507","13 January 2016","I saw this with my kids and wife, we all liked it, but for my sake there were most fun and excitement for the kids an not the adults, Pixar is usually good at having adult jokes or things that speak to the older audience, but not so much with this film. I stilled had those feeling moments, where you think awww and that's nice, but it is missing something, it doesn't hit you in the feelings like some of the other :)It is a sweet story, some lovable characters, but the most stunning in this is the whole scenery, the nature, the liveliness of it all. It just looks so real and you really want to go some of these places, because if they didn't have big dinosaurs or creepy insects etc. they look to be a very nice place to spend a holiday. It is truly amazing how great it all looks, if for nothing else, go see it for that.Location, seating & time: Falkoner, Nordisk Film, Frederiksberg, Denmark - Bio 2, row 11 seat 10, 12, 14 & 16 - 09.01.2016 at 12.30","
            1/10
            "
"spventre","25 November 2015","This movie is on the scary side, too many anxious scenes, my little ones were crying begged to go home. Made the mistake of telling them scary part is over. Even the six year old who loves dinosaurs was disappointed . At the prices of 3 d movie wish had my money back. If you think your going to a fun enjoyable dinosaur movie,think again more like sadness of Bambi with a mediocre plot line.. The story for a Pixar movie was no were up to par with Nemo. The friendship of spot and the little dinosaur was one of the bright spots of the movie. The previews were not a good representation of the movie. The movie need to flesh out the supporting characters.","
            7/10
            "
"dslamb-85066","30 November 2015","If I may caveat this review first. You know your children better than I do, and will know if they are able to handle the content of this movie.First, I don't feel this movie was well marketed. In fact, I found it misleading. I think they presented it as a typical child friendly animated movie with a goofy looking green dinosaur and his silly companion (human/dog) on an adventure. Certainly, Pixar films often include content that is oriented to older audience members, but have maintained a balance that appeals to all ages.The Good Dinosaur, however, fails at this. It is a surprisingly violent movie, and not a cartoonish violence. There is a flash flood that kills a character within the first 30 minutes, and a flashback later in the movie, with a second flood in the finale. It isn't unusual for the character of any animated film to undergo a trauma (e.g. the Lion King), but whereas those maintain an animated feel, the flash flood was very realistic. The whole movie is a strange contrast between the cartoonish green dino and a very realistic natural environment. The visuals are impressive to be honest. My son (6) found the flash flood and the thunderstorms to be terrifying, combined with the loud sound effects and darkened theater. There were also the ""bad dinosaurs"" that demolished a little furry mammal, and fought over the carcass. And a strange triceratops that tried to name the human/dog character by calling it ""murderer"" and other violent names. It was really bizarre.So as a parent, I give it 2 stars, because it was not age appropriate for younger kids, and I don't think there has been sufficient warning about the content of this film. I guess I can't let Pixar just slide by given its past work, and should try and find out more about their films before going. As I say at the start, your kid may not be bothered by the elements in the movie, and certainly older ones will be better able. If your kid has a fear of natural disasters, def. skip it.As an audience member, I might give it 5 stars. Beyond the really impressive natural landscapes they have created, the story is quite boring. It is a traditional, boy on adventure finding himself style movie. It has been done so many times before, and better.","
            8/10
            "
"dkbowzer","12 December 2015","I am still unsure if I enjoyed the movie, the wounds are too raw. It was an emotional roller coaster and not appropriate for children (or adults) with sensitive feelings. For young children there are several scenes that are intense and scary. The good dinosaur went through internal and emotional turmoil, feelings of depression and revenge. The movie follows him as he grows and matures but it is a painful process, even without much dialog. The good thing i can say about it is that the animation of the surroundings was beautiful, although they didn't spend as much effort on the animation of the characters themselves.","
            1/10
            "
"imadriaz-31418","7 December 2015","In one phrase....this is the most disturbing Pixar, or quite possibly any animated movie that I have seen till date. This movie glorifies death and killing in a way no movie has as yet done.Had the movie not been so colorful, I doubt it would have made a PG rating. Either that, or the censor board is starting to forget that animated movies are watched by 2-4 year olds ALSO!!Kids in the theatre were crying, my three year old kept asking questions that I had no answer to since I have never exposed my kids to such stuff. My only advice to parents - please see the Parental Advisory on IMDb before watching this movie. Lastly, I'm all for celebrating diversity and other religions, but never expected Pixar to start preaching hinduism as part of its opening short. Sorry - but thats a big fail in my book.","
            3/10
            "
"videokid-98-228406","4 February 2016","People are overreacting about this movie. I first read the reviews in this page and went to the cinema prepared for the worst, and let me tell you that it was not THAT bad, I actually enjoyed it, as well as the other people that were there, kids included. The scenarios are absolutely marvelous, they look so life like but still matches with the simple design of the characters. The plot is nothing new that we haven't see in other movies, is pretty simple and predictable, as the dialogues, but well. The movie has some funny moments and some other heart warming ones. I didn't see anything disgusting about this movie, maybe some people is a little susceptible. I don't find a bug without head or hallucinations something kids can't see or be traumatized by, the kids in the theater laughed a lot on that part and I find it myself the funniest part in the movie. That's my kind of humor, I guess that is not suitable for everyone but well. This movie is not as bad as I expected. Note: People complaining about the death of Arlo's father clearly never watched the lion king, right?","
            1/10
            "
"ankitbbd","21 February 2016","Story-In a world in which dinosaurs never went extinct,a young Apatosaurus named Arlo, meets an unlikely human friend while traveling through a harsh and mysterious landscape.I haven't watched such a beautiful animated movie since a long time.Movie's story was innovative with great animation.We cannot expect better animation than this.Movie is full of beautiful landscapes along with some funny characters.There are some emotional scenes that really touched my heart.We should see this movie with our family as it is meant for family audience and it will make your bond stronger with them.Movie gives you message that we should not fear from strangers and no matter what,our family and friends are always there to protect us.I did not understand why people are writing bad reviews about this movie.This movie is not that bad.In fact, it is great. If you love animated movies then this will be a treat for you. Overall I give it 8/10.","
            1/10
            "
"atharp-03220","5 December 2015","As a parent, I've come to expect a lot from Disney/Pixar - always a safe bet for my little ones. Until now. This movie was pretty slow, and when various critters they show first as cute are suddenly eaten before my children's eyes, that was the end of the movie for us. This came after the scene where one character rips the head off another creature. My children were alternately bored and scared - definitely not what you expect in a Disney children's film. Not a film for little kids (preschool or younger) with some scenes that are guaranteed to give my young ones some nightmares and yet too boring with almost no comedy for children beyond grade school or adults. We left when my five year old turned to me and said ""Mom, can we leave? This isn't fun.""","
            10/10
            "
"teachck","7 January 2016","Warning: Contains spoilers.I'd like to start off by saying I had high expectations for this movie. It seemed like a unique premise from the trailers and it was coming from Pixar which has its share of top-quality movies. Issue One: This movie was rather disturbing for young audiences The main character gets tricked into lifting a log that an animal is hiding under by vulture type dinosaurs with large teeth. The animal is then eaten alive! -The main dinosaur is told to kill a human boy by his presumably good father -A boy unintentionally pulls the head off of a massive insect, which dies (well, that was pointless) -The main character, Arlo, is visibly bruised and bloody in scenes -And his father dies in a flood -And his mother is show weak, and overexertedIssue Two: AnimationThe animation in 'The Good Dinosaur', I felt was very strange. The animation is very realistic in parts, and there are some gorgeous nature scenes reminiscent of something you would see from National Geographic. Sometimes I found it hard to tell if something was animated or filmed traditionally. And then there were poorly animated cartoon dinosaurs. The combination did not mix at all. I felt almost as if Pixar was showing off its animation skills without caring about character integration or plot.Issue Three: Yep, the plot.Pixar has had some really great ideas. The Good Dinosaur, however, had a ridiculously simplistic plot that seemed to cater to 6 year olds. A six year old plot, with 10 year old violence.Issue Four: Voices and dialogueThroughout most of the movie, the main character, a dinosaur named Arlo could be heard whining, complaining, or yelling as he got injured. Where are the nuances in the plot. Where are the communications and dialogues that make you really grow close to the characters (such as in Frozen or Up).Something was definitely missing from the Good Dinosaur. Hopefully, Pixar can get their act together. The movie started off well enough, with some cute scenes of Arlo's parents watching him hatch but then went steadily downhill from there.","
            1/10
            "
"tharp_john","5 December 2015","Totally disappointed in Disney/Pixar. The Good Dinosaur was too disturbing for young children (Lets watch the cute animal with the big eyes get eaten alive) and too boring for older kids and adults.Why is there a drug scene in a kid's movie that makes drugs look like a lot of fun?For What age group was this movie made. My 5 year old Grandson asked to leave because he didn't like it. He never has asked to leave before a movie is over. I expected the same quality as Toy Story, and Finding Nemo. Boy was I wrong!The opening accompanying cartoon was also very scary and definitely not for little kids.","
            7/10
            "
"kujosrose","27 November 2015","If you want your child's movie to have cute little critters that are rescued only to be savagely eaten, the words ""kill"", ""killer"" and ""murderer"" (just a few that stuck out in my mind), and sentences like ""died in his own pool of blood"", this would be the one!! Can't believe how off the mark this movie is from Disney - Disney, shame on you!! Get some new writers who are in touch with children! And what a ridiculous story line. Seriously? A family of Apatosaurus dinosaurs who farm corn - Monsanto must have loved this movie - wonder if their corn was grown from GMO seeds? They really could have fed the whole world!! how many millions of years ago was this? Pathetic overall.","
            1/10
            "
"mblanchard-896-97582","8 January 2016","Whilst there are many people speaking out against the numerous polysemic cliff-hangers and plots, it is important to acknowledge that it is good that Pixar don't always create films that are wholeheartedly sweet. After all, nursery rhymes often include morals and hidden messages underneath their child-friendly exteriors. This film had me absolutely gripped by its excellent character development, where you absolutely invest in the protagonist. This could be one of the reasons why the film is such a roller-coaster ride: because you truly adore the main characters. Overall, I love the fact that this film is different, gritty (for a children's film!) and thrilling. One of Pixar's greatest.","
            1/10
            "
"atmommy","9 December 2015","This movie is completely inappropriate for young children. My three and five year old were very disturbed by the dark and violent plot. Half- way through the movie another child yelled out, ""I don't like this movie."" And many others loudly agreed. Between this and the scary short before, my three year old has began to have nightmares. It was just too intense. I wish I would have read reviews before basing my opinion on it through the trailer, which lends no reason to believe the movie would be inappropriate. *****Spoiler***** Like in many Disney movies, the parent dies. Not only do we have to sit through an intense scene watching his death, but we get to see it replayed in an even more upsetting manner. There also many violent scenes that made my children and I gasp- like when a creature pretends to save a cute little animal only to scarf it down psychotically. There are some sweet touching moments in this movie but overall the plot is not entertaining. Because of this, intense and violent scenes are thrown in to keep you on your toes. But for this mama, it just kept me stressed wondering how much of this would bother my children. And unfortunately, it left them very upset. If you have sensitive young children, just don't do it!","
            10/10
            "
"neil-476","4 December 2015","Following a disastrous flood, young dinosaur Arlo is separated from his farming family (parents and two siblings). During his long journey back to find them, he is accompanied by a caveboy who he calls Spot. Pixar's latest feature is somewhat of a disappointment. The story is a straightforward series of obstacles to be overcome, and the subtext is minimal and delivered rather hamfistedly – there is none of the subtlety of the Toy Story films, Wall-E, Up, or Inside Out. This is not to say that it isn't a perfectly good kids' movie, or that adults won't enjoy it – I did – but one has come to expect rather more from Pixar than is delivered here.The visuals are, unsurprisingly, amazing – the landscape is spectacular, gorgeous, and completely convincing. The trouble is that they may as well have used real landscapes, and perhaps they did. I don't think one should look at a CGI feature and say that it is indistinguishable from reality: that is one of the functions of CGI in special effects in (ostensibly) live-action movies. Having said that, beauty is beauty and merits credit where it is due.But, for me, this film does not join the list of Pixar classics.","
            1/10
            "
"Kareneo","27 December 2019","I think the reason this movie doesn't work is that it is VERY very preachy, and forgets the whole point of childhood is to first: have fun! The Pixar films that have fun as their central motivating force are the movies that work. This movie begins on the premise that you are not worthy of love unless you jump through the hoops the adults have set in place for you before you were even born. A nightmare of a childhood is when you are constantly told you must earn worthiness, instead of just being loved. A rather horrible film really. I do not recommend it.","
            8/10
            "
"danNQ","1 January 2016","I've never reviewed before but made an account just for this. My 4 and a half year old daughter was a mess after this movie, my 4 year old niece was worse. It was an emotional onslaught for the kids. Very few light hearted moments to break up to constant high intensity of it. Everything from parents dying, loneliness, everything trying to kill them and sad goodbyes. It was barely punctuated by any humour, and the ""happy ending"" was an afterthought after a sad goodbye that kicked my girl right in the feels and broke her down. I could hear kids crying all around the cinema through it and more than one family left early. At the end half the kids were in their parents laps, including my own. I can see what they were going for, but they fell short. Maybe for kids around 10, but for the demographic it was targeted at....no thanks.","
            10/10
            "
"dronzilla","9 April 2016","This is a very deep and thought provoking movie. It's not for everyone and that's a key reason why there are so many bad reviews. It's not a ''relax your brain'' type of entertainment. Instead it makes you ask questions and think.The movie is not about pure animation (which is brilliant) or music (also brilliant) or even plot (decent). It's about the message.I don't know what the target audience of the movie is intended to be - that's usually not important. But I think the target audience of the message are teenagers or kids that are approaching the age where its time to leave the parent's nest. The message is for them.The message is simple yet powerful: as you move out of your home, you will be on your own for the first time. It will be tough, you will make mistakes. You will be making right and wrong decisions, meeting good and bad people: some will act good but turn out to be bad, some will look bad (stereotypes?) but turn out to be good and become your best friends. The important thing is to not give up, continue to learn, grow as an individual. As you grow you will realize that you can do more than you've ever imagined.This movie reminds me of Meet the Robinsons. Another exceptional Disney cartoon with a great message. I highly recommend both.","
            6/10
            "
"stephaniebeeau","5 January 2016","I'm always excited to see Pixar/Disney releasing something new, but this was a pile of HOT GARBAGE. Here's the list in dot points. -Outrageously bland story. - Ridiculously boring and poorly designed characters. The scenery in the rolling credits shows what Pixar can do, yet the dinosaurs are blocky, ugly and one coloured. -NO NEED FOR THE CHARACTERS TO BE DINOSAURS. It's clearly just thrown in to drag in kids. Yet it's horrible for children considering all the unnecessary violent language. -Misleading title. Why is he even a good dinosaur? All he does is let a critter out of a net & proceed to go on murdering other dinosaurs. -Weird drug reference that is neither comical or relevant.Here's the story for you all so you can avoid it forever:Dinosaur is weak, Father dies, gets swept down river, finds way home. THE END. Not even kidding.","
            1/10
            "
"aniketkambli","3 July 2021","I bet if u watched till the end u ll love it
Just go for it.","
            10/10
            "
"thugwyfe","3 August 2021","What a great movie. I cried multiple times !! A touching story, tons of beautiful scenery and the graphics are really good. Safe for kids. 10 out of 10.","
            3/10
            "
"capone666","14 February 2016","The Good DinosaurIf an asteroid hadn't wiped out the dinosaurs than the Flintstones would have been the first reality TV show.Instead, this family-movie reimagines that non-extinction scenario as a cartoon.After losing his father (Jeffrey Wright), a naïve dinosaur named Arlo (Raymond Ochoa) is separated from his mother (Frances McDormand) during a flood and forced to find his way back home.En route, Arlo befriends a laconic cave-boy he names Spot, and receives guidance from an array of prehistoric predators (Sam Elliott, Anna Paquin, Steve Zahn) who may or may not want to eat the travelling companions.With unconventional character designs, mature themes involving loss and scary scenes of animal- on-animal violence, The Good Dinosaur is a definite departure from Pixar's predictably upbeat output.Unfortunately, none of these new elements help make this black sheep a classic. On the bright side, if dinosaurs had survived we'd all be wearing Velociraptor leather coats. Yellow Lightvidiotreviews.blogspot.ca","
            7/10
            "
"shaypay-56239","21 December 2015","Let's be honest: We've all seen bad movies before. But, did you expect one from Pixar? I definitely didn't. I entered the theatre with my dear friend, eager to see a cute and hilarious movie about a dinosaur and his human companion. I was wrong. The short featuring the little, Indian boy was actually cute. I loved it! It was an adorable way to portray Hinduism. I was happy to see it, however I'm worried some kids didn't understand it. Like Inside Out, it was enjoyable for adults but not for children. Our story begins with a pair of dinosaurs on a farm. The movie seemed okay so far; good graphics and a good start. (Speaking of the graphics, they were probably the best graphics I have ever seen. I hope they stick to the hyper realistic style.) Anyway, three baby dinosaurs were born. One of the babies was the protagonist– named Arlo– and he was the smallest and wimpy of the three. Once again, it was a good movie so far. I thought my friend and I were in for a treat. But, everything changed when the dad forced Arlo to almost murder a baby human. What?! Is this a PG film anymore? The father drowns in a very graphic way and Arlo runs away from his starving family. ""This reminds me too much of the Lion King,"" My friend and I both agreed. This movie recycled plots over 2 movies! Then, some more kid-inappropriate scenes occur: Arlo is manipulated into saving a baby creature, to which another dinosaur eats it psychotically, Arlo's companion is nearly eaten alive, and Arlo and Spot (his companion) eat hallucinogenic-like berries to which they have a euphoric reaction (anyone get reminded of Dumbo?). How were these scenes even accepted into the movie?! Besides the inappropriate scenes, the movie was very bland and there were hardly any comedic scenes at all– and even less, comedic scenes that were actually funny. In fact, the movie was so unfunny that I found the audience funnier and more entertaining! Also, Arlo rejected Spot's desire to return to his family... what?! That's ridiculous! Anyway— though it did make my friend and the audience cry a little— please do not see this movie. It's the worst Pixar movie I have ever seen. You WILL be disappointed and you WILL leave the theatre thinking that you wasted your own money. Save your money for an actual good movie, like the Lion King.","
            6/10
            "
