"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"ironshadowknot","17 February 2008","I only just watched this movie and i thought it was brilliant i would have liked to have seen John Malkovich in it a bit more but all in all it was great. The Special Effects we beautifully done the story was straight to the point and didn't drag on but sometimes very predictable i don't know why people think the acting was hopeless the acting was brilliant especially Robert Carlyle who played Durza The Shade, i thought his portrayal was really good played a very evil man, Ed Speelers i thought was good for a first major picture playing along side Jeremy Irons, John Malkovich, Robert Carlyle, Rachel Weiz, and Djimon Hounsou would be very nerve racking especially trying to act to their standards, i was even quite surprised to see Australian Actor Chris Egan who played Roran even though he wasn't in it for long it was still good to see him in a movie rather than in Home and Away, Jeremy Irons and John Malkovich two of my favourite actors i thought were good to.So all in all i thought it was good don't know why people don't like this movie so much i just think people should rather just enjoy a movie instead or picking at everything just so they can have an argument, i recommend it to anyone and hopefully there will be a sequel.","
            10/10
            "
"thebanquet","10 January 2007","When I first heard about the movie Eragon, I immediately ran to a nearby bookstore and bought the original novel and devoured it before going to the theaters to watch the movie,because I thought that the story would be hard to understand given the gap between the book's length and the movie's running time.(I have experienced this while watching Lord of the Rings:The Fellowship of the Ring) While I was disappointed that the movie cut out some important details and characters, I was astonished with the rest of the film.I don't care what other people think. Some of the harsh reviews that other fellow movie fans wrote cited that Eragon is just another copy from Lord of the Rings. I agree that there are characters similar between the two, yet I think that all modern fantasy novels are influenced by The Lord of the Rings. You can see them in many books, including the world wide known Harry Potter series. So why do people not criticize other fantasy novel movies? Yes, I would have to say that the battle scenes are similar, but nowadays every movie is influenced by one another, so you can't blame the special effects department.(some reviews that reporters in my home country argued with this issue)Yet there is one thing that I have to agree with the anti Eragon movie fans. The special effects and costume,scenery, the acting(Edward Speelers does a much better job than most young actors)are superb, but the storyline and characters have shrunk too much from the original novel. It is all to vast to write, but I was most disappointed with that the Twins(the magicians that envies and jeers Eragon when he joins the Varden)were wiped out, as were Katrina(Eragon's cousin Roran's lover),Jormundur(Ajihad's second in command)and Solembum(the were cat that the fortune teller Angela). Where as the Lord of the Rings trilogy had each at least 150minutes of running time, Eragon has less than two hours, too little for a book over 900pages. But as in every movie that is based on a book,running time can't be blamed with. Although I don't like it, I also understand that it is inevitable to cut lots of scenes if you are going to make a novel into a movie. So I think that Eragon is one of the best, if not the best,book based movie there is.","
            2/10
            "
"punishterli1","16 December 2006","I must say this movie is horrible. To start things out it would really help if the movie was longer. I mean for a movie made after a 500 page book the movie is very short (130 minutes or so minutes) Next thing that makes this movie bad is the musical score. Most of the time its a happy fanfare which doesn't make much sense because the movie is not all happy. And in a scary moment in the movie in which an elf Arya is getting hurt tortured etc. The music is exciting. The next point is about the realism of the movie. Alright first of all, all of the city's in the Empire (the bad guys in the book and movie) have evil architechure like every building is made of black stone. Now tell me why you would make every city out of black stone in an empire. Sure the empire is evil but there are still people that live there that don't want to but a house made of evil looking black stone. It Looks like a Goth emo Castle instead of Urubaen in the book. My point is that just because people are evil doesn't mean. They live in black devilish citys. Anyway I hope I have made you not want to go see this movie. I could have gone on and on about how bad this movie was but I'd like to spend time doing something else today. Until next time I'm The Punishter, ready to punish any movie stupid enough to be this bad. Peace Out Homies!","
            4/10
            "
"Grimreaper62292","16 December 2006","Eragon was a entertaining movie, but for those of us who have read the book, beware, this film mixes and matches parts and even takes out entire scenes that take up to fifty pages in the book! This movie was highly rushed and changed how certain things happened so if you hadn't read the book, you could understand what the heck was going on. Though scenes like Teirm and the Hadarc Desert were taken out, they took the information from there and put it other scenes. Scenes were also highly changed, but surprisingly, only about one thing was added in the movie if it wasn't changed. Many characters were dismissed such as Katrina, Salebum (Werecat), Jeod, and the Twins were removed from the movie, they made an excuse by making this movie an hour and forty minutes. It was very rushed and if they added a half an hour to the movie, it could have been much better. I do have comment positively, and that is were the visual effects and acting comes in. The effects were phenomenal! It WAS real. or at least the effects made it look that way. The acting was also amazing. Jeremy Irons and John Malkovich create a strong cast, not to mention the new actors, Ed Speelers, Chris Egan, and Garett Hedlund. Djimon Hounsou created a great Ajihad. If you haven't read the book, this creates a very entertaining movie, but it is a different story than the book, only with the same plot.","
            7/10
            "
"Dragoneyed363","21 September 2008","I enjoyed Eragon for what it is. I have never read the book, but planned to at one point. I also went in expecting this movie to be a big dumb action flick, and that is what I got. I'm fine with that. It entertains, the acting was fine, and I thought that it had good graphics. There was nothing bad about it, except that it became uninteresting and mediocre at times. I loved the dragon, for she was of course a lovable character anyway, and even though the main characters did not stand out as much as they should have, they did a good job at building their personalities. It was not a terrible movie, but I really do not think it is anywhere near worthy of a 10 either, so if you want a good time, give this film a try, but if you are looking for an Oscar worthy movie, stay away from Eragon.","
            1/10
            "
"kirilancelo","19 December 2006","For those who hasn't read the book, this movie might seems ""okay"". A good animation of the dragon, and the dragon rider fight's scene seems believable.However, the fast forward plot would certainty left you to feel like riding a frog, hop from one spot to the next one. And there's an odd feeling when you found that all races (beside the dragon) are totally alike. There's absolutely nothing specific to distinguish these races. Also, what's with the sets (Gilead city, Galbatorix's palace, and Shade's dungeon) ? They all looks like been built on a poor budget. I mean, does this eragon world really is a poor world. There's no sign of any glamors or great buildings at all. For example : Gil'ead was supposed to be a great shore city with buildings designed for battle, complete with a great wall. In this movie I see nothing but a poor fishermen's village (""village"" , not a city !!!!). Not to mention the grinned face you would be doing, every time eragon doing a face touching's scene with his dragon. Those scenes was not believable, cos the animation seems to not mixed well enough with the live characters.Far worse feeling must be felt by those who read the book. The book has been butchered, neutered, and brutally wrecked. None of the movie's plots has the same storyline with the book. Tragically, none of these movie's plots have a similar strength (with the book's plots) in building the story. Everything was messed up and downgraded. I really try to be positive about the movie. But after an hour and about 45 minutes of being annoyed and muttering lots of magic curse, I really can't be positive anymore.(1 hour and 45 minutes !!!! imagine that !!!! HOW MANY COLOSSAL MOVIES that you know, have such a short time duration ?!!!!!). In short story, I as one of the book reader firmly stated a refusal in referring this movie to the book. This movie is complete disaster for the book's translation. I strongly suggest a remake with new script writer, director, and animation studio.","
            1/10
            "
"celestihel","24 March 2007","5% names from the book. 5% approximate time line. 90% nothing remotely like the book. You'd think that in nearly 800 pages of novel, most of which was dialog, this script could have found...I don't know...ANY OF IT TO USE. Characters appear that have not yet shown up in 2 books in the series. Key plot points aren't even glossed over, they are omitted altogether. In their place are story lines that never existed. Frankly, they never should have. They didn't even give their elves pointy ears. I wouldn't complain, except that this is actually important in the book, both books. In short, this fabrication is a joke.I borrowed this movie from the library, for free. I want my money back.","
            2/10
            "
"ihatchetmanrox","16 December 2006","It was nothing like the book i mean they changed sooooo much it ruined the whole concept of making a movie in the first place. i mean you can see it was cheaply made you can see the reflecting of a car in the background of the beginning they cut out main characers and changed the whole damn plot.......i swear i am going to get the director.....ill get the Amish Mafia after them!!!!! if your a fan of the Eragon series please don't waste your time on this cheap rip-off of lord of the rings....there are scenes taken right out of LOTR(lord of the rings). if you really want to see it wait till it comes out on sale. seriously wait until it comes out on DVD.","
            1/10
            "
"bloodlust67","15 December 2006","So... there's cute little Saphira flying through the clouds, then ZAP!!! She's full grown!!! As soon as that happened I knew the movie was ruined. Here is a list of even more things wrong with this pathetic Hollywood adaptation of a great novel (i.e. every Stephen King novel made into a movie with the exception of The Stand): 1. Saphira instantly grows up while flying around.2. Roran was only in the movie for about 5 minutes. He left home as a draft dodger, not to work at the blacksmith (or whatever) to make money to marry Katrina.3. Murtaugh was only in the movie about 5 minutes. He seemed excited about going to meet the Varden, when actually he dreaded it in the book.4. Arya was portrayed as human (no pointy ears, or almond shaped eyes, or angled eyebrows). Arya was dark haired in the book, but blond in the movie. With all the money they spent making this movie, they couldn't afford a box of Clairol for her to dye her hair??? She also seemed to flirt and fawn on Eragon, where in the books she avoided him and was very strict about NOT getting involved. she did, afterall, destroy the magical drawing he made for her. Also she appeared to take great pleasure in the fact that she is an Elven Princess, when in the book she kept it a secret until the Queen exposed her in front of her friends.5. Where was Hrothgar? or Orlik? or the rest of the dwarfs??? they weren't even MENTIONED in the movie!!! if not for the dwarfs, Eragon and Saphira and even Arya would not have made it out of Trondjheim alive!!! they were entirely too important to the storyline to be so casually omitted from the movie.6. What happened to Eragon and Saphira going to Ellesmera for their training??? how is it Eragon learned 3 or 4 words from Brom then suddenly can start slinging magic like a cafeteria lady slings lumpy mashed potatoes?!!?! And when he fought Durza, he never got the debilitating wound on his back. Also, Eragon got his sword Zar'roc from Brom in the movie, where in the book he took it from Durza after he killed him.There is way too much more to list that is wrong with this movie. Didn't Christopher Paolini read the screenplay BEFORE he signed the contract for this movie deal??? In my opinion, he is a sellout and let the prospect of making more money from his story get in the way of preserving it. I will NOT waste another penny of my money on another movie adaptation or book of his. I will find somebody that has a free used copy of the last book of the Trilogy and read it then.","
            3/10
            "
"CuriosityKilledShawn","17 December 2006","I got all of the Star Wars, Lord of the Rings, Harry Potter and Dungeons and Dragons movies and rudely mashed them together after individually raping them in every orifice then you would get something that resembles Eragon (even the title is a rip-off of Aragorn from LOTR), a film so hopelessly incompetent that even something as basic as lip-syncing is off in almost every scene.Edward Speelers plays the personality-free title character. A young farm boy who is actually the only hope for a bunch of rebels...taken over the land of Alagesia...the chosen one...evil king...sorcerers, elves, orks, dwarfs...blah blah blah. God, I'm boring myself to tears. Speelers has about as much charisma as a lump of dung. And his forced, well-spoken English really got on my nerves.As much as some of the CGI was nice to look at, it just lacks the fantastical element that films such as Dragonslayer delivered so strongly. And the look and feel of the environments was utterly without any sense of atmosphere.And on top of that, there wasn't really anything happening in the film. A brief, unexciting battle scene at the end is the only action you will see in this movie. The rest of the 105 minute running time is just people riding horses. You think I am kidding? John Malkovich (who, by the looks of things, did a single days work) is wasted as the moronically named Galbatroxix or is it Galbathrax or Ozorganax or...something. The evil King! The King who is evil because he...just is. He sits in a dark chamber all day. Christ, how more evil than that can you possibly get. Jeremy Irons is the only good thing in it but he really is slumming it here. As is Rachel Weisz and Robert Carlisle as some sort of trans-sexual zombie wizard. None of them look like they are happy.It's a complete waste of time. Don't be fooled by the colorful posters and TV spots. It's a really terrible film indeed!","
            10/10
            "
"swadwolf1","11 August 2020","Ok this is a good film just sad we didn't get the others it's got everything dragons,wizards John malkovich,Jeremy irons,djimon hounsou,Ed speelers what more could you want from a movie? Ok I get some of you bookworms have read the books and ""oh it's not like the book"" grow up you morons what movie is exactly like the book?","
            6/10
            "
"Smells_Like_Cheese","15 December 2006","My mom and I saw the theatrical trailer for Eragon and we were so excited because we love dragon movies and it looked so cool. Not to mention that we love John Malkovich and Jeremy Irons, so this was a film not to miss. We saw it tonite, opening night, and we were a bit confused by the theater's audience, most were children, we thought it would be kind of a Lord of the Rings movie, guess we were wrong. And three things I need to get out before I tell the story: My gay meter went off when I saw the lead actor, the super duper evil dude needed to brush his teeth, and I now want a baby dragon.Basically Eragon is a boy, well, 17 years old, but he is chosen to be a dragon rider when he finds a dragon egg. When he finds out that he has a fate to lead the dragon into battle and win the war against the evil king played by, big surprise, John Malkovich, and he also has to save a princess who is weak one moment and strong the next. But there is one flaw to having this dragon, if the dragon dies, the dragon dies, but if the rider dies, so does the dragon, so they have to keep each other alive.Well, it has it's hits and misses, I would recommend it for the theater because there were some very cool an impressive effects. But I think maybe I was expecting too much because I wasn't too pleased with how short and dismissive the story was and some of the actors seriously needed to drop the cheesy British accents. But Jeremy and the dragon make this movie worth your while, so judge for yourself.6/10","
            1/10
            "
"the-gossip-king","26 October 2007","This movie is nothing more than a disappointment. Unfortunately it has to be put flatly. The only good actors in the entire movie were Jeremy Irons who was very well cast as Brom and John Malcovich as Galbatorix (if the movie was faithful in the slightest to the book he shouldn't have even had a part.) However, that is no excuse because they are both just two fine actors. The actress of the female heroine Arya was rubbish. She gave the character in the movie a completely different personality to the one in the book. Edward Speelers I couldn't say was terrible because it is his first movie but he had no presence in the film. The visuals were good but that DOES NOT MAKE A MOVIE. The only other good thing was the voice of Saphira the dragon. Otherwise definitely not worth seeing unless it is free! Not worth anyone's money.","
            1/10
            "
"goodgirlali","14 January 2007","This movie stunk really,really bad.The one and only thing I liked was the voice over for Saphira Rachael Weisz.Let me list a few recommendations.1.Read the book your going to base the movie off of.2.Get the author on the set.3.Find out when and how people die, if they die.4.Put the key players back in Katrina,Elva (the baby Eragon is ""supposed"" to bless,Jeod Longshanks (an old ally of Brom's who's on screen for 5 sec. apparently he's mute.5.Get a new script.6.Get a new director.I would give this movie a 0 but I can't.Don't watch the movie read the books their a million times better.","
            3/10
            "
"twofold420","6 September 2007","It was just like watching Star Wars Episode IV: A New Hope all over again, except this time, we have a dragon. The plot is basically the same, stupid farm boy finds out he has special powers in world torn apart by an evil emperor. even the other characters are the same. we have the obi-wan, Leia, Han, Vader, etc. and this was actually based on a book. I hope George Lucas sued the author. what's the next one gonna be called if they make a sequel, ""Eragon Episode 5: John Malkovich Strikes Back""??? Anyway on to the actual movie ""qualities."" This has a lot of great actors to include John Malkovich, Jeremy Irons and Djimon Hounsou. Somehow they all managed to put in career worst performances. The only good acting was from Rachel Weisz, probably because she didn't appear in the movie, just her voice for the dragon. On to music now! The soundtrack was actually good, because if you play it while watching ""Star Wars,"" it will eerily fit like Pink Floyd's 'Dark Side of the Moon' with ""The Wizard of Oz."" Amazing!! Now the effects were good when it concerned the dragons, otherwise they were unimpressive. That is why I gave this movie 3 stars instead of 1. There are a lot of other connections to ""Star Wars"" of course, so even if I write them down, I still won't have to put a spoiler warning, because I wouldn't be giving anything away, unless you never seen ""Star Wars"" of course.","
            1/10
            "
"bornintwilight","23 April 2007","How is it even possible to make such a horribly bad movie from such a good book? Christopher Paolini must be mortified, or at least he should be! I can't answer for what these people envisioned for Eragon but I pray that this wasn't it! The characters are awful and so is the script. It's torture to watch Jeremy Irons struggle to at least improve the situation but even though he is talented and always does his best there's only so much he can do. The whole story is flat and uninteresting and I found that I really couldn't care less what happened to anyone, least of all Eragon. Further more the butchering of the book eliminated several important characters and events that only adds to the misery that is Eragon the movie. It is never easy to change a book into a movie but by God they have to be able to do a better job than this.My only hope is that they stop at one movie and leave the rest of the books alone!","
            2/10
            "
"Nyx_Selene","17 March 2011","Note: Spoilers ahead.""Eragon"" is about the young idiot Eragon, who lives in Hobbiton.Okay, maybe not, but his home looks a bit too much like it for it to be coincidental. In fact, the entire movie looks like the sets came from a LotR yard sale. Some of the opening scenes as well, sadly. I've never heard an evil king open with a line like ""I suffer without my stone"", though, so that's new. He does so because it was stolen from him, by people who've ""been carrying it for as long as we can remember"". I don't get it.Anyway, Eragon is a 17-year-old farm boy who finds this blue stone/egg, and it hatches into a blue, telepathic dragon that grows up in about 2 days. Because of this, the evil king wants him dead, 'cause the king went through a lot a trouble killing off all dragons except his own, so he's not really happy that there's a new one. By this point, Eragon's uncle gets killed by something resembling chirping shrubs, and his cousin has run off to avoid being drafted, so the poor guy is left with the dragon as his only friend and family.However, a local bum turns out to be a former dragon rider, so he takes Eragon under his protection, and they go on a quest to find the freedom fighters ""the Varden"", to mobilize against the evil king. Now that a naive brat has a dragon, victory against the king's army is more or less guaranteed, you see. During the trip the older, wiser rider tries to teach the younger, dumber one some valuable lessons, but since Eragon is an idiot, he gets his teacher killed. How? Well, he dreams about this 13 years older stranger-girl who's being held prisoner at an enemy stronghold. Of course, he needs to go save her. Don't know why, and I don't know why he thinks he's the perfect person to do it. He nearly gets them all killed.They eventually find the Varden, who turns out to be Africans, Scots and who knows what, since they're dressed in gold chain-mail and silk burkas and live in Minas Tirith – sorry, the mountains. These people make absolutely no sense to me. What are they supposed to be? They're hiding among mountains after having fled from the king's army, and unless their leader is immortal, they can't have been there more than 10-15 years. Still, the upper sections of the ""hideout"" are delicately cut directly out of the rocks, but the lower ones consist of mud, and wooden poles tied together with rope. People are dressed in the most colorful and intricately patterned get-ups possible – preferably in expensive materials too. Except for the Scots, who're paranoid enough to wear armor 24-7, it seems. Who the hell are these people? Why do they think their clothes are more important than their defenses? They run into battle in long green-pink-yellow skirts and so much bling they make more noise than the invading army. Is all this explained in the book? I haven't read it.Moving on, they're all attacked by some tattooed guys, and the king's army. Why I can't fathom. There's at least 24 hours between the enemy forces finding the Varden, and the actual attack. Why doesn't the king just fly in with his dragon and torch the lot as soon as he finds out the location? Then there'd be him, his dragon, his army and his sorcerer against a 17-year-old and a newly hatched dragon. I'd prefer those odds, if I were him.But no, he leaves the dragon safely at home, and sends the army instead. An army that apparently consists largely or partly by the forced and unwilling, since the king drafts people from every village. They're lead by the sorcerer, Durza – who is, by the way, the only interesting thing in this entire movie. An army of oppressed, drafted people, set up to fight against freedom fighters I wouldn't trust that to go well, but maybe Durza has some Jedi mind trick to keep them from deserting.Moving on again, Eragon's dragon picks this exact moment to grow up enough to breath fire, and they save the day. They also kill the sorcerer, sadly, making sure that we'll have that much less to keep us awake in a possible sequel. Not that I expect that anybody will be making one anytime soon.The movie mostly just feels stupid. The acting is really bad in most places, to the extent that I've seen better among 14-year-olds in live role-playing games. The all around plagiarizing of Lord of the Rings doesn't help, even if the almost-Balrog in the end looks nice. And I have nothing against Rachel Weisz or her voice, but why does Eragon's dragon sound like his mother? Especially when you just KNOW that the king's huge, black, bad-ass dragon is going to sound like Darth Vader? So yes, maybe it's cool if you're a very young kid. I'm guessing they're the targeted audience anyway.","
            8/10
            "
"FreakierThanThou","22 December 2006","There were some moments of Eragon that I had problems with. The timing, for one. It went much to fast, a few hours giving months worth of travel, growth, or training for the characters. But overall, I found the movie worthwhile, if you can ignore that.The book was different, and, in a way, I might have had an advantage over some others, not remembering it very clearly. But honestly, have you ever seen a movie based off of a book that was completely true? You have to be able to ignore the changes. There will be people who will hate it if it's not identical to the book. If you're one of those people, I would advise you not to waste your time seeing it, because it's not.Yes, as others have pointed out, it has similarities to other books and movies, but so what? Lots of movies and books follow formulas of previous successes.Eragon is a movie you shouldn't try and compare to predecessors. If you can do that, it will be very good. Great choreography, good acting, most of it well-written... if plot holes and outside influences can be forgotten, it's a very entertaining movie.","
            1/10
            "
"runnerever","16 December 2006","I loved the book, but I made sure that when I went into the theater that I stayed objective, knowing that movies after books are rarely (not a one can I think of) true to form. SO..... with great anticipation I looked forward to the interpretation of the director/writers. IT WAS CRAP! My first thought was of my son's homework he did the other night when I told him he had to do it all before going to his wrestling match. Everything was chicken scratch (bcuz he had to write so fast), all of his answers were less than 5 words long and had no complete sentences, and there were many problems in which he he left answers blank, answered a question other than the one asked, or just put a bogus answer that did the reader no service upon reading it. That is how I feel about this movie. Still, I am trying to stay objective and not rate it based upon the storyline in the book. I ASSURE YOU, I AM NOT. But this movie sucks. All of the lines were cheesy, choppy and childish. The plot was never explained, there was no sense of climax, the music didn't match the theme/tone, most scenes were either too long or too short, and WORST OF ALL: All of the Eragon lovers (since I saw it on opening night) were yelling ""booo"" at trash talking it on the way out of the theater. It was a VERY SAD OCCASION for someone who entered the theater desperate for a satisfying experience. Don't waste your money. It will be selling soon online for a buck and then if you want, you may get it for your kids who if they have the maturity level of less than 11, they will probably like it. I'm sorry to have to report this tragedy to you. I feel like I'm betraying your trust, but I cannot, in good conscience, say anything good about this movie, hoping that you will respect me for having the courage to tell the truth.","
            2/10
            "
"Kryzak","18 December 2006","""I suffer without my stone. Do not prolong my suffering."" - John Malkovich as King Galvatron-Matrix... eh, I meant Galbatorix.Wow... how did they make a movie THIS bad??? Before I go into the bad things, let's talk about what's good:Jeremy Irons did his best to work with absolutely NOTHING... I applaud his effort.The CG and scenery were good, but nothing to write home about compared to Lord of the RingsUm... that's it...The bad:The acting was very wooden and unnatural... not horrible, but not good either.The story was a merging of Star Wars with Lord of the Rings, with a bit of Dungeons and Dragons thrown in. I don't know what the book is like, but the author/writer clearly was influenced by the two stories and merged them together... An example you ask?Eragon = Luke Princess Arya = Princes Leia King Galbatorix/Durza = Emperor/Darth Vader Magic = Force Varden Stronghold = Helm's DeepThere was even a sunset scene with Eragon sitting on cliff looking out into the horizon! I was only surprised that there weren't two suns in the sky!The dialogue... OH MY, the dialogue was horrible! As you can see in the FIRST line of the movie, it did not get to a good start. Every line delivered was painful to hear, and sometimes you just cannot believe that the characters are uttering such gibberish. I took a quick look at the book at Borders after the movie, and it was definitely better written than the dialogue in the movie. All in all, it was a movie where I laughed out loud with my friends multiple times (and not for good reason) and kept on throwing out LOTR and Star Wars references throughout the movie. I went in with very low expectations, but I didn't expect an ""epic"" (only 90 minutes long) movie like this would be THAT bad... The only thing I can say about it is, it's better than Dungeons and Dragons... and that's not saying much!Watch this movie at your own risk and peril!","
            1/10
            "
"LarGallo","20 December 2006","My whole family absolutely loved the book.....all of us. We HATED this movie. Instead of saying ""based on the book by Chris Paolini"", it should have said ""Sort-of based on some ideas of what a screen-writer who didn't read the book might have dreamed up"". The characters are thin, the action is forced and the sets are a major disappointment (especially Tronjheim). I expected some shortening of things and reasonable omissions, especially with a run time of only 1 hour and 39 minutes. I did NOT expect a complete rewrite of the story. Essential characters are left out, plot lines are omitted completely changed, and event sequences are rearranged in a completely random manner. Please do NOT waste your money on this film even if you haven't read the book. The movie will NOT make you want to read it and that is a shame as the book is a great read no matter where he got some of the ideas from. I wouldn't even waste 2 dollars on this as a rental....as a matter of fact, I won't ever watch it on TV either!! BAD MOVIE!!","
            8/10
            "
"Dan-121","15 December 2006","First of all, let me say that I have neither read the book nor have I even heard of it until this movie.The plot of this film is pretty derivative. Pacing seems to be a problem. Events seem to conveniently occur to progress the story such as the little dragon turning instantly into a full grown one after taking flight. Maybe that happens in the book but in the film, that feels contrived. There is also very little character development apart from Eragon. All these left me somewhat uninvolved and indifferent to the story. The short running time also works against the movie particularly since this movie is supposed to be the first part of a fantasy series.From a technical viewpoint, the film is outstanding. The computer-generated images are excellent particularly those of the dragon, Saphira. The cinematography is breathtaking and beautiful.The cast is pretty decent. The supporting actors do what they can with the underdeveloped screenplay. Some scenes felt somewhat hammy to me particularly those involving John Malkovich. Suffice to say, many of the notable actors in this movie are underused, particularly John Malkovich. His King Galbatorix character is so one-dimensional, I was thinking people are going to say the acting is terrible. However, it is really the fault of the screenplay. Thankfully, newcomer Edward Speleers is able to carry the film well.The action scenes are well staged. In particular, I found the final battle between Eragon and Durza thrilling. There are also some funny and emotionally resonant scenes particularly those between Eragon and Saphira but these are few and far between.Overall, Eragon is a technically accomplished film but is let-down by an underdeveloped screenplay. I give it an 8/10 because I love fantasy action adventure movies.","
            1/10
            "
"dale_jr_fan","18 December 2006","What happened to this movie? I loved the book, but this movie stinks. It is not true to the book, leaves too much out, and the rest is unimaginative. The bad guys--Urgals and Razac--are about as believable as kids playing Cowboys and Indians. I had my doubts about Ed Speleers being cast as Eragon from the beginning. He just did not click with me, turns out I was right. The trip Eragon, Sapphira, Brom and Arya made to the Varden and the Dwarf city seemed to take about two or three days, as opposed to weeks in the book. Sapphira's near instantaneous maturation is a crock of s*it, Uncle Garrow's house was destroyed by the Razac in the book, not by Brom. Angela was much older in the book. Zaroc, if I remember correctly, had a red jewel in the hilt,(not blue) to match the color of the rider's dragon which Zaroc belonged to (Morzan). No werecat in the movie. In the movie, Murtagh shows up out of nowhere during Arya's rescue--this is not in the book. Where were the twins?? The twins are key characters to the turn of events in the Eldest. My gosh, I could go on half the night about what is wrong with this movie, but I make my point. Jeremy Irons and John Malkovich seemed to have tried their best to sustain this movie, but with the screen play being the utterly horrid and unimaginative adaptation of the book that it is, they just couldn't get the job done. THE ONLY things about this movie that I even remotely enjoyed were Rachel Weisz's voice over of Sapphira, the CGI for Sapphira, and the scenery. The scenery was stunning. I am really, really, really disappointed with this movie for two reasons. I enjoyed the book so much I looked forward to adding the movie to my DVD collection, but it ain't gonna happen. This movie will likely be such a dud that there will be no Eldest sequel. That there will likely be no sequel is hard to think about, because Eldest in many ways is better than Eragon because of clearer character development and plot twists that will surprise you right up 'till the end of the book. I guess the best that fans of Eragon can hope for is that that it will be remade into its blockbuster potential. I guess all the haters of the book out there finally have something to gloat about, unfortunately.","
            10/10
            "
"CristianFishbeck","30 June 2019","This movie was magnificent! That's all I have to say about it!","
            1/10
            "
"iMacWaveMaster","15 December 2006","My initial reaction throughout most of the movie was, ""What the hell!"" Eragon, the book, is a wonderful story of a farm boy who comes across a blue stone (which resembles a huge marbled egg, not a pill). And in immersed in an adventure of epic proportions as that blue stone turns out to have hatched a dragon. He becomes the world's last hope as he becomes the new dragon rider. A dragon rider has the ability to have conversations with his dragon (through their minds) and use magic. Magic is basically as strong as the will you have in your body. Many cities are visited and many creatures are seen like the Urgals (spiraled horned creatures) Razaacs (cloaked beaked creatures) dwarfs and elves. Now Eragon, the movie, is a horrible piece of garbage. Eragon, played by Edward Speleers, looks like he has never did any farm work a day in his life. Arya, the elf played by Sienna Guillory, was supposed to be unconscious throughout most of the first book. But yet she has a big part in the movie. Murtagh, Garrett Hedlund, actually trains in combat with Eragon in the story. In the movie they barely converse with one another. Roran, Christopher Egan, goes off to work in order to be able to support a live with the woman he loves, Katrina. In the movie, she's not even introduced, or mentioned, and Roran gives the excuse that he's leaving to serve in the army. During the scene when Eragon flies in the air for the first time, it is supposed to be snowing and he gets badly cut on his thighs by Saphira's scales. Sadly the whole movie took over in a span of three days, when the book takes a course of about a year. The Urgals, which are supposed to be horned demon like creatures are, in the movie, men with face paint. The Razaacs, which are cloaked beak like creatures, were a cross between Predator and the Mummy. King Hrothgar is the king of the dwarfs, in the movie his name is not even mentioned and he looks just like another person. The Urgals, Dwarfs, and Elves look just like regular people. And my girlfriend caught this goof, Arya is an elf, but she is wearing leather boots. Elves, as we learn in the second book, respect all living life and do not eat meat. Why in the world is she wearing leather? So much was spliced together and it was worse than I thought it would be, because I am a huge fan of the book. I read it just a year ago and read the sequel last summer. There were so many unnecessary changes some of them quite major and also changes that affected the sequel to Eragon making it useless. I hope to everything that is good and pure that this movie gets pulled from theaters and they banned Stefen Fangmeier from directing a possible sequel. I'm just glad that I read this wonderful book first, cause if I had to just base my Eragon experience on that garbage, then I would not have bothered trying to read the book.","
            1/10
            "
