"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"TheMovieMark","9 December 2005","As quoted in the press notes...""And then she saw that there was a light ahead of her; not a few inches away from where the back of the wardrobe ought to have been, but a long way off...she found that she was standing in the middle of a wood at night-time with snow under her feet and snowflakes falling through the air..."" With that, C.S. Lewis sends young Lucy Pevensie into the magical world of Narnia. Likewise, once the big screen version of the wardrobe materializes, moviegoers follow Lucy into this alternate universe.That's the true beauty of Narnia - it isn't portrayed as just a figment of the children's imagination; it's a completely believable, imaginary world. C.S. Lewis never told the reader how he was supposed to perceive it; Lewis was content to leave a lot to the imagination. Even the final battle for Narnia is described in fewer than two pages.And that's the true beauty of the film - it takes the source material and fills in the blanks that had previously been left to the reader's mind. Visualizing in your head the fight between Aslan's army and the witch's minions is a joy for the creative, but watching a massive battle involving centaurs, minotaurs, dwarfs, giants, and a wide variety of other mythical creatures is truly a sight to behold.C.S. Lewis theorized that if a book is worth reading when you're five, then it needs to be equally worth reading when you're 50. The same holds for the movie - I gladly recommend this regardless of whether you're five or 50 or anywhere over, under, and in between.What makes The Lion, the Witch and the Wardrobe so accessible is its focus on topics that we can all relate to in some form - betrayal, forgiveness, selfless sacrifice, family, and loyalty. For Christians, the allegory behind the story certainly gives the film more meaning as Aslan, the Christ figure, battles the Devil's representative - the witch. But those who aren't as spiritually inclined will find this to be a great epic story of a battle between good and evil. The spiritual parallels are easy to recognize, but they're never heavy-handed.Fans of the book will notice that the movie has implemented some minor changes, and you may be puzzled by some curious exclusions (why was there no Giant Rumblebuffin?), but overall this is a faithful adaptation that should live up to and probably exceed your expectations. What is there not to like? The actors are great (particularly Tilda Swinton as the witch and the adorable Georgie Henley as Lucy), the CGI is remarkably impressive (Aslan looks very real!), the battle is genuinely exciting, the world of Narnia feels real, the creatures are given life without ever becoming cartoonish, and the moviegoer is treated to a two-hour vacation from whatever stress or hardships he or she may be enduring.There aren't a whole lot of movies these days that completely suck me into their world and force me to concentrate on the characters and the story rather than on the actors that I'm watching. Tom Cruise will always be Tom Cruise, and Angelina Jolie will always be Angelina Jolie. But for two hours Tilda Swinton is the evil witch, Georgie Henley is a little girl whose reactions feel real and sincere, and Aslan feels like more than just an impressive piece of CGI.This is exactly the kind of movie I want to see more of. Go see it. If you think you're too grown up to enjoy this and can't let your imagination get the best of you then perhaps it's time for you to, in the words of Todd Snider, grow back down.","
            8/10
            "
"farraak","6 January 2006","I've read the book and I had a clear remembrance of the BBC version of this story before going into the theater to see this film. I was ready to be disappointed. I kept hearing on the news and reading about how this is such a strong Christian allegory. I am rather angry that this movie was marketed only as that. First and foremost, it is a wonderful story of childhood adventures and growing up in a wonderful fantastical series of events. I am a Christian and I've known CS Lewis was a great Christian writer, and yes, the events in this movie may mirror that of Christian beliefs, but, it should not be called a Christian movie. I believe that this film has been done an injustice by telling people it is a Christian movie. It limits its audience and its capacity to inspire outside of the (sometimes rather closed minded) realm of Christianity. It is a work of art written for children. My eight year old kid brother does not grasp the Christian allegory and I don't think that he needs to right now. He loved the movie and the book. He likes Lucy because she is adventurous, he relates well with Edmund and he sees Peter as a role model. I've found him standing on his bed holding a play sword and pretending to fight in the great battle just like Peter. He sees courage in these children and relates to them. That is what this movie is about! Inspiration to overcome fear and see what you are really capable of! The Christian allegory is one event in this movie, and yes, it is moving as it reminds us all about Jesus, and I don't want to belittle that, but the people this movie will most effect are the kids. If you go to see this movie, take in the full scope of the story and don't focus alone on the Christian side. Every aspect of this film is filled with uplifting messages and they should not be missed while you are focused on the allegory. The acting is amazing, the set design is beautiful. The story stands alone as a marvelous example of hope and courage. See it for the enjoyment of a great story! Not for your religion.","
            1/10
            "
"shojun","8 December 2005","I have just returned from the midnight session of ""The Chronicles of Narnia: The Lion, The Witch and the Wardrobe"". I read the books in 1991, so I could remember there being some wardrobe, and a lion or something, so wasn't sure how I'd find it. But turns out the memory is a great thing, and seeing, say, the lamppost, would instantly bring back the memories of the story. There will surely be many comparisons made between it and Lord of the Rings, and it's a shame that it comes out in the same week as King Kong, because it is a visually spectacular film with a compelling story that they've kept true to from the books, but is being overshadowed by the massive publicity surrounding the great ape. The animals created in the movie are incredible, especially the wolves, and while it is certainly more of a family-oriented movie than the LOTR movies, there were so many scenes where I wish I could have freeze-framed and just looked at all that was there - every scene was so detailed. Don't miss this one, plus you get to play spot-the-New-Zealand-landscape again :)","
            10/10
            "
"gas-7","12 January 2006","I have never read the book at all, so was completely unaware of the plot line etc. However, I was captivated by the story and the production itself. I thought all the cast acted superbly from youngest to the old professor. I liked the adventure, the humour and the scale of it. Great film, no wonder it is doing great business. I thought the young actors really seemed like a family, with typical sibling rivalries and interaction. THis was a great help in believing that Edmund would go off with the White Witch, having been annoyed by his brother especially. I loved the beavers humour, that gentle ribbing of one spouse to another. I thought the production design was great, with that medieval look to the tents, the armour etc. The terror of Aslan's sacrifice and death was a surprise and I though it was well handled. I am looking forward to the making of Prince Caspian - and I might get around to reading the books - or will that spoil my enjoyment of the next film - a good question!","
            9/10
            "
"juliebrady123","20 December 2005","I was looking forward to seeing this movie for months, and I have to say, it really delivered, it was amazing! I am a big fan of Harry Potter, the books and the movies, and I love Lord of the Rings, the books and the movies, and The Chronicles of Narnia is one of the best films of the year.Many books that are taken to screen lose a bit in the translation, but this movie sticks to the book so well, with some great actors, the wonderful characters and a great storyline, and the battles are fantastic! This is a great movie for everyone, for kids, families, those who love fantasy, and I give it a 10 out of 10!","
            10/10
            "
"celo_cattus","8 December 2005","Let me start off by saying I'm a fantasy geek; I love the Harry Potter films and the Lord of the Rings films and was very excited when I heard Narnia was being made. Because of this excitement I was a bit sceptical about going in and being disappointed when I came out. I wasn't; I was surprised it exceeded my wild excitement. The CGI is fantastic; much, much better then how it looks in the trailer. I forgot all about Aslan being CGI and he really became the Aslan you see in the book; and as if it couldn't get better Liam Neeson does a kick-ass job as his voice too. The four children were fantastic, much better then the usual fare of confused kiddies that are awed at but not applauded at. Skander was the best as Edmund I thought but Lucy was excellent too. They all did a brilliant job though and so did all the other actors (Tilda Swinton deserves an honourable mention for embodying the White Witch in all her evil glory). The story flows really well and even if your a die-hard books fan you won't be disappointed. The only niggle was the part about the children being a lot more important then Aslan but it doesn't throw it in your face and Aslan is still a figure of much respect and awe.The religious undertones are there and are as present as they are in the book; many Christians will find the Stone Table scene very heartbreaking as I did and its easily the best scene in the movie.The music is sensational. I loved the Lord of the Rings soundtrack but this is much much better and different. Its all down to taste in the end but I found it more to my liking. The music at the start with the train is especially beautiful.What else can I say? The beavers were a definite highlight for me being both funny and serious; the fox also was an excellent addition although he wasn't very present in the book but he fits in very well with the story and makes sense. The wolves had the best CGI, next to Aslan, and though Maugrim was menacing you will probably find yourself awing at them despite them being villains. If I had to put in any bad points it would be that some parts are a little odd; for instance the scene after Aslan pounces on the White Witch made me think Peter was having an acid trip of some kind and the White Witch's dwarf also said the strangest things which will probably have you wondering if you heard him right. These don't distract from the viewing though and the Dwarf's weirdness is actually quite funny at times. First Class film and definitely one I will be re-watching for years to come.","
            7/10
            "
"sumpleby","13 December 2005","First of all, I want to say...let this film stand on its own merits! It is not Lord of the Rings reborn, nor is it the same sort of fantasy as Harry Potter. And while teens and adults will enjoy the film it is definitely aimed primarily at a younger crowd or ""family"" audiences. Some reviewers have called this film ""boring"" and I can only think that they are either trying to appear sophisticated or they are judging on the wrong level. I went the day after it opened; the theatre was completely sold out and, being a matinée, I would say that at least 50% (& probably more) were children ranging in age from preschoolers to age 12--but they were so mesmerized by the film that you wouldn't have known they were there. No fidgeting. No crying. No getting up & down. No talking. And when the film was over, the audience broke into applause which doesn't happen often.I went to see this film with a bit of trepidation: I had enjoyed the BBC miniseries years ago and doubted a 140 minute film could equal it. I am happy to say that I was wrong. Although the CGI is a bit shaky in certain parts (notably the centaurs) and the ears for Mr. Tumnus & the centaurs being done on the cheap, overall Disney and director Andrew Adamson have brought the fantasy world of Narnia to life so well you have no problem suspending disbelief for it.The casting of the child actors is, for the most part, ideal. Unusually for these times we are presented with non-bratty, non-smart-mouthed characters--a refreshing change. The young actors do a great job of portraying the more innocent, less sophisticated kids of the 1940's. Georgie Henley, in particular, is perfect for her role of Lucy Pevensie, evoking the wide-eyed wonder of a young child discovering a magical land. The scene in which she first discovers the wardrobe and then goes through it is well-handled by the director. William Mosely as Peter gives the weakest portrayal & the scenes in which he wields a sword are simply not believable.Tilda Swinton as the White Witch makes for an excellent villain. Her glacial stares send a clear message that she cares for nothing but herself and her own goals; her costumes distort her shape, especially around the shoulders & neck, giving her an inhuman look.Aslan, the CGI'd lion, is totally believable and Liam Neeson's voice can raise chills on your spine.Finally--yes, this story is a Christian allegory. If you are a devout Christian this film will speak to you. Aslan's death and rebirth in particular. However, the film works as a plain fantasy as well and if one is not a Christian (as I am not) the spiritual aspects don't get in the way.","
            1/10
            "
"ProfessorMovieMovie","9 October 2006","Awful dreck. I read the books as a kid and I really wanted to like this movie. But, I am sorry to say that I have been disappointed by the film makers.Whoever told these folks they had a good script for this movie? That person should lose their job immediately. It is CS Lewis, for God's sake, how on earth could they mess this up? The story of Narnia is rich, fulfilling and extremely gripping and entertaining. Mr. Lewis wrote a marvelous tale of fantasy and adventure that surely any trained professional screen writer could adapt into a marvelous movie.Not so the case here. This movie was full of boring clichés, idiotic dialogue, boring scenes of nothing, then too fast scenes where actions take place so fast you can not be sure exactly what is happening and why.These people should have studied The Lord of the Ring films. I mean for the cost of a weekend rental they could have had an epic movie making seminar and maybe they would not have ended up with this mess of a film that is right now playing in the background on my lap top.Writing this review is more entertaining than this watching movie. What is up with the acting in this movie? Seriously, not a good performance among the cast is to be had. Everyone seems as bored as I am right now. I just could care less about any of the main characters. Honestly.I will say the one thing I was impressed with was the lion. Good special effect. But that is it. The actor doing the voice of Aslan sounds like he is reading a long menu and can't decide what he wants to order.Well, watch it if you must. But you should read the books. As I said, they are fun, exciting, well imagined and written.I hope someone who knows how to make a great epic adventure film comes along and has a go at Narnia. And dear lord I hope these film makers have no plans to continue the series. They should all be fired.","
            4/10
            "
"g-bodyl","22 December 2007","I saw this movie about a week after Christmas 2005 in a theater. I must say that I am very glad I did. This is one of the best movies ever! This movie is adapted from the C.S Lewis book. The story tells a wonderful, but dark story of four kids who are sent away to live with a professor while London is being bombed by the Germans. There, the youngest child, Lucy finds a wardrobe and she discovers a magical land-Narnia. No one believes her until the family were forced to hide in the cupboard. Once they are in Narnia, they must defeat the evil White Witch with the help of Aslan the lion and all of the good creatures. This film is about close as the book as it could be. Adamson did a very good job directing. The kids were great and had very good chemistry. I liked the bond of the family. The CGI Animation was good as well. The talking beavers and Aslan looked very real and believable. The score for this film was good as it should be. It's very moody and unpredictable, which is a good thing. I recommend to not only Christians, but for everybody. I rate this film a 10/10.","
            10/10
            "
"bowlofcherrys","27 December 2005","To say this movie was anything but brilliant would be an understatement. My own reality seemed to vanish around me and all I could see and smell was this fantasy created by the Lion, the Witch and the Wardrobe. Each actor was outstanding, connecting with children and adults alike, from the innocent Lucy to the cold-hearted White Witch and brave Aslan. The computer generated images are nothing short of amazing and the truly intense scenes had me holding my breath in anticipation for what was to come next. I wanted to be in Narnia. I wanted to have a magic wardrobe. But most importantly, I sure wanted to see this movie again when it had finished.","
            4/10
            "
"elessar-12","17 December 2005","The scope and presentation of this movie alone make it spectacular. I (unfortunatly) haven't read the books in a couple of years, and even still, I knew what was going to happen - by far the best adaptation of a book i've seen in a long time. It was The Chronicles of Narnia, nothing more, nothing less. (This, unlike some fantasy adaptations of the recent past, was true to the books, didn't rely on special effects, interjections of humour, and actually had a 'comic' dwarf that was in character... impressive) Also a bonus is the fact that the director/screenwriter appear to be dedicated fans of the books themselves - the Witch's name (jadice), while appearing on the police notice, was never mentioned by Lewis until (I believe) The Magician's Nephew. As stated, the books are basically stand-alone stories with several reoccurring (albeit important) characters... hopefully the general public (those who aren't totally devoted to the books) won't lose interest.","
            10/10
            "
"m_mckechneay","4 December 2005","Although the movie's mood is much brighter than C.S. Lewis' book ""The Lion, the Witch & the Wardrobe"" - it's still not your average Disney-family adventure. For one thing the child actors actually look like people, not like surgically enhanced dolls (the actor of Peter actually really much resembles Englands Prince William...) - and they play pleasantly subtle. The decor of the world Narnia is not too fanciful and the lighting looks mostly natural. The CGI's are amazing: all the talking, running, flying animals - and especially the great lion Aslan - actually seem to have some weight at last. If it wasn't for the grand epic score that all too much resembles the ""Lord of the Rings""- Trilogy, this would be a likable enough. But the score is over-persuasive all through the film. It doesn't allow you a second to take a breath, think for yourself and makes you feel strained out after the first half hour or so. A contradiction in itself: how the images work so hard on creating a whole different universe. And the soundtrack/score at the same time works so hard on making it sound like any other blockbuster of the season ...","
            10/10
            "
"solson@lvrj.com","16 April 2006","I saw this on the recent DVD release and found it very weak. I've seen others here rave about the performance of the youngest girl. It seemed to me no matter the situation, all she did was present this forced smile which left her face empty of any emotion. The other end of her two color spectrum was the the crying, which seemed more like they just sprayed her face down with water and told her to make a pinched face, again devoid of any emotion. Actually, the performances of all the children were all weak and annoying. They did a horrible job in casting these children. I haven't seen child acting this empty since Star Wars Episode One.The pacing of the movie was horrible. There was too much time spent on small pointless scenes. It then moved on to seemingly large leaps in story line. I guess there was an assumption that all viewing this movie had read the book. But, I feel this created that atmosphere others have complained about. This movie is both too slow and too fast.I was never able to identify with any character in this movie due to the weakness of any development in both character and story. So, I just didn't care.The only thing interesting in this movie was Tilda Switon's hair.","
            7/10
            "
"gallowglas","3 January 2006","What to say? I truly expected more. Trying to please both adult and children audiences, I am afraid that Disney fell flat in between.Well, actually I cannot speak for the six-years-olds: They might love it and I wouldn't know, but then again the whole movie is so slowly paced that your average hyperactive kid is bound to loose track between two cuts. That's Narnia's biggest problem: It's plain boring. You just never get involved.I appreciate the effort Disney made to give more depth to the story: Peter's got more doubts about doing the right thing, Edmund is more of a rebel but simply a spoiled kid. Problem is though: kids (for whom Lewis wrote his book) won't know the difference while adults, who (like me) might appreciate a little more character development, may find many issues unresolved. There are movies that appeal to both young and old, but Narnia certainly does not join the fray.One more thing: ""Nice CGI"" refers to the animals, whose animation is sometimes short of outstanding. On the other hand there are just too many obvious computer graphics. Every other minute you get the impression of watching a video game. This might be due to somebody thinking that an impressive lion's fur carries a movie farther than a realistic scenery. Well, you can't spend one buck twice...All in all, I don't know for whom this film was made (certainly not for me) and I can find no excuse to recommend it.","
            10/10
            "
"sharron177","5 December 2005","When I was 17 years old I was given a trio sets of books written be C.S. Lewis. They were paperback. I just did not thought they made good reading, so it took me a couple of months before I read the first one which was called 'The Horse and his Boy' After the first couple of pages I just could not put it down! I could not wait to finish it, because I wanted to read the others. The next one I read was 'The Lion, The Witch and the Wardrobe' Reading this one is like I was there! I totally enjoyed reading those books. I then read 'The Silver Chair' My favorite is still 'The Lion the Witch and the Wardrobe' It has been a really long time since I read those books but I can remember that about five years ago I saw The Lion the Witch and the Wardrobe on the Disney channel but it was animated. I am so looking toward seeing it again because I know that it has such a great story line. C.S. Lewis really did his best on these ones.","
            10/10
            "
"pbp720-1","12 December 2005","I wanted to be generous and give this 5 out of 10 but this film really doesn't deserve even that extra star to rate it as mediocre.Let's start from the top: The film opens inside the bomber planes of Germans, dropping bombs on London during WWII. It next cuts to a scene of a mother frantically herding her four youngsters (the 4 who protagonists of the film) to their bomb shelter. In this scene, Edmund disobeys and runs back inside so he can grab a picture of his dad, who is fighting the war. There is a close call with a bomb, followed by Peter admonishing Edmund with the line ""why can't you do as you're told?"" (or something like that). This scene is followed by a long and boring goodbye scene at the railway station.On the one hand, I like the fact that these scenes place the story in their proper timeframe; essentially, they act as a historical backdrop to the tale. On the other hand, however, they're not precisely necessary. They're nothing that a couple of text stills or voice-over narration couldn't have accomplished. One might argue that they give the film emotional weight (or some such crock), but they really don't, especially since they don't really have any bearing later. In my cynical opinion, they're an excuse to give Peter something to say (the aforementioned line to Edmund) that he will say later (though not in any meaningful way); a popular Hollywood convention, apparently. Also, I might add this is a kid's book. Why the need to open the movie with such grim scenes as the WWII bombing of London? Again, unnecessary.However, this stands apart from the main story, so no real harm done...that is until they get to that main story. Changes are made, seemingly at random. Presumably they are done to enhance the drama of the story but all they really do is impede narrative flow and create scenes that are simply wrong. For example, there is a scene involving the four children in the Beavers' dam, getting the scoop on Narnia from the Beavers. Before this scene there is a scene with Edmund and the Witch, with the latter showing the former where her castle lies, between two hills, quite a ways away off in the distance. In the Beavers' dam scene, Edmund is shown to look at the hills, still quite a ways a way. Later in the scene, Edmund sneaks off to report to the Witch. His absence is quickly discovered by his siblings, who follow with the Beavers. It is quickly seen, though, that that prodigious distance to the Witch's house wasn't very great at all, as Edmund is soon shown to be at the castle, with his siblings and the Beavers close behind! Did I somehow miss the teleportation scene? I won't even comment on how this deviates from the book; the scene, by itself, is just ridiculous. In another scene, a fox (a character invented for the movie, as is the scene he is in) helps the children escape by throwing the pursuing wolves off their trail. On moment, the fox is telling the children and beavers that he will throw the pursuing wolves off, the next the wolves have arrived and demand the fox tell them where their quarry is. He tells them they went north, but it turns out that they are in the very tall tree towering over them. Again, I must have blinked and missed the crucial scene where the fox sprinkled fairy dust on the pursued.Then there's the problem of acting. The four children aren't terrible but they're not very good either. And two of them (the elder two) are made out to be whiners. I guess you can't blame them too much, especially as they're made to say and do things not in the book (they might have fared better if they stuck closer to the original text).But how do others, more experienced actors fare? Not all that well either. Tilda Swinton does not make a very good White Witch. In fact, she doesn't seem to know what to do with this role, underplaying it to the point of distraction. Also, the physical match between book and film is poor. Similarly, James McEvoy, paints a very limp portrait of Tumnus. No real conviction or anything of interest there either.The other main gripe I have with the movie is its mimicry of the Lord of the Rings movies. Lots of armor and weapons and posturing and clashing of armies. Unfortunately, it's all pretty dull and hackneyed (and, please...beavers in armor?)Overall, there's not much of a sense of fun about the film. Everything seems either overblown or underdeveloped. Too much effort has gone into making things look real and not enough into making things wondrous. For instance, a key piece of dialog by the Witch (one in which she calls out for the creatures in her army), is absent. It's moments like those that made the book so much fun that are noticeably missing from the movie.I don't mean to nitpick this film to death and come off like someone who thinks the movie should have followed the book to the letter. That is not precisely so, although I don't think there's any excuse for not doing so in this case. Sure, there are parts of the book that could have used embellishment or even improvement but there was no real need to drastically change or add anything. Wasn't the reason the Lord of the Rings (or book to film) couldn't be adapted faithfully that the books were too long? Well, there's no such excuse here.","
            6/10
            "
"vangellv","9 December 2005","Wonderful movie, Disney's best. Excellent graphics, heart warming, some actions scenes even made some people scared,the witch was truly wicked, good acting... And although at times Aslan looked a bit graphic he was so majestic and so grand that you forget. There was even bits and parts of the movie were i shed some tears and heard others around me, sniffing. I LOVE THIS MOVIE! And most importantly, true to the Chronicles of Narnia. If your thinking about seeing this movie, or don't know much about the books, see it, it will make you want to read them, you don't have to have prior knowledge to understand the movie. EXCELLENT!! Good family, date and friend go-see movie.","
            10/10
            "
"piano_girl","7 January 2006","Very rarely does a movie leave me speechless when the credits begin rolling, but this one did. Where to start? Beautiful scenery, some truly extraordinary sets and scenes. The world of Narnia was superbly portrayed, with fantastic visual effects and animated characters.But of course it was the performances of the main characters that truly held up this film and made it what it was. The four lead children are all charming and highly convincing in their roles. It is clear to see they are all talented actors. They are all exceptionally natural and give truly heart-warming portrayals of their characters, displaying a wide range of emotions.Tilda Swinton is suitably terrifying in her role of the White Witch, and Liam Neeson's voice was just right for the role of Aslan. All the other characters, such as the beavers and the wolves, were all done fantastically, but I can't mention them all!From the moment the film started, with the dramatic music accompanying the air raid in London, I was gripped till the very end. Tears were brought to my eyes more than once, and I felt like bursting into applause in the middle of the film several times, such as during the battle scene - though I refrained for fear of appearing like a complete idiot.It is very difficult to describe one particular thing that made this film so appealing; it truly has to be seen to be appreciated. One of the best films I ever seen!","
            8/10
            "
"Leofwine_draca","14 May 2016","My main problem with this film is that I saw the BBC miniseries when I was a kid – and it made a BIG impression on me. These days, I look back on the schlocky effects and the overdone acting with a kind of nostalgia. I half want to see it again, to see how it holds up, and half want to leave it in the past, where it's probably better.This film tells the same story, for the modern generation. It's made in the mould of LORD OF THE RINGS and HARRY POTTER, and targets the same demographic. Intricacies of plot and character are done away with in favour of a chase plot that lasts the entire movie. Actually, that's not entirely true. The first half hour (the best) is a great set up – wonderful acting from the kids, good costumes, cool effects. The last half hour is a massive CGI animated battle sequence a la RETURN OF THE KING, and I loved it a lot – fast-paced action through and through, with minotaurs, griffins, monsters and dwarfs all fighting it out to the death. The middle hour isn't so good – we're stuck with cheesy talking beavers and some poorly animated wolf villains in a chase-capture-chase-capture sequence that seems almost interminable. We don't know much more about the kids by the end than we do by the beginning, except that Edmund is spoilt, Peter is kingly, Lucy cute and Susan is plain annoying! On the plus side, overall the effects are great, and there are some good voice actors in the cast – Liam Neeson makes a fine Aslan. Others, too are surprisingly great – old timer James Cosmo as Father Christmas, James McAvoy as Mr Tumnus, Jim Broadbent as the Professor, and of course creepy Tilda Swinton as the Ice Queen. If it hadn't been all so rushed and breathless, I would have enjoyed this a lot more, but it still makes for amiable viewing.","
            3/10
            "
"TxMike","9 May 2006","A lot has been made of CS Lewis and the Christian message that is contained in this story. I can see where one can make that connection, with the Lion, but it isn't by any means a necessary connection. While I enjoyed this movie, I don't find it great. For many of us there is a secret fascination with the idea of a fantasy passage into another world. We saw it years ago in ""Wizard of Oz"", we saw it more recently in ""Zathura."" There have been many fantasy stories with this theme. Here the youngest of the 4 Pevensie children, sent to a rural estate to be safe from WW II bombing of London, goes into a piece of furniture, a regular wardrobe, during a game of hide and seek with her siblings. As she goes past the various fur coats hanging up, suddenly and magically she is in an outdoor snow setting, nothing like the grounds outside the house. She quickly meets a faun, a strange looking creature that looks almost human above the waist, but had animal-like legs with hooves. She finds out she is in a land called 'Narnia.'Eventually all the children end up in Narnia, where it has been cold for 100 years under the rule of wicked White Witch (Tilda Swinton). Plus, the children find out they have the duty to help bring springtime to Narnia, and make things right again. Jim Broadbent has the small role of Professor Kirke, who lives at the country retreat. There are a couple of scenes where it appears that he knew about the passage to Narnia, perhaps even went there himself when he was small, but it is not treated in a definitive manner. At the end I didn't know what his role was in the whole story, if any. Perhaps fans of the CS Lewis books understand the whole story better. For me it was just ""OK"" entertainment.","
            10/10
            "
"aravis05","9 December 2005","This movie was beyond excellent. I cannot believe how incredibly amazing it was. I cannot wait for the next movie to come out. I have read the books since I was five or six years old. I love these books and this movie was amazingly true to the story. The changes made were effective and did not take away from the story. I am not afraid to admit that I cried at the beginning of the movie, and bawled as Aslan willingly and meekly walked to his death. I also cried as Peter and his army charged against the White Witch. This movie was so powerful. The story is an allegory of the Crucifixion story, with Aslan representing Christ. The children in particular Peter and Lucy were incredible and very convincing. I loved the beavers which looked so real it was amazing. The casting of Liam Leeson as the voice of Aslan was brilliant. Weta and ILM strike again the props, special effects and costumes were beyond description. I encourage all to see this film, but if you have any understanding of the Easter Story bring tissues because you will need them.","
            9/10
            "
"laurieloodles-1","26 December 2005","My family & I LOVED this movie. It was truly a great family movie. We didn't think it was too long at all, & would have enjoyed it even if it had been another hour long! My 10 year old had tears in her eyes on one part, but she still loved the movie. It was wholesome, exciting, adventurous & something that we wish Hollywood would make more of! This was one movie that closely followed the book, & we weren't disappointed in the least! I would recommend that all families go to see it! The ages of our family members: 43, 37, 24, 22, 21, 20, 13, 12, 10, 18 months. (Our 18 month old grandson wasn't into it though & had to leave with his mother).","
            8/10
            "
"view_and_review","14 April 2006","It could be that Narnia has had to follow up two fantasy hits such as Lord of the Rings and Harry Potter, it could be that the book lacked in fire power, or it could be that the movie just wasn't done that well; but in any case Narnia fell short of expectations. Recently it seems to be en vogue to have children or teenagers playing the leads in fantasy movies (ala Frodo and Harry Potter), but what Narnia failed to do is make these children believable.There was no transition from these kids' innocence and ignorance into courageous warriors and saviors. In Lord of the Rings, Frodo and Sam were never sure of themselves and they constantly exhibited inexperience throughout their goal to save middle earth. Harry Potter was always in need of help and he was not even the best magician in his class. But in the prophecy rich Narnia in which four humans were foretold to save the land, it seems all of the prognostication forced itself upon the somewhat unwilling heroes. First the siblings are bumbling around Narnia trying to stay alive as anyone would do in a foreign land, and then seemingly overnight the older brother is leading a major battle, the other brother is an integral part of that battle, while the two girls develop fearlessness of the foreign woods they are in.The movie lacked intensity, there were never any white knuckle moments or hair raising events. The dialog was very generic and far from profound though one can infer that it was supposed to be, and the drama was mild even with the fate of an entire mythical land being in the hands of children. This was a kids movie dressed up as an adult one nothing more.","
            9/10
            "
"thomsonang","7 December 2005","I really enjoyed watching this movie, as did my daughter. While she has not read the book, many kids there had. It was great watching a movie that had both been read and enjoyed by most of the children and parents alike. I overheard one kid telling their parents, I don't remember that part in the book, I think they added it for the movie. It was neat to hear both of the parents say, oh yes it was, I remember that. While the story line itself captured the attention of most of the children, I know that along with the story, the special effects captured that of the adults. They were excellent. At the end of the movie, the parents were saying, that was a cool movie. I will say that some of the younger children seemed to get a bit antsy during the movie, as it may have been a bit too much for them. But there were few. I personally, can't wait to buy it. Disney did the book great justice and then some. It is a must see for everyone.","
            5/10
            "
"gradyharp","14 April 2006","CS Lewis' The Chronicles of Narnia may very well have been a book intended for children but it was also the result of a life through the Great Wars and the effects those wars had one the individual. Gratefully in Andrew Adamson's directorial hands that part of the story that lends the need for the fantasy is preserved.The concept of separating children from their parents during the Blitz in London in WW II is now showing up in many novels. Lewis was one of the first to address the trauma these separations had on children. Adamson opens his film with some fine footage of the aerial German blitz and the terror of the Londoners running for bomb shelters. The family in focus is the Pevensie family - Lucy (Georgie Henley), Edmund (Skandar Keynes), Peter (William Moseley), and Susan (Anna Popplewell) - and these four children are sent off to a safe mansion owned by the Professor (Jim Broadbent). The mansion has a wardrobe that begins the fantasy, Lucy being the first to enter the kingdom of Narnia through the back of the wardrobe. Soon the four children are all together in the snowy place and encounter first a faun, then the Queen of Narnia/White Witch (Tilda Swinton) and there begins the struggle for domination and secrets that gradually resolve the mystery of Narnia, that mystery carefully paralleling Christianity through the forces of the kind Lion Aslan (Liam Neeson).The children are wonderful, especially Georgie Henley, and while the story deals with human creatures it is strong. As the various CGI animals enter (fine though they may be as creations) the tale for this viewer weakens a bit, but that is a personal response. In general with work like that from Tilda Swinton and Jim Broadbent along with the children, the movie form of Narnia is convincing and enchanting. Quibbles aside, it is a charming film. Grady Harp","
            10/10
            "
"parisbrit","5 January 2006","... after reading Narnia as a child and with a daughter who recently read all the books in quick succession, we were waiting for a marvel of imagination and magic, and (why not) a few good special effects.The film was a total disappointment for all the family, from start to finish.Dull acting - overlong shots of the children showing standard expressions 1, 2 or 3 (maybe just 1 & 2)A total lack of expression by Timnis, the Witch and the Centaur (even Shrek had conveyed more emotion)Dull special effects ... we're spoiled by LOTR of course, but we do expect the Witch's palace to look a little bit better than sheet plastic in soft focus. The battle scenes would have been impressive to people seeing the film at the time of C.S.Lewis's writing in 1950 but not today ... sorry guys!In fact we wondered where the $180 million budget had gone ! If the sequel is in production, it's time to call in the auditors !!Recommendation : If you want Narnia, read the books.","
            9/10
            "
"celaurie","9 December 2005","One of the most prominent stories from my childhood brought to the big screen and missing hardly anything, if anything at all, from the original book by C. S. Lewis.At times I found memories of wonder and excitement surging through my head, as the story unfolded but having been long since moved to some dark and distant corner of my psyche.The children playing out gallant heroes portrayed the very essence of what the characters are supposed to be; executing their roles in natural and believable way.And although the film is full of special effects, it at no point relied on them to tell this classic tale.A must see, not only for our children but for the big kid that lingers in every one of us.Maybe tonight, as did when I was a child, I'll reach into the back of the wardrobe and firmly tap the back... Just in case.","
            10/10
            "
