"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Pjtaylor-96-138044","26 October 2020","It's a well-known fact that 'Resident Evil (2002)' has very little resemblance to, well, any of the video-games in the series it is based on. It has a mansion and some familiar monster designs but that's about it. This isn't atmospheric horror, it's schlocky sci-fi. Of course, that alone doesn't make it a bad film. It's the choppy editing, forced early-2000s edginess, poor CGI, bland characters and barely-there plot that does that. There are occasional moments of hammy ridiculousness that come very close to replicating a certain B-movie charm (see Milla Jovovich running up a wall and spin-kicking a zombie dog through a window), but these moments are simply too few and far between. For the most part, the piece is just dull. It also suffers from some major story and character issues; I literally can't think of a reason why the focal military unit actually enter the H.I.V.E. and there's more charisma in a loaf of bread than there is in any of the lead performances. The whole thing is just a mess. It has a few enjoyable moments but, overall, it isn't particularly entertaining. 5/10","
            1/10
            "
"paulclaassen","22 February 2021","'Resident Evil' is very different to most zombie films out there. The film revolves around a very powerful company, the Umbrella Corporation, which - unbeknownst to most of their employees - also designs and manufactures warfare weapons. The Hive is an impressively designed underground mega structure which houses over 500 scientists. We soon learn the company is being sabotaged, and it is this very sabotage that would ultimately lead to devastating consequences, as we discover in later installments in the franchise. Spence (James Purefoy) is the man responsible for this sabotage.We really don't know much about Alice (Milla Jovovich) during the first half of the movie. This is a very clever and interesting set-up for a character that is to lead six films. Her beauty is utilized by sensual photography and poses - very well integrated in the situations she finds herself in, and most unusual for a film of this genre, yet it works so well. The mystery surrounding her lingers for quite a while. In fact, we keep guessing and speculating almost until the very end.What starts as a rescue operation ends in a fight for survival in an excellent display of fantastic visuals and make-up effects, and lots of action. The film grows more intense as it progresses, and all the more awesome - if you have the stomach for it, that is. It is thrilling from beginning to end, with nail-biting suspense from the opening scene until the closing finale. It is so fast-paced, it hardly allows the viewer time to catch its breath. Be warned, there are highly effective jump scares! I loved this.","
            7/10
            "
"kensmark","31 March 2002","Mild non-specific spoilers ahead.I had high hopes, but Resident Evil wants to be a zombie movie and an action movie, and it fails utterly on both counts.You can't have a good zombie movie without gore.  Or without some decent zombies.  The zombies in this movie are feeble, except for the dogs, who have hardly any screen time.  The movie also has a rather hastily concocted monster, which serves as padding.  The gore that does get onto the screen doesn't have any continuity with the action, as if the victims of violence in the film wandered in from an alternate universe where they died of different causes.And you can't have a good action movie without action.  Milla has about one-and-a-half good action moments in this film, and the rest of the cast manages another two.  Those are supplemented by a lot of inaction and a lot of loud nonsense where they try to confuse you into thinking something interesting is happening.  Dull, dull, dull.Shaking the camera a lot during a close-up of someone waving their arms and screaming is not an action scene.  It's passe and pathetic and wasn't a decent substitute for action back when it was relatively new, in the mid-80's.The movie has a few moments of genuine atmosphere, but those have all come and gone by the twenty-minute mark.  There are some nice props, but they generally don't get much use, and some nice sets, although the gross overuse of the close-up generally obscures them.  The cast shows some promise, but they don't have much to do, and the dialogue is all too often wincingly bad.The movie relentlessly copies better films, and does it poorly, a long and annoying reminder of what you could be watching instead.Most mysteriously of all, the film contains nudity, but none of it serves any purpose.  The movie already had an 'R' rating for violence.  The nudity isn't necessary or flattering.  I admit, rarely have I seen a movie in which an attractive woman appears without her clothes and thought the movie would be better without the nudity, but it happened here.All in all, it's not as interesting or exciting as watching someone play the game.  Or hearing them talk about having played the game.  It's not even as good as the director Paul Anderson's earlier videogame movie, Mortal Kombat. As the final credits rolled, I was easily able to think of almost a dozen zombie movies that are far, far superior -- and only two of them are Japanese.Weak, dull, derivative, amateurish, under-written, under-directed, and generally disappointing.  I feel bad for Milla Jovovich and Michelle Rodriguez, who I know can do so much better.","
            7/10
            "
"dromasca","8 September 2002","I do not like zombies movies. It's a matter of taste, but none of the after-death genres really speaks to me. I must however confess having enjoyed 'Resident Evil', especially because it is very well made - but I might have never seen it if I knew what it is about when I rented it from my local Blockbuster. This would have been a miss.The director, Paul Anderson seems to specialize in movies inspired by computer games (another sign of the culture of our times, but why not?). This is his second one after 'Mortal Kombat', and it works much better. His other sources of inspiration are Lewis Carrol's Alice, '2001 - The Space Odissey', and of course the other zombies movies in the last 20 years. The combination works, and I think that this is first of all because of the clear and sure director hand. The story line is of a corporate having almost total control of home computers ('evil' Microsoft comes in mind immediately), and performing secret biological weapons experiments behind the scenes. When something goes wrong, zombies are not late to show up and start eliminating the humans around. It's not especially original, but all is well linked, there are no major  flaws, and even the quantity of pretentious laughable quotes is beyond the usual limit.Milla Jovovitch and Michelle Rodriguez are the feminine stars in the movie, easy to remember as they are both beautiful and well-casted. The rest of the actors team are decent. Effects are well filmed, and provide the needed quantity of horror for the fans of the genre.The sequel is already in making, and I intent to go and see it.","
            8/10
            "
"RoboRabbit89","5 March 2018","I first seen this back in 2004 on a VHS copy that my buddy owned, he myself and another buddy watch it together.Since It was my first experience seeing the movie I totally loved it,
which was surprising because at the time I wasn't sure about it, since it was
a horror movie, I stayed away from them a lot as a little kid.
The suspense is quite creepy but not too creepy because it's also an action
movie blended in to one, however this first installment is more suspense with
good jump scares and small action scenes.
The pace is fast and the movie is kinda edgy in music and action sequences,
I've seen the remake of the original game which my one buddy owns on Game Cube, it's good but also really creepy and I like that the movie captured that essence.
Alice played by MIlla Jovovich is the heroine of the film, who has amnesia,
as we met her she comes to the shower, which looks like she hit her head,
she is oblivious to things as the audience is, we lean what's going on as she
does. Which I feel is fresh for as zombie movie.The movie is 100 minutes but fairly fast paced and has an engaging story,
so you met characters as the movie goes. Alice is joined by special forces-like
operatives that inform her and a couple other characters about what's
going on.
Video game purists will not like this movie but casual audiences will probubly
enjoy it, it's made to be popcorn fun that's all, it should not be looked at as
anything else but a fun movie however haters will hate so each there own I
guess.Overall I enjoy the film to this day, for me it's a guilty pleasure.
I give it a 7/10. If you want a fun but suspenseful action film
with fun action scenes and great scares look no further.
Give it a look. It's fun.","
            7/10
            "
"tabuno","27 January 2019","8 August 2002. ""Resident Evil"" was more intelligent than ""Aliens,"" and the twist and turn in the movie was good. I'm not a fan of slasher/horror, and living dead movies, but I eventually settled into the movie with its scientific sounding rationale gunk. I was terrified (although not scared, as if there's a difference). I particularly liked how compassionate some of the scenes were, while the beginning indiscriminate killing was quite effective in setting the tone for the rest of the movie.It's really difficult to describe what it was about ""Resident Evil"" that made it stand out above the usual blood and gore movies. The touch of humanity, the computer logic, the seriousness of the military discipline? Somehow, all the parts seemed to work together. Milla as an actress did a great job with a number of different portraits of human behaviors and emotions. The script was a notch above the usual cut and slash. Somehow the ending even seemed apt and complete creating both the typical uneasy shucks reaction but at the same time yeah ok, I understand, a decent ending - serves you right.","
            6/10
            "
"Xstal","12 February 2022","Allegorically and quite unintentionally a tale of a pukka virus, ignorantly released its only aim is to destroy us, the wheels set in motion, a search begins for a new potion, but perpetuation has begun and there's absolutely nowhere you can run - from the evolutionary transformations, variations and mutations, the prequels, sequels and unequals yet to come.","
            7/10
            "
"shanfloyd","14 January 2003","When Capcom's game of the same name first hit the market, it got many critic's praise due to its unique gaming style and for its excellent atmosphere of horror and suspense. Six years later, this movie version has neither followed the story or characters (this movie is rather a prequel of the game) nor presented that unique atmosphere of survival horror. In the end it turned out to be a cheap action movie with blazing guns, bloody gore, raw language and other accessories. The plot was a bit planned at the beginning but messed up in the end. Apart from all these, the movie simply rides the top with the help of a new fresh Milla Jovovich.Well, when you place Ms. former Joan of Arc in a skimpy red party dress with an assault rifle in hand you win half of the battle. But besides Milla is lucky to have a fine character on which the director offered much more attention than the story itself. And indeed she is good in such roles. And she was well assisted by good background soundtrack and camera angles. And a provocative ending too, allowing the viewers to dream whatever they can for Resident Evil 2.In all, the movie is actually nothing. You go just to watch Milla. and considering that I'm giving it no more than ***.","
            6/10
            "
"matthewssilverhammer","15 July 2021","Resident Evil is burdened with a bunch of ""bad movie"" hallmarks: cheap CGI, stilted acting, rough dialogue, sweaty acting, etc. However, underneath all that is a super fun movie about systemic blaming of individuals for sins of the system that they're stuck in. Jovovich carries the film with an ineffable movie-star presence; I feel like she never got her shot outside of this franchise. Dog monsters, laser hallways, blockbuster twists, genuine scares...is this the best video game adaptation ever?","
            4/10
            "
"ericstevenson","8 February 2017","This really does seem like it was a movie intended for fans of the ""Resident Evil"" game. I've seen some of the sequels and they're not as good. I'm not familiar with the games, but as far as I know, this was pretty faithful to them. There was, however this one major problem that kept me from liking it. The CGI was simply terrible! I'm sorry, but while the practical effects were fairly nice to look at, a lot of this movie was just plain ugly! Now, I know that it's not meant to be Shakespeare. It does seem a lot like a video game.I appreciate it when people are loyal to the fanbase. The pacing is this film is kind of on and off. It gets a bit too fast into it, but then again, a lot of the film is well put together. I actually do feel for some of these characters even though I'm not familiar with the games. I also like how this does set up a story that is used for more movies, even if they're not that great of a product. It probably helps that I'm into zombies. While I found it to be okay, the creators definitely tried. **1/2","
            7/10
            "
"xrellerx","16 August 2002","Video game makers are mostly influenced by classic stories to give their games shape.  So, it's no wonder that RESIDENT EVIL has lots of hints to and ideas taken from for example Romero's DAY OF THE DEAD.  I would even dare to mention that there wouldn't be a RESIDENT EVIL if Romero didn't make his zombie trilogy!  But also new films are recognized in some scenes, like for example the scene with the lazer beams is totally taken from THE CUBE (which was pretty good by the way). RE has a bit more action over the whole line, but doesn't have the psychology that goes on in Romero films, neither does it create a tension or a feel with the characters.  It also doesn't have the gore that zombie films supposed to have.  The effects are smooth, yet there's not much blood spilled for a zombie flick.  Best example from this is the first scene in the elevator: we don't see her head fall off. Through the whole movie you are waiting for something to come, they try to build up tension and you are left behind with nothing. The plot (thank you Romero) tries to be high-tech, but it's obvious it's just dragged into the film for little reason, but to give us a falls feeling of intelligent action. RESIDENT EVIL was a total let down and was even worse then I expected.  And then I'm not even talking about the killer bunny...--- FOR GAMERS ONLY ---","
            8/10
            "
"jellyneckr","21 March 2002","I have never played any of the RESIDENT EVIL video games so I didn't really want to see this movie. Then my friend told me that it was written and directed by Paul Anderson [MORTAL KOMBAT, SOLDIER] and I suddenly had an urge to see it since Paul Anderson has never made a bad movie [in my opinion]. The reviews made this sound like an awful movie, but the truth is it's one of the better movies of 2002 [so far]. There's tons of great action sequences, lots of horror, and for this type of movie, there were surprisingly good performances from Milla Jovovich, Michelle Rodriguez, and Eric Mabius. Even though it isn't a perfect movie, I'd still recommend it.","
            9/10
            "
"Dodge-Zombie","17 July 2022","Is it accurate to the games? Is all the acting great? Were all the casting choices good? Is the CGI amazing? The answer to all those is a big fat no.That being said it's still a fun movie. It starts with action and never really slows down so it's easy to watch.Recommended.","
            8/10
            "
"rivasmike","22 May 2022","This video game adaption was executed perfectly. It's such a fun ride with a nice little hint of nostalgia. You get suspense, horror and a few humorous touches. To me, it's a must watch if you're into sci-fi horror flicks!Well done!","
            10/10
            "
"jdring2007","22 October 2021","I'll start off by saying that, while I am very familiar with the video game series, I'm no diehard fan. That said, I do recognize the sort of ""treason"" in play, making a movie adaptation and featuring not a single character from the games. Instead they go with a fabricated character, Alice, and from the second movie spawn this whole clone-with-magic-powers story arc. Before all of that, however, was this - ground zero. There are still homages to the first 2 games, some more obvious than others, but as a straightforward zombie action flick, it satisfies. Plus, I gotta say, especially as a teenager when I first ""fell in love with"" this flick, the characters - cliche and averagely acted as they are - each have very entertaining moments. Michelle Rodriguez and James Purefoy were favorites, although I've come to love Milla Jovovich too, who in this installment exercises her versatility in playing a helpless civilian to a major badass, all without being too over the top as the sequels were. Plus the ""evolving"" Licker, a great enemy from the games, was incorporated very well in my opinion, teasing it throughout until its final revelation, a delightful mix of practical effects and CGI. No, thisovie is far from the ideal video game adaptation, but hey, it was fun for me as an action flick with some charisma.","
            9/10
            "
"kannibalcorpsegrinder","30 September 2015","Sent in to discover the cause of a communication mishap, a woman and a commando team discover a chemical weapons facility testing a deadly virus has turned the staff into ravenous zombies and must find a way out alive.This was quite an enjoyable if slightly flawed adaptation. Among the better qualities on display here is the rather impressive bureaucratic stranglehold on display that truly gives this a great feel for what kind of obstacles to overcome. The systems here are quite fun to overcome in the house' security offers a rather intriguing start here that goes along quite nicely with the system underground providing plenty of thrilling times here with the laser grids, control panels, supercomputers and high-tech containment units give this an effective base along the way to string the action off of. Those are quite fun here with this one providing this with its best features from the different encounters here really making for a thrilling time as the first encounter in the storage rooms where not only is the team overrun on all sides but the ineffectual methods to deal with them cause some explosive action with the swarm closing in around them as they fire away fruitlessly before escaping, a fantastic scene of the group escaping into the tunnels swarming with the undead through the sewer with them and leads into the frantic escape through the central station crawling with zombies all around them. This one also goes for some great action featuring the mutants as well with the scenes of the security office with the mutant dogs or a rather impressive brawl with a monstrous licker on-board their transport train so there's some rather nice diversity amongst the action within here. As well as the great-looking gore and zombie make-up here, these issues make this one enjoyable enough to hold off the few problems in here. The biggest issue in this one is the fact that this one makes a rather curious decision to knock off most of the rescue team in the house before getting to the zombies held on the lower levels. While this here does allow the film some gore while off the defenses quite nicely, the fact that these scenes take kills away from the zombies and creatures later on does seem a little unfair to feature here so that there's hardly any time here to survive to get attacked with such a small group of targets left. This really could've been solved easily by either eliminating the number killed off there in the site or have bigger team sent in initially and it solves that easily. As well, there's the fact that it plays a little too loose with the rules of infection by showing several who are turned quickly while others who are bitten repeatedly take forever to turn simply due to storyline needs despite the continuous bites meaning it should've occurred even quicker than it did previously. These, along with some shoddy CGI at times, does hold this one back somewhat.Rated R: Graphic Violence, Graphic Language and Brief Nudity.","
            8/10
            "
"droogiedim77","3 July 2002","I want to start off by saying that I was blown away by this movie. I am a big fan of horror movies. And seeing as most video game to movie adaptions are utter complete crap, I wasn't expecting too much from this movie. This movie grabbed my attention from the first frame and held it to the very end. I know what you're thinking....""Resident Evil a '10'?"" Let me tell why this is is so well done. The games mostly focus on a company doing genetic experiments and create zombies. Mayhem ensues. The movie starts out telling you a little about the corporation. Not too much to make it a drawn-out scene, but to give enough to know what is going on. Anderson then makes a seamless transition from the intro right into the lab. The opening scene is done so well, without using a lot of dialogue and letting the music build up the tension. The score really makes the movie. A different score would have made this just another zombie flick, but Manson does his best work to date. (And I'm a big Manson fan who owns all his albums. I am eagerly awaiting his next release after hearing the Resident Evil theme.) The score starts with an ominous sound, followed by a creepy keyboard intro and a simple driving bass riff. As the song progresses, more and more tension builds as drums, guitar and the other sounds are added. This song is short, but works so well with the opening sequence in establishing the tone of the movie. Gothic, haunting and creepy all at the same time. Now about the other fronts. This isn't on the same level as some other movies. It isn't a brilliantly written script. The subject matter isn't very intellectual, but rather primal and savage. When making the judgment, you have to view the movie for what it is. A fun, gore-filled thrill ride. The actors don't do anything oscar-worthy, but they do portray their characters well. The make-up work IS oscar-worthy. While its not on the same level as something like Lord of the Rings, it is still quite amazing in its own right when seeing how many zombies they have to create. I would say the film is well-directed, seeing as the director did make an enthralling movie that kept me glued to my seat for the entire time. I don't think I've been so brought into the world of the film then with this movie. I also jumped at a few parts, which is doesn't happen often. This also has one of the best endings I've seen in a movie. So far, this is hands down the best horror movie I've seen in 2002, one of the best movies of 2002 and one of my favorite movies of the horror genre. I'd place right next to Night of the Living Dead, the other masterpiece. In fact, you could almost call this a modern version of the 1968 classic. Now, for the poor reviewers I have this to say. You probably didn't like this just because Romero didn't direct it. And while I consider Night a classic, I hated the other 2 movies in the Dead trilogy. And you can't say the movie didn't capture the spirit of the game. If anything, it captured it all to well. As with all movies, there are those who love and those who hate. My advice? Give this a try expecting nothing and just watch and enjoy the movie. You'll thank me later.","
            2/10
            "
"lukem-52760","3 August 2018","This first film in the Resident Evil franchise came out in 2002 & i couldn't wait to see it at the cinema & i did & it was EXCELLENT!!! I loved this John Carpenter inspired survival Horror, infact if John Carpenter made a zombie film this would be it & that's a huge compliment.I saw this at the cinema & it was a fun time watching this survival Horror film & probably the most fun I've had watching a film at the cinema!!!It felt like this movie was made for me as at the time i was obsessed with Zombie films & i couldn't wait to see this & it didn't disappoint at all, infact it was even more enjoyable & entertaining & exciting that i could've imagined!!!Every time i revisit this film I'm reminded just how damn good it REALLY is & if I'm the only one who likes it this much i don't care as it's definitely a personal favourite of mine & one of my all time favourite films.I have big love & big Nostalgia for this Action zombie film as it was the first ever ""Zombie"" film i saw at the cinema & that's a big deal to me as i grew up obsessed with Zombie films such as George Romero's Dead Trilogy & the Evil Dead Trilogy, i honestly loved ""Resident Evil"" it's a nice budget take on those old school zombie films with a nice dose of ""John Carpenter"" mixed in so how could i not love this?The production design is excellent within the Hive & the first zombie encounter is done so well with suspense,Horror & action as we have our mixed group of Commandos & survivors having to work together to get out alive, i love that ensemble lgroup dynamic of different characters teamed up, great fun.A couple of good standout characters other than the main stars, were British actor Colin Salmon who plays the leader of the group of Commandos & his big tall frame & deep commanding voice adds alot to the very creepy beginning scenes, his character is not around long but he makes such an intense presence on screen that i would've loved him to have been a main lead!!! Also the computer expert/soldier ""Kaplan"" is good played by another British actor Martin Crewes, a good solid cast with everyone involved actually.Some of the imagery is the best I've ever seen in a zombie film & the design & look is incredible like the underground Access tunnels scene with the dripping water & grimy walls & old pipes that are heroes have to crawl accross that's an incredibly exciting & intense sequence as is the iconic laser hallway scene & the test subjects tanks scene when we first meet a zombie & the atmosphere is so raw & full of dread with it's dark smoky look & then hearing a metal being dragged accross the floor noise it's a zombie dragging an axe, just some of the greatest suspenseful moments in a zombie film I've ever seen, this movie doesn't get the recognition it so deserves & yes the other films in the franchise are not very good & don't come no where near the level of brilliance & quality here so this one 2002 movie that started it all should be considered a ""Cult Classic"" & it's definitely the best movie made by Paul Anderson.""RESIDENT EVIL"" is ridiculously underrated & yet it's more exciting than most huge budget films at the cinema now!!! To me it's a zombie masterpiece that could easily fit into the universe of the legendary ""John Carpenter"" it's got a primal raw survival tone & cold high-tech & artificial intelligence feel to it when our team enter the scary ""Hive"" underground lab base, i feel that contract of old & new here like i did with ""Escape from New York"" & the violent bloody rawness of old school zombie flicks like ""Dawn of the Dead"" for example, there's alot of quality in this film to ignore & i love it.The music score at the beginning sets the tone, it's a creepy digital score that sounds like a ""Carpenter"" inspired 80s synth score, it's really well done & one of my favourite music scores ever as it's so creepy.The cast was great especially Milla Jovovich & Michelle Rodriquez both are great actors & are both fantastic tough ladies of Action in this film, obviously ""Alice"" (Jovovich) is the heart of the movie & is on a mission to uncover the truth about herself & what's happening & ""Rain"" (Rodriguez) is a no nonsense tough as hell soldier & she will stop at nothing to get her job done. Great performances.The rest of the team are all good in their roles basically Marine types & the zombies look great with excellent FX especially the big Licker monster!!!The underground lab where the zombie outbreak starts is a really creepy setting for a zombie movie & the whole idea of a group of marines having to sneak in & shut it down is very exciting with a great sense of dread atmosphere, one of the best scenes in the movie is the terrifying laser corridor sequence, it's a scary scene & we lose most of the soldiers in that Corridor before we even get to the zombies!!!Resident Evil is definitely one of my personal favourite Zombie films of all time, i put this in my top 5 along with ""Dawn of the Dead 1978"" ""Day of the Dead 1985"" ""28 Days Later"" & ""Night of the Living Dead 1990"" all Excellent Zombie films!!!There's a great mix of cold Technical cybernetic futuristic surroundings, with the underground Hive base, & old fashioned bloody flesh-Eating zombie carnage, it's this mix of Sci-fi & Horror that makes Resident Evil very exciting,edgy & Awesome.There's an icey-cold scary atmosphere within ""The Hive"" as the corridors are empty & silent & at any moment our survivors could turn a corner into wondering zombies, it's enclosed & claustrophobic trapped setting reminded me definitely of the legendary ""Carpenter"" in it's look,mood & style.I love this movie & it's mix of exciting action scenes & moody creepy Horror & dark futuristic sci-fi setting, a stunning mix done perfectly.A BRILLIANT & scary ending.A great sci-fi action Horror Thriller & EASILY the best of the whole franchise & really the only great movie of the LOT!!!Yeah good suspense & very exciting Action make RESIDENT EVIL a great film & one of the best Zombie flicks out there!!! Definitely an underrated CLASSIC in my opinion & one hell of a fun ride & a great popcorn flick too!!!The most fun zombie flick ever.Apocalypse is a fun sequel.","
            7/10
            "
"hu675","6 June 2008","An attractive woman named Alice (Milla Jovovich) woke up from the running shower, after being mysterious knocked-out by it. At first, she doesn't seem to remember anything and including her name. Then a group of professional trained commandos (Lead by Colin Solmon) breaks from the large mansion, she lives in. Including an mysterious cop (Eric Mabuis) is forced to go Alice and the soldiers break in an mysterious underground laboratory called The Hive by the Umbrella Coporation from the mansion. Which the corporation are involved with medical supply, computer technology and others but they are also involved with illegal experimentation. Which the team has also find another man (James Purefoy), who also lost his memory. Earlier on that day, an mysterious virus is been unleashed by killing many innocent people and it sealed the working area by an high-tech intelligence computer called The Red Queen (Voiced by Micheala Dicker). Once the team has turned off The Red Queen, the room were sealed turned open... and the dead has died from the virus returned to live by attack the group for warm human flesh. The illegal experiment from Umbrella turned loose as well. But Alice and the others has to escape before the underground laboratory closed itself and becomes trapped underground.Written and Directed by Paul W.S. Anderson (AVP Alien Vs Predator, Event Horizon, Mortal Kombat) made an enjoyable horror film that mixes science-fiction and action quite well. Anderson gets an decent cast here, some of the performances from the actors are good. Although Anderson's writing script is quiet heavy at times and it doesn't always work (Especially the monster ""Licker"" could have used more work in the CGI department) but Anderson knows how to set up action sequences and moments of visual style are always been his best at film-making. This survival horror flick is based on a hugely popular game from Capcom and ""Resident Evil"" is one the best video game adaptations so far.In the Resurrected Edition on the DVD, ""Resident Evil"" is placed double feature with the sequel ""Resident Evil:Apocalyspe"" on a two disc set. DVD has an good anamorphic Widescreen (1.85:1) transfer and an terrific Dolby Digital 5.1 Surround Sound. It has bonus features on the second disc but it's mostly on the sequel than the first feature. If you loved this film, you could find 2002 Special Edition DVD or the Deluxe Edition from 2004 with additional special features. ""Resident Evil"" wasn't an huge success at the box office but it did well in Overseas and especially with DVD Sales was enough to produced the sequels ""Apocalyspe"" and ""Extinction"". Die Hard fans of the video game and especially those who loved Zombie movies will get an kick out of this movie. Don't miss it. Good music score by Marco Beltrami (Scream Trilogy, Hellboy, 3:10 to Yuma ""2007"") and heavy metal rock singer:Marilyn Manson. (****/*****).","
            4/10
            "
"itamarscomix","24 May 2005","This film was, I'm sorry, *really* bad. I just can't see a point to it. In the game, all you do is walk around and shoot zombies; the film is exactly the same. There's just a bunch of guys walking around and killing zombies, and occasionally the zombies kill one of them. Every single moment of the film is a hundred percent predictable, so the 'plot twists' are obvious and the scary parts are simply not scary. The acting is horrible, Marilyn Manson's soundtrack is exactly what you might expect, the directing, plot and dialogue are non-existent.Well, I don't know... Maybe it would be scarier to watch on a big screen in a darkened theater, but to me today's horror directors simply got it wrong. You don't make a movie scary by showing lots of blood and organs and people with no eyes or no jaws. A truly scary movie is created by ATMOSPHERE (note Hitchkok and Kubrick). Seeing a guy being sliced into a hundred little pieces isn't scary, it's repulsive. There IS a difference, you know. Two thumbs down.","
            7/10
            "
"KineticSeoul","11 September 2010","Now this doesn't have almost nothing to do with the video games it tries to adapt with. Besides the evil corporation, the same virus and zombies, it does how ever have the survival horror feel to it and has sort of the similar atmosphere as the video games. Now this film is a mess for the most part, especially the last hour of it, but it's still a entertaining mess and the pacing is well done although it seems to skip a lot of parts and scenes. The story is passable, not great though alright for a video game adaptation and although not particularly scary it has decent action scenes and zombie killings. The plot is basically about a girl named Alice who worked for the Umbrella Corporation, who gets amnesia from a chemical and gets dragged in and has to team up with a group of commandos that is trying to infiltrate a underground lab called The Hive in order to turn off the super computer called the The Red Queen that killed off the workers after a virus outbreak. But the team is in for more than they bargained for. The acting in this is pretty bad, not terrible however. And although it isn't a fantastic film, it still is entertainment to some degree. Would have been better if it had some of the video game elements of solving puzzles with more flare to it and was compact better in a way it flowed better. Has a lot of flaws and nothing about it is scary in anyway, but still decent.7/10","
            7/10
            "
"tributarystu","22 October 2002","Over one year passed since I first heard that the movie was being made and I've been waiting for it since then. Time passed once again after it was premiered, but I still didn't get to see it...until this oh-so happy day. And what do I have to say? 'twas a satisfactory experience. Terror of the undead is a pretty usual theme for horror movies. You've got Romero's groundbreaking Night, Day and Yawn...sorry, I meant Dawn. This, though, is the first horror movie that started from a game, the popular Resident Evil series. It seems to be a profitable deal to ""inspire"" yourself from games, but there is this other thing too. What do Tomb Raider, Final Fantasy and Resident Evil actually point out? The same that a number after a movie does: lack of imagination. A bit more 'obsessive' in the gaming world, but still very present in the cinematic affair as well. I am not against these ""inspired"" movies. As long as they're good, that is. Resident Evil, directed by Paul Anderson, nearly throws up the following storyline: In a top-secret underground facility a deadly (and terribly contaminating) virus is set free. The computer (Red Queen) closes all exists to the outside world, and all the employees (who till recently had worked for the Umbrella Corporation) are killed. But, actually, as you may imagine, they are not quite...dead.Umbrella sends a special agents team to clear up the mess, and set things as straight as possible. This team will actually be shattered in the underground laboratory by what they find there. The stench of death everywhere. Milla Jovovich is the leading actress in the movie - solid reason for avid movie goers to see this one- and she plays the role of a security agent, who works for Umbrella. Incidentally, she suffers a memory loss after she inhales a protection gas released by the Red Queen. We get to find out in the movie who she really is and what she was going to do.Michelle Rodriguez, Mr. Purefoy & company all get together to do their acting tricks and they do them as well as they could've given the film. Now, as all fans of the RE series will say, this film totally sucked. I nearly subscribe. Only 'nearly' because it wasn't the excremental waste the second movie is (I was so naive in thinking it couldn't get any worse). Also, had there not been some very sloppy distribution of zombie actors and had Anderson at least been careful enough to do the simple things right, technically and chronologically speaking, then RE could've stood a chance. All Anderson does is fit in some cool moves, some cool zombie dogs, while leaving the rest of the film to rot. I consider his attitude extremely disgusting: why make a movie called Resident Evil if you don't want it to have anything to do with the game? (yeah, I know, money...it's meant to be rhetorical) It's as simple as this: the film doesn't do justice to the games. So even if RE can be a reasonably satisfactory sit-through, I am absolutely against what Anderson has done to the franchise, which simply wasn't his to ruin.","
            6/10
            "
"jack_o_hasanov_imdb","20 August 2021","I've never played the Resident Evil game and it didn't interest me. I don't know why I watched this movie or even the whole series. Probably to watch more Milla :)
But the first movie was not bad.","
            7/10
            "
"info-11400","25 February 2007","This is an almost perfect horror movie. It starts with cast, that works great. Even though killed pretty soon, at least most of the cast, each person gives a convincing performance. And that is exactly the ""overall-feel"" about the movie. The pieces - actors, storyline, filming - fit together. It IS a stupid monster movie, it is NOT like the game, but everybody takes the project serious. But it is in no way a great piece of art. Resident Evil is a solid movie, and good at this, no more! Nothing new, except for the scene with the zombie dogs. Ain't that beautiful. It is a new idea for the genre, it's visual fun. Simply cool.","
            4/10
            "
"jtindahouse","6 January 2017","I was never really into video games growing up, and I'm still not today. So a series like 'Resident Evil' just completely passed over my radar. With the 'Final Chapter' coming out shortly though I decided to go back and review the series to see what I think of it. Going back 14 years when it comes to a CGI heavy film can be a dodgy thing to do. Admittedly, there is a noticeable difference compared to the quality being produced today, but it's certainly not distractingly bad. I quite like films that are set in a confined space with the characters having to either work their way to the centre, or find a way out. This is one of those films and most aspects of it are done fairly well. The one element (that happened to be probably the biggest of them all sadly) that didn't work was the zombies. Zombies are simply not scary, not visually impressive and not entertaining. They're still better than vampires, but they are not a strong thing to have as a heavy component of your film. Having never played the game I can't confirm how close this is in terms of being true to it. I suspect though that it's pretty close. A lot of scenes feel like they're straight from a game and you can even imagine yourself having to pass the level that the characters are currently on. Milla Jovovich plays the lead role well, but I hope in the sequels she evolves a lot. At times in this one she felt like just another member of the squad, and certainly not the main character. People to this day say are still waiting for a great video game adaption to come out. 'Resident Evil' is a solid film, but it's certainly far from being great.","
            4/10
            "
"mrosesteed","27 July 2019","The first in a decade-and-a-half-long film series inspired by the 1996 Capcom video game of the same name, Resident Evil transforms its source material from gothic survival horror to modern action-horror, complete with prominent electronic music, stock action characters, and CGI violence. Although the movie's uninspired shock sounds, dated computer graphics, choppy flashbacks, and stereotypical casting foreshadow the weaknesses of its vastly inferior sequels, Resident Evil benefits from a solid mystery plot, detailed art direction, and a charismatic performance by Milla Jovovich as a mordern, grown up Alice in Wonderland. The result is a fun thriller whose lack of graphic violence does not dampen the horror of the Umbrella Corporation's cavalier attitude toward human life.","
            9/10
            "
