"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"view_and_review","10 March 2016","I'm not a war movie fan, but every once in a while I will step outside of my bubble and sneak a peek at a war movie. I did this a few days ago and I liked what I saw. Yes, it was bloody, foreboding, gruesome and depressing, but amidst all that was a story of a small group that operated a tank called, ""Fury"".This group of soldiers was a real motley crew. For the most part you wouldn't bring any of them home to marry your daughter but they were a good bunch for the task at hand: war. War is ugly, so were they. War is uncouth, so were they. War is something you like to keep far away from home, as were they.It wasn't a superhero story though there was some heroism. It wasn't a love story though you can say they loved each other. At the base of it all was a story about how war can transform anyone, for better or for worse, by its very nature. It's an ugly topic but it was done well.","
            7/10
            "
"drystyx","21 July 2015","This war film set in Germany during World War II succeeds on all levels, and I think it was meant to do so.In order to do that, we get a few theatrics in the form of what appear to be coincidences, but in actuality aren't so coincidental.The theatrics of this tank being the only one to survive a big blow out battle of tanks is simply the result of one tank surviving. It happens to be this one. When one takes that into consideration, one realizes there is nothing really special about the five man crew or its commander.After that, we get a lot of realism and gore on the order of Private Ryan. What this and Ryan do that other war films don't do, is simply relate the gore without either glorifying it or reveling in it. We don't get immediate results of death, but we don't get the modern era reveling of seeing how long a burning human can scream either. It's all done on a relatively realistic scale.And that's what makes this action war film on a par with Ryan. In really has no more coincidences in it than Ryan does, a film that bends over backwards to save anyone from New York or California, magically unable to be hit by bullets, as Hollywood likes to do, However, the end game does have the cliché of ""order of deaths"" pretty much down, but one coincidence is to be expected in a melee of violence.The characters are probably even better than Ryan's characters. There are obvious similarities, whether on purpose or not, who knows? Sometimes a script may linger in a writer's mind for decades before it's penned, so there's no sense in trying to make too much of that. Certainly better than the cartoon cutouts of movies like Big Red One and Bastards.A mixture of many war film elements should satisfy everyone, and this passes all the tests. Will it pass the test of time? Have to wait 100 years to find out.","
            4/10
            "
"chinookchen","15 December 2019","I would have given this movie a 10-star rating if not for the last 30 minutes. The first 90 minutes perfectly showed how every war is ugly and disgusting. The Americans, although on the side of the justice and righteousness, were equally ugly and disgusting on the battlefield. Unfortunately, the last 30 minutes of the movie tried to turn it into a heroic story, which was not in accordance with the first 90 minutes and became a political propaganda of USA.","
            9/10
            "
"smartU2","6 April 2022","Is the Movie a 10/10? Probably not. But, it's certainly not anything below an 8. All these low scorers and their reviews are obnoxious. ""Oh, it's not accurate."" Everyone of them tries to come off as some WWII history expert mixed with a director prodigy and cinematography genius. It's a fine movie. Is it ""accurate?"" IT'S A MOVIE. NOT a bloody documentary. Get over it and enjoy the show. The acting is very, very good.","
            9/10
            "
"ArchonCinemaReviews","3 December 2014","We're going to be doing one thing, and one thing only: killin' Nazis.Whoops, wrong movie! Brad Pitt stars and leads the expertly cast David Ayer feature film Fury. Told toward the end of the war, Fury is a sufficiently good war movie but unfortunately is underwhelming, at no fault of its own.Don 'Wardaddy' Collier, played by Brad Pitt, is the battle-hardened army sergeant leading a Sherman tank and his crew through German warfare in 1945. His platoon has been together for over three years and fighting Germans across three countries, and he made a promise to keep them alive. A rookie soldier, played by Logan Lerman, is enlisted to join their group and promptly disrupts the accord. American forces are outnumbered and outgunned but they soldier on against overwhelming odds to strike at the heart of Nazi Germany.Writer/Director David Ayer's script and film Fury of 2014 is typical of an Ayer production. It features subtly nuanced archetypes of the hyper-masculine male in a high intensity environment that does not romanticize the violence experienced when in said circumstances.Fury itself is especially well researched and transports the viewer to the horrors of American warfare of the second World War against Nazi Germany. The plot of Fury is a journey across the German landscape through the end of the war. It is also a journey of the characters as they are transformed by the combat battles of war. Ayer also utilizes his direction of the cinematography for beautiful but brutal shots to differentiate Fury from the more sentimental WWII films. Besides these key aspects and the notable first thirty minutes of Fury, the film is about as cliché as possible when it comes to a period-piece war film.Brad Pitt, Logan Lerman, Shia LaBeouf, Michael Pena and Jon Bernthal all do a commendable job as the weary soldiers. However, the characters are nothing new and are even roles they themselves have previously portrayed. This just exacerbates the stale sense of the film. With almost 70 years passing since the end of WWII, Fury is not distinctive enough to elevate the film above its predecessors.Fury (2014) is a good and entertaining film that will please viewers, especially the untapped male audience who will especially be engaged with the film.For more reviews of RECENT RELEASES, check out our WEBSITE.","
            7/10
            "
"hiebertkj","17 October 2014","I had high hopes that Fury might end the dry spell of good WWII movies. I could have forgiven the checklist of war movie clichés Fury manages to work in had it not been for a laughable final battle more akin to something from The Expendables than a serious war movie. The final battle consists of scenes where a battalion of seasoned SS soldiers run back and forth through our heroes' machine gun fire, only stopping when it is time for a forced emotional exchange inside the tank. While the director chose to have every other enemy brandish an anti-tank weapon in the ominous lead-in to the final battle, for some reason only three of them are fired, two which miss at unrealistically close range. The ridiculousness of it all turned me into that obnoxious movie goer that laughs out loud during what should be a serious and emotional scene. On the positive side it does manage the singular achievement of most war movie clichés fit into two hours:Kill a German officer on horseback - checkChristian singing hymns - checkMexican crew member made fun of for speaking Spanish - check Hardened leader with a unknown pre-war history who has a private emotional breakdown - checkYoung replacement who struggles to fit in with seasoned veterans but wins them over in the end - checkSoldier falls in love with local girl only to watch her die - check A final mission with impossible odds - checkMoment of doubt when facing certain death but where everyone decides to stick together in the face of certain death - checkRetarded enemy is almost defeated only to remember how to do war, and only after our team has completed their emotional bonding and character development - checkOne member escapes death against all odds-checkEnemy soldier shows mercy by not revealing hiding soldier - check....and many many many more.","
            8/10
            "
"bobsgrock","21 October 2014","In this post 9/11 era, war has reinvented itself as a morally righteous act, no matter the outcome or manner in which it is executed. The movies have reinforced this notion with films like Fury, a World War II adventure attempting to scale the heights of Saving Private Ryan or Platoon though ultimately regressing to its own variation of gratuitous carnage and destruction. Such films seem to have a chip on their shoulders; how does one portray an event so ubiquitous to modern culture and so thoroughly researched by historians as to give us a new angle and understanding of the dimensions of such an atrocious existence? This answer may never be reached, although Fury does make a noble endeavor to proclaim the bravery and courage of the American military, in this case the US Armored Division.Writer-director David Ayer, who has progressed from writing pulpy action scripts like The Fast and the Furious and S.W.A.T. to those of a more serious tone, nevertheless cannot seem to forget his roots as an action first, character second kind of filmmaker. Ayer has constantly focused on the 'brotherhood' of his characters, but that may be all he has to say about them. The four men occupying the tank in this film say they have been together since the Allied invasion of Africa, yet little else is mentioned about this. Furthermore, the script borrows far too much material outright from Saving Private Ryan, right down to the main characteristics of the main roles. Brad Pitt's Wardaddy is the quiet, unspoken father figure whose troops are willing to die with him (just like Tom Hanks). Shia LaBeouf is the Bible-quoting gunman who seems to have almost supernatural-like aim (just like Barry Pepper). And Logan Lerman is the young, totally inexperienced new addition to the tank who has not been trained for such an assignment but ultimately proves himself through a baptism of fire (just like Jeremy Davies). Does Ayer believe most of those who go to see this will have never seen Spielberg's earlier film, or does he simply not care about the similarities? It may be that he feels the message of such a story overrides any other details, ultimately rendering them unnecessary and minimal. However, other sequences are either taken directly from Saving Private Ryan and other such films, or seem to have little to no basis in reality or logic. One that many will call to mind is when Wardaddy and the newly hired Norman invade a German apartment after taking the town. They stake out the room, find two young women, force them to cook breakfast until the rest of the tank crew, drunk and disorderly, barge in and cause discomfort and awkwardness. What does Ayer believe this sequence says about the relationship between American soldiers and German civilians? The film says nothing, although given the manner in which it is shot, this seems to be a badge of honor rather than a criticism. Whatever the director's attitude towards such scenarios, the actors certainly give their fullest involvement. Pitt has ensured his lasting stardom through roles like this: brash, tough, yet endearing to the younger generation looking up to him. LaBeouf, for the first time in quite awhile, shows his true acting ability when he can remain focused and under control. His role is not huge but he plays it as serious and focused as can be expected. Lerman may be the weakest link, overreaching in his portrayal of an inexperienced, frightened clerk thrust into the deepest and ugliest recesses of the battlefront. He has his tough moments to be sure, but ultimately becomes somewhat cartoonish. The strongest aspect of the film is its action sequences, which may be all Ayer and audiences will care about or take from watching the film. Certainly they leave one completely entranced and utterly aghast. The showdown between our beloved American tank and an advanced German Panzer is fully engrossing and great fun to watch. Yet, is it supposed to be this enjoyable? The final sequence as well shows our heroes surrounded by an SS brigade trapped in their broken-down tank as they attempt to fight their way out, willing to die but only by taking as many Germans with them as possible. Such scenes ultimately begin to feel like video game set-ups. We cheer quietly and feel relieved at the sight and sound of every enemy soldier whose head explodes or is cut down by bullets at such a speed as to look like a fight scene from Star Wars. The greatest difference between Ayer and Steven Spielberg is that Spielberg never tries to excite the viewer through carnage. He is able to do this with less emphasis on grotesque shots of mutilated bodies and fiery crashes and more of a focus on the psychological and spiritual effects of war on the individual. Fury, for all its artistic merit and genuine entertainment, would rather bombard the audience with gore than invite a thought-provoking stimulus. For Ayer, the humanity of war remains out of reach, or perhaps not near at all. This film ultimately tells us war is hell; such a statement is one of the great understatements of history. Will future war films, with all the knowledge and understanding of hindsight at their fingertips, ever give us more than such a simplistic denouement or a visual repetition of events which need not be pounded into the brain?","
            7/10
            "
"edwagreen","16 July 2015","This film if I may use a pun certainly does not tank.Soldiers inside Germany as the war nears it end is the theme of this film. Some of the guys in those tanks would be undesirable by any standard. Vulgar, nasty and who knows what else, their saving grace was that they knew they were there to do a job, and that they did.Brad Pitt is excellent as their leader, but it is Shia LeBoeuf, as Norman, an almost nerd, who is thrown upon them and learns the horrors of war real fast and accepts his responsibility in it.Pitt states that even as the war is winding down, there will be Germans who shall have to be killed.We see the interaction that develops among the 5 guys and into their final battle as a team.","
            10/10
            "
"anaconda-40658","16 December 2015","Fury (2014): Dir: David Ayer / Cast: Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Pena, Jon Bernthal: World War 2 is heading to its end but not before one last battle. The theme is the tanks either in America or Germany. Brad Pitt plays Wardaddy, who leads a small troop into Germany in a tank knowing it could be their death. This is a similar role to his Inglourious Basterds role yet done with less confidence because he is fully aware that he may not come out. Shia LaBeouf plays a character by the name of Bible because he can quote it and live it. His biggest test comes when applying his faith to those on the verge of death. Logan Lerman has the most complex role as a young typist brought in to replace a soldier on Wardaddy's team who was killed. Lerman is no soldier and is literally forced to shoot a captured Nazi. He will eventually hit his mark in the heat of battle. One of the quieter scenes involves Pitt and Lerman in the home of two German women whom are treated with hospitality when Pitt provides eggs for them to cook, and Lerman has sex with the younger one. Michael Pena is part of the troop and struggles with alcohol. Jon Bernthal plays the cynical hot headed soldier whose actions towards Lerman are harsh until one pivotal moment where he confronts his own actions. Directed by David Ayer who previously made End of Watch and Street Kings, both of which regard their own wars. Structure seems to be one battle after another but the action is exhilarating with explosive images outside the confines of a tank. The wages of war is death, even after survival when the fury passes and all one can do is wait. Score: 9 / 10","
            6/10
            "
"writers_reign","24 October 2014","... which is still out as I write this. Clearly writer-director has either no concept of or else no respect for Back Story, for he gives us a leading who is American and 1) fluent in German and 2) has a pathological hatred of Germans to the extent that he practically orgasms each time he kills one - or, in most cases - several. At one point he speaks of killing Germans in North Africa, Italy, France, Belgium and now - it is April, 1945 - in Germany itself. This makes it reasonable to assume he either enlisted or was conscripted around January, 1942 and thus has been a US soldier for roughly three and a half years; it would not be too difficult for a reasonably intelligent person to acquire SOME German in that amount of time and under those circumstances but not to become fluent. The character is not depicted as someone intellectually gifted or even someone who has been to college so we must assume German parentage or at least a fairly strong German connection. In the same way a soldier who has spent three and a half years in active combat will have presumably seen several comrades killed in action and may well develop an intense dislike of the enemy but again this would likely draw the line at pathological hatred. Four of the five-man crew of the tank have been together since North Africa yet none of the others displays the same hatred. In addition these men are Americans not English and the Germans never invaded or bombed America. It would be much more logical and credible for an American serviceman to hate the Japanese who actually destroyed the US fleet in a cowardly and clandestine attack than the Germans. These cavils to one side the film is well made and well acted with even a clumsy attempt to show another side of the lead character. At one point this man and his assistant driver enter a house inhabited by two nubile German women (albeit one is played by a Roumanian actress). The commander encourages his assistant and the younger of the girls to take themselves off into the bedroom and in response to the raised eyebrows of the older girl he says 'they are young, and alive'. He makes no attempt to molest the older girl and when, some time later, the other three members of the tank crew turn up and clearly intend to rape one or both of the girls he makes it clear they will answer to him if they do so. Ayers seems to be saying that 1) war is essentially pointless - in April, 1945 the war was, to all intents and purposes, over, with one month to go, yet instead of throwing in the towel and losing gracefully, the remnants of the German army fight on as though there was still everything to play for - and 2) that war is not only brutal but it also brutalises those who take part in it. Chances are both things are true but we have, Mr. Ayers, known that for some time now.","
            10/10
            "
"ZChrisJ1995","28 October 2014","While nowhere near as good as it obvious influences, such as 'Saving Private Ryan' and 'All Quiet on the Western Front', 'Fury' is still an effective and competent entry in the war genre, aided by its talented cast and intense, harrowing battle sequences.'Fury' follows the five-man crew of the titular tank as they travel across Nazi Germany during the later days of WWII, focusing on the atrocities they encounter, and sometimes generate themselves. Though the performances of all five primary actors are great, the two that stood out for me were Logan Lerman as Norman, who gradually evolves from an inexperienced typist to a battle-hardened warrior, and Joe Bernthal as Grady, a brutish, ill-tempered loader who constantly mumbles. Brad Pitt does his usual leading man gig without difficulty, and Shia LaBeouf and Michael Peña aren't given enough screen time, but work well with what they're given. The film's numerous set pieces are brilliantly choreographed and stylised but claustrophobic and intense at the same time. The scenes in which Fury's crew take on a German Tiger, as well as its stand against 300 Nazi soldiers, are some of the most effective I've seen in recent years. Like many of its forebears, 'Fury' strives the capture the insanity and chaos of war, not only that created by the 'enemy in the distance' but also by Allied fighters. Just as Nazi soldiers are displayed gunning down civilians, in several scenes Fury's crew harasses German citizens and coldly executes captured unarmed soldiers. In contrast, there are other scenes where not only Fury's crew, but also German soldiers, are seen acting selflessly. The message would appear to be that war can bring out both the worst and the best in people, regardless of their affiliation. Sure, it doesn't have as much emotional impact as say 'Apocalypse Now' or 'Platoon' in this revisionist, attemptedly unbiased approach, but 'Fury' still manages to be a hard-hitting, perfectly acceptable modern war film that doesn't shy away from portraying its protagonists in a morally ambiguous light.","
            6/10
            "
"grantss","23 October 2014","Good, but not great, WW2 movie. Written and directed by David Ayer, who gave us the brilliant End of Watch, plus the reasonably good Harsh Times, and wrote Training Day, you expect good plot, good action and, most of all, character depth. The action scenes are great - pretty much straight out of the Steven Spielberg/Saving Private Ryan/Band of Brothers school of realistic war action. Suitably gory, yet not gratuitously so.Plot is OK, but not brilliant. Some sub-plots feel contrived and the final scenes seem overly gung ho, sentimental...and very predictable and unoriginal. Furthermore, some scenes are very clumsily done, and/or plain unnecessary. (The tank's Commander and Assistant Driver in the women's apartment was the best example of this - has me squirming the whole time and it seemed to last forever).Moreover, the character depth Ayer built up in End of Watch is lacking here. Yes, there is some character depth, but it seems superficial. In End of Watch you ended up caring so much for both cops and couldn't imagine anything happening to them. In Fury you hardly get to know them - only the tank commander and assistant driver and then only to a limited extent. Makes you feel less engaged with regard to what happens to them.In keeping with the lack of dimension to the characters, the performances feel a bit wooden. Brad Pitt is OK in the lead role, but his performance lacked something. Similarly, Shia LaBeouf is OK, but his character is overly stereotyped. Logan Lerman probably gives the most convincing performance of the movie, as the rookie Assistant Driver.Overall, an exciting and entertaining movie. If more time was spent getting us to care about the characters, and less time on unnecessary, clumsy scenes, this would have been a brilliant movie.","
            1/10
            "
"PWNYCNY","21 October 2014","In terms of sheer dramatic intensity, this is an excellent movie. The movie explicitly depicts the brutality of war. In doing so, the movie takes certain literary licenses. First, the movie shows US Army soldiers committing war crimes, specifically the murder of prisoners of war and wanton acts of looting and plundering. The movie also depicts US Army soldiers as being intoxicated, both in and outside of battle, and fraternizing with the enemy. The movie also shows US Army units planning highly risky operations relying on only the flimsiest of intelligence regarding the disposition of the opposing forces who, even at this late stage of the war, are still formidable. Nevertheless, the five principal characters, the crew of the tank, are treated with reverence, and deservedly so. Although isolated, they remain at their post to complete the mission. The heroism of the US soldiers in the European Theatre of Operation is an established historical fact. This movie is a testament to that heroism. Brad Pitt gives a compelling performance as the tank commander Sgt. Collier who so closely identifies with war that he cannot separate himself from the instrument, in this case a tank, through which he acts out his violence. The rest of the cast is also excellent, but this is Pitts' movie and in this movie he is the star.","
            9/10
            "
"ssra1996","7 October 2020","Every director has their trademark. Michael Bay with explosions, JJ Abrams with lens flares, Tarantino with feet, you get the idea. David Ayer seems to have his niche with employing great casts, a promising concept, and high production value, and squandering it on stale, formulaic direction.
This isn't actually a terrible war movie, I can do a pretty good job of suspending disbelief of the inaccuracies, but what it DOES do right, other war movies have done before, and done better. It was one cliche after another. Even the relatively obscure Saints and Soldiers (a war movie that actually incorporated faith in a seamless way, unlike this one) was more emotional and enticing than Fury, and that was made by a low budget Mormon company.
If you're like me and you're looking for a few hours to kill while you're getting caught up on your laundry, Fury is a good, decently entertaining way to occupy some time. Entirely forgettable, though.","
            8/10
            "
"kenzibit","24 November 2019","Best War Movie depiction I've ever watched in a very long time. I can't stop watching it. Very good story, good acting and directing. This movie really tells you how war can be nasty and change people, it really makes you appreciate all the men who fought those wars and even our modern military. This is a must watch movie and deserves an applause 👏🏾","
            6/10
            "
"jimlacy2003","30 November 2014","Starts out pretty interesting. Captivating for a while.It's ""okay, see this?"", ""war really sucks"". Okay, got that. About 60% was this gritty in your face war reality thing. Probably a little over the top. Okay get on with it already!The part about the German armor being superior, understood. That scene with the Sherman's fighting the Tiger looked like a reenactment from a documentary I saw. Then all of the sudden, the movie took a weird turn that can only happen in Hollywood fantasy land. Went totally surreal, and partially turned into a 70's style Nazi revenge movie.Didn't anyone notice with the German column that about every third solider was carrying a panzerfaust (German anti-tank rocket) over their shoulder. What a continuity/story error! When the German's arrive they are noticeably missing them. I guess on the way they neatly packed them into crates because the commander says ""sneak these over and shoot that tank, this is all we have left!"". On top of that there were what looked like at least a dozen of them.Really? The Panzerfaust were not like the crappy British PIAT spring launcher models. One would have been enough through the back of a standing still tank (even one PIAT).Actually the whole thing was crazy nonsense at this point. It's a static (not moving) Sherman tank, the men on foot surely could have moved out of the way of the slow rotating turret as they were close and could have avoided the limited arc of the front gun. Apparently these were stereotypical ""dumb"" Germans that thought it would be better to run directly into the path of the machine guns instead.Way to go to kill a movie guys! It's like whom ever wrote this movie ran out of ideas and just gave up with a big heaping handful out of the bag of nonsense, stereotypes, and clichés. I felt insulted; as if everyone was pushed into the sub-moronic IQ level.It's too bad, I really wanted to like this movie. I'll give it some points though for still being entertaining at times.","
            8/10
            "
"celtic451-228-782719","1 February 2015","Even though I said this may contain spoilers, I will try hard not to write any. I think the writers made a big basic writing mistake: The main characters weren't likable(OK, I kind of liked the ""new guy"" character). They were jerks and bullies and immature acting and I ended up cheering for the Germans hoping they would kill them. And also, one of the main battles was just plain goofy. There were like 200 German soldiers trying to take out one tank, but there were waves of them running in front of the tank one way, then later another wave was running the other way with no real purpose. It looked really stupid. I actually started laughing because they looked like the Keystone Kops. It is just a really bad movie all around with very unlikable characters.","
            7/10
            "
"CANpatbuck3664","3 July 2016","I was so excited when Fury came out. I loved End of Watch (I still do, I re-visit it often) and seeing a gritty war movie with actors like Brad Pitt, Jon Bernthal and Michael Pena seemed like it was right up my alley. With Suicide Squad (David Ayer's new project) coming up, I decided to watch it again. I think this movie has a lot to offer, it does give an absolutely grimy look at World War 2 combat showing the evils of both sides but it has its flaws too and while I think it's easily one of the better war movies to have been made lately, it falls short of the very best of the genre (Saving Private Ryan or Schindler's List just to name a couple).*Minor Spoilers Ahead* We start Fury on a deserted battlefield in Germany. The battle has already ended, the soldiers and the machines of war that remain are lifeless. The year is 1945, the tide of the war has already turned but the Nazi resistance has yet to stop. If anything it has gotten more fanatical for some and that much more desperate. A lone German rider trots across the field, surveying the damage, perhaps looking for survivors. He comes across what looks like an abandoned tank when something leaps from the shadows. Don ""Wardaddy"" Collier (Brad Pitt) tackles the rider and stabs him right through the eye. He lets the horse go and returns to the tank. The tank has merely broken down and his crew is trying to fix it. His crew consists of Coon-Ass (Jon Bernthal), Bible Swan (Shia LaBouef) and Gordo (Michael Pena). There was another member of the crew but his remains will need to be scraped out of the tank when they get back to camp. After Wardaddy wails on Coon-Ass to get it started, the tank roars back to life and they head back to camp.You don't see too many movies about tank crews and one of the best things about Fury is that it's determined to show something different when it comes to WW2 movies. Every war movie shows you combat tactics and the civilian casualties but Fury really dives down into how appalling things got. The remains of soldiers get literally hosed out of tanks, food is traded for sexual services and child soldiers are forcibly recruited and murdered. It's really unpleasant to watch at times, there's a scene where Wardaddy and Norman (Logan Lerman) try to play house with a couple of German girls and it goes terribly. A lot of people complain about that scene and while it is disturbing and uncomfortable, I think it was important for the development of Norman's character and it's so tense you can't look away. We've seen a lot of movies about WW2 and it's a credit to Ayer and his crew for finding a different way to show how things really were.There's a pretty good cast here and while this probably isn't the type of movie that gets people nominated for Oscars, they all perform well. Although this is Norman's story, Brad Pitt is the star of the show. He's got a commanding presence as Wardaddy, he becomes a father figure to Norman over the course of just one day but to Pitt's credit he's never made to be completely likable. He's been through the ringer and he's the type of soldier who does the dirty work (both for the good and the bad) to get things done and Pitt is very good in the role. Logan is solid but he's not given a lot to work with. Norman doesn't have a lot of backstory but Logan is great at looking scared. Bernthal and Pena are both excellent, they're playing the more unlikable members of the crew and you get where they're coming from. The biggest surprise was Shia who was really good as Bible. If anything this movie proves that no matter how crazy he is, when he gets good material and he commits, he's actually a good actor.Getting to the action scenes, most of them are actually really great. You get to see ground assaults (they include the tracer bullet effects which was new to me), short air battles from the ground and actual tank battles. One of my criticisms of Fury is that the action scenes are so good earlier that they kind of point out the implausibilities of the final battle. There's a scene where the crew goes up against a German Tiger tank and it was awesome. The ending just doesn't seem as grounded and while it doesn't ruin the movie, it was a little disappointing.The only other thing that I didn't like was that it the movie took place over one day. The characters that they created were fascinating and I wish I could have seen them play out over a longer period of time (getting to know a little more about them). I get why they did it this way but there's so much in just a short amount of time, spreading it out might have been better.Fury isn't flawless but it is a good entry to the war movie genre. You get to see some different things including how awful the Allied soldiers could be at points compared to how terrible the Nazis could be at the end of the war (coming from Canada you only get the Allied side of the story). You also get to see the atmosphere inside a tank, how claustrophobic and dirty it was. David Ayer's commitment to creating an authentic ""on the ground"" war movie comes through and while it might not be my favourite movie of his (End of Watch), I liked Fury a lot. There's a good cast, a realistic environment and a good story to be told about how the lines of morality get blurry when a World War comes to a close.","
            8/10
            "
"nscoby93","6 January 2023","If you want to watch a war film that doesn't pull its punches or shows the real brutality and cruelty of war look no further than Fury.When I first saw this film back in '14 I did not care to much for it. Fast forward eight years and I finally chose to give this another watch... and I have to say I'm glad I did.Setting in the last year of the war Fury follows First Sergeant Don Collier (Brad Pitt) of the 2nd Armored Division and his men. While this film doesn't do much in the way of story it offers some of the best tank battles and war sequences put on film. Both shocasing the destruction and savagery of war. The cinematography was great, the action fantastically shot, and all of it elevated on 4k Blu-ray.A well put together cast with every character offering something unique but all of them suffering from shared traumas of the horrors they faced through the war.Gut punching, disturbing, and at times difficult to watch makes Fury a good well done war film and experience I won't soon forget.IMDb: 8/10
Letterboxd: 4/5Watched on 4k Blu-ray in HDR10.","
            6/10
            "
"MovieMystro","4 December 2016","Black Friday Blu-Ray hunting led me to buy this movie. I had never seen it before and usually only buy things that I know are good. A great reminder to at least do your homework before buying anything, even at Black Friday prices.As I read another review here, ""Insulting to both Americans and Germans"" to say the least. This movie is the definition of dour stupidity. It's poorly written and is awfully paced. There are some good, strife-filled performances but certainly a film no one would ever want to watch more than once. It's sole purpose seems to try and link modern fatalistic anti- war sentiments with the past. Thus, it's main goal is to tarnish ""the greatest generation"" or reduce it to millennial BS perceptions. Everything about this movie reeks of a one dimensional tone and one long sour note.","
            8/10
            "
"airborne_trooper","17 October 2014","There are A LOT of WWII movies out there, some obviously stand the test of time and have become benchmarks in modern film, while others only succeed in doing a disservice to the brave who fought during that war. Fury lands pretty much in the middle if not swaying a bit towards bad. The production design was amazing and really captured the look of war torn Europe during the closing days of the war. Outside of that, this film lacks in almost every category.First and foremost-- the speaking in this film was horrendous. The lingo from that time period is hard enough to understand with people speaking clearly if you're not familiar with the era. The main characters in this film used some of the worst accents I've ever heard. It's safe to say that a good 60% of the film, you can barely discern what's being said.Next was the music, I don't know if the director was going for a dramatic effect, but the score was terrible and way over the top. A well done drama about such an important topic does not need music as a crutch. At times I felt like I was watching a video game.Last but not least, this movie literally had no plot. It went from scene to scene, with none being related to each other in any way at all. One scene takes up a large portion of the film and had nothing to do with the ending at all! There was no character development, no back story. Nothing. I don't even know what Pitt's character's name even was.Bottom line, if you're debating on whether or not to see it, I say save your money. You're not missing much.","
            7/10
            "
"overcast22","15 October 2014","The movie starts off great. Its not slow paced and right away you are thrown into the tank and the war. This is great because the movie is suppose to take place near the ending of ww2. There is lots of violence but what else would you expect from a rated R war movie. The acting is great, Shia was the best,John Bernthal and Michael Pena were fantastic. Brad Pitt did a good job playing a leader who has to make decisions that will not please everyone. I was not into Logan Lermans acting that much and there was something about him I disliked. But everyone else was fantastic. Overall the tank battle scenes are fantastic and so is the acting. Its worth the price of admission.","
            1/10
            "
"mattchopping-39301","3 February 2023","Fun fact, I did 120 hours of community service at Bovington Tank Museum in the UK where the tanks in this film were sourced (long, non-violent story). This is clearly a source of great pride for the museum, as they have screens inside of it playing Fury continuously on a loop. I had watched the film before my unfortunate spell there, and as I mowed their grounds hour after hour I can't say I was exactly appreciative of the history around me at the time. As I rewatch the film now, I look back on my time eating lunch atop one their many tanks (not the last functioning Tiger in the world shown in the film sadly) and realise how lucky I was to be in a place so abundant with historical relics, aswell as a place so deeply connected to a major Hollywood piece featuring a cast of incredible A-list actors. Nostalgia aside, this is a great little film. Whilst it may be lacking a little in nuance and historical accuracy, it certainly isn't lacking in excitement and gritty brutal action. Watch this already! Bovington museum needs the shout out, and to hire a full time groundskeeper at last!!!","
            10/10
            "
"bowmanblue","2 April 2015","Okay, so I'm not the biggest fan of war films – my main motivation for watching 'Fury' was that it was filmed in my home town and I wanted to see which bits of my village I recognised! However, I was actually pretty glad I did. I'd heard mixed reviews on Fury – much of the negativity based around how 'unlikeable' the characters are. Well, that may be true, but it was sort of refreshing in a way.'Fury' itself is the name of our 'heroes' tank – part of a battle-worn American division deep inside Germany in the dying months of World War II. Basically, this tank crew (led by Brad Pit) have seen it all (and killed much of it). They aren't particularly nice people. If they once were then the constant slaughter has taken its toll on them and all they know is war. However, when they lose one of their crew a youngster is added to the mix, who doesn't share their particular attitude to the war.I suppose you could say that there's not much story here. It's pretty much one (rather impressive) tank battle after the next. Fury's crew were pretty grim, but seeing as all of them have been fighting it out for years and could be killed any day, I felt that that was kind of understandable under the circumstances. Whatever 'character development' comes from Brad and the 'newbie's' characters. One must learn to 'toughen up' and the other must relearn his sensitivity.It's probably a guy's film, as it does rely on the action scenes to 'wow' audiences. Although, maybe it was just me, but when the machine guns were firing, they kind of looked like either red or green lasers (definitely something out of Star Wars), but that could just be me.About the only time I felt it slowed down was during a scene in the middle of the film. I'm guessing it was meant to emphasis the two main characters and the change in their attitudes, but I felt it did just drag a little longer than it should.Overall, 'Fury' is a good watch, but you'll probably need to be into some pretty dark and bleak war films in order to truly appreciate this.","
            10/10
            "
