"","movie_name","title","reviewer","review","date","ratings"
"386","Spirited Away (2001)","An Amazing Achievement in Animation.","Le-Samourai","There is simply no denying that Miyazaki is the Godfather of Japanese Animation, time and time again delivering works of such incredible beauty, such stunning visual and sensory delights, such mastery of storytelling, that one can only be left speechless. Overwhelmed. Intoxicated with wonder. Such is the magic of Spirited Away.Much like Miyazaki's previous feature Princess Mononoke, Spirited Away is an epic fantasy that deserves no better medium than the stunning animation work of Studio Ghibli. This multiple award-winning masterpiece has grown to become the largest grossing film in Japanese history, and rightly so. From the moment our child heroine Chihiro enters the bath houses we are literally bombarded with an overwhelming sense of detail and rich, lavish colours rarely - if ever - seen in Western animation. Scenes such as Chihiro running through the field of flowers, the marvellous landscapes seen from the train, Haku and Chihiro soaring the skies above, and Chihiro running across the pipe to climb the walls of the bath house are nothing short of breathtaking, and undoubtably some of the most lavish animation ever to hit the screen.The world of Spirited Away is bustling with life; unique, quirky, instantly lovable creatures jostling about their daily activities and tasks in the bath houses, dancing across the screen like leaves caught in a playful summer breeze. The inventiveness of Miyazaki's character designs is wonderful to behold, in fact not since classic tales like Lewis Carroll's Alice In Wonderland and The Neverending Story have we been able to fall hopelessly in love with such original, quirky, magical, and fantastical characters. The viewer is plunged headfirst into another world for nearly two hours and one cannot help but be completely and utterly captivated.The music and original score is stunningly beautiful, the original Japanese language track of such high quality that one wonders why someone could insult the work by producing a dub track at all. With a plot differing in its complexity on so many levels, from the basic storyline to the omnipresent universal themes, to the riddling of Japanese history and fable throughout, children and adults alike will be mesmerised from start to end. A magical, awe-inspiring, tearful, laughter-filled, heartfelt journey through a land of sweeping fantasy and dreams. Prepare to be Spirited Away......","20 July 2004","10/10"
"387","Spirited Away (2001)","A stunning, intoxicating, magical masterpiece","shanebuckland","Despite an overlong run time, Spirited Away is a visually stunning film filled with some of the most imaginative characters I've ever seen. In addition to the visuals, the music is beautiful, and the story has something for audience members of all ages.","4 November 2002","9/10"
"388","Spirited Away (2001)","Great","0U","Last year I saw Spirited Away on it's UK release. I've never been a particular fan of anime, and it didn't really occur to me that I was watching a foreign language film dubbed into English (or 'American'). I can't imagine seeing a live action foreign language film dubbed into another language, but hey, this is a kids cartoon, what does it matter? Up to a point it didn't, because I loved the film. I enjoyed it so much I set about digging up the Studio Ghibli/Miyazaki back catalogue, in the process Sprited Away was filed away as one of the lesser Ghibli's - still great, but compared to Laputa, Grave of the Fireflies and a few others, it seemed a little weak. BUT... I recently re-watched it on DVD with the subtitles and found the difference unbelievable. The film came alive like the other Miyazaki's I've seen. It seemed infinitely more layered, detailed, intelligent and witty than I remembered. Could it be that retaining the intended performances (even if the words are unintelligible) can make that much difference? Maybe the dub was just poorly done? Or was it just because I was now versed in the language of Ghibli? As a little experiment I decided to re-watch some of the film with both the English subtitles and English language dub in order to compare, I ended watching the whole thing out of morbid fascination. It's simply amazing what a difference there is. Entire scenes change. It's not just that subtle emphasis is shifted or the same points are made in a different manner - in the dub, the subject of whole conversations and scenes are changed, and often to some flat and uninteresting hokum. Relationships between characters are changed, their motivations and personalities are changed, the difference is shocking. I appreciate western, and particularly American audiences can be put off by subtitles. And cinemas are less likely to show the film anyway. It's pointless to be all righteous when, fundamentally, you just want people to see the film. Unless they do, this treasure trove will remain undiscovered, and maybe finding it will encourage people to conquer the 'subtitle demon' (as Miyazaki might call him). But the problem is the quality of these dubs, and the liberties taken with the source material. Of course, without speaking Japanese, who can say it's not the subtitles that are way off? They're probably written by westerners too. But the dub just stinks of Disneyfication. Saturday morning generic nonsense. The challenging, uncompromising and emotionally ambitious nature of the film is severely watered down.A fair question might be, 'if it's so bad why was it so successful?' The success is evidence of the films staggering quality. Even so, it hardly challenged whatever Jerry Bruckheimer movie was showing at the time. In Japan it's the biggest grossing film in history. 'Go figure,' as Chihiro wouldn't say.","15 February 2020","10/10"
"389","Spirited Away (2001)","Dub or sub?","Balibari","What did I just watch. Maybe it wasn't targeted for people like me but I watched it cuz this anime was highly praised and is considered a masterpiece so I decided to give it a shot.So enough with my rant let's into how I rated it. Music and visuals were absolutely amazing for this anime. I really enjoyed especially the character art and movement of the characters. The music had this aesthetic and calm feeling to it which I enjoyed.The problem occurs with the story and the characters. The story or the plot was hella confusing there is one thing and then pops another thing and then another just to get the water flowing and with no reason whats so ever. And the plot made like literally no sense whatsoever. The characters were alright but there were some confusing moments and decisions the characters made. The themes aren't exactly well shown and I didnt seem to find any or understand it well.But for all the problems I sort of enjoyed it I don't know why but it had this calm feeling as if you are dreaming. But I'm also the type of guy to not like a kid's movie or a fantasy movie with a few exceptions.Memorable: No Rewatchable: No.","18 October 2004","6/10"
"390","Spirited Away (2001)","I'm so confused...","JWick23","This movie is an outstanding piece of artwork. I hadn't heard much about it when it was first released. Being a huge Oscar fan, I was surprised when it took home the award for best animated film. At that point, knew nothing about it.After reading a little more and seeing some commercials, I still wasn't sure whether or not I wanted to see this film. It looked so surreal in an ""Alice in Wonderland"" sort of way. I had never been a big fan of that film and didn't really want to relive such an idea. Mindbending films have never been my absolute favorites.I went to see ""Spirited Away"" with a friend who was into anime. He hadn't heard much about it either, but was interested in seeing it in the theater. Since it had won the Academy Award, I decided it was a good idea to give it a shot.I am so glad I did. Only a very few times in my life have a I seen a movie as brilliant as this. It stands alone with such masterpieces like ""Citizen Kane,"" ""Vertigo,"" ""The Godfather"" and any other classic piece of cinema in history.I won't go into too much detail, but I was spellbound from the opening credits until the closing ones. The story starts out so rough and scary, but becomes a work of happiness and beauty. To think that this movie almost didn't get made is a travesty. It will stand the test of time and go out as one of the greatest films ever made.","18 December 2020","10/10"
"391","Spirited Away (2001)","Strange, touching and beautiful","gogoschka-1","Personally, I've never seen anything as original in an animated film as in this deeply mythical fairytale. What a surreal idea for a movie! It's hard to find an adequate description (because I also don't want to spoil this in the slightest way) but this film has a sense of ""otherness"" to it - for lack of a better word - like none I've ever seen. And the strange, mythical nature of this film - apart from the amazing artwork - is probably one of the main reasons for its appeal to me. Maybe the themes of the story don't feel quite as strange to an eastern audience because they fit to a certain degree with some eastern/Asian mythologies - to me, this beautiful piece of wonder was something new. And a profoundly moving experience. Outstanding animation; funny, weird, scary and touching at the same time, this unique work of art is one I can't recommend enough. 10 out of 10.Favorite films: http://www.IMDb.com/list/mkjOKvqlSBs/Lesser-known Masterpieces: http://www.imdb.com/list/ls070242495/Favorite TV-Shows reviewed: http://www.imdb.com/list/ls075552387/Favorite Low-Budget and B-Movies: http://www.imdb.com/list/ls054808375/","26 December 2013","10/10"
"392","Spirited Away (2001)","a minority dissenting view","Buddy-51","I enjoyed this movie but more towards the end. The first half of the movie was very odd, which is one of the main reasons I kept watching as I wanted to understand it but that didn't really happen. Not enough was explained and it felt like a mix of random events yet there was an actual story. Im struggling to come up with a reason of why no-face was even in the movie, he was just there. This movie isn't bad by any means, it's just lacking somethings in my opinion. I also didn't. Really feel in touch with any of the characters as no room was left for them to develop. The wired and wacky characters made the film very unique and interesting, the film is visually beautiful as well, I would personally want more depth.It is a good movie with a lot of potential. 7/10","3 May 2003","7/10"
"393","Spirited Away (2001)","I don't really know what to say.","Morejambo54","I have seen many international films over the years and quite a few of these were Japanese. In addition, unlike many parents, I have seen a lot of anime that my kids have watched so at least I have some familiarity with the medium. Yet, with my background I still felt pretty confused and baffled by the strangeness of this movie. Now this isn't to say I didn't like it, but so many times I just couldn't understand exactly what was happening. Interestingly, when I saw the film again, I understood it much better and appreciated it much more. And this may be exactly how you might want to approach the film unless you already are a die-hard anime fan. See it, but be willing to see it without trying to think out the odd plot too much or even try seeing it several times. I know that each time I did, the film became more and more enjoyable and I began to notice so many cultural references. Now, several years after I first saw it in the theater, I have seen a lot more Japanese anime and films and it's practically second-nature to follow the film. So, for adults and those unfamiliar with the medium, this movie might take a bit of effort to fully enjoy, though with more and more children being familiar with and loving anime, it's very likely your kids will love it and will then be able to explain it to you!! As for the film, the animation is the best I have seen in any Miyazaki film, the story deep and fascinating and it's full of cute and endearing little touches that make the movie magical. See this with an open mind, please.","29 December 2020","9/10"
"394","Spirited Away (2001)","Exceptional, but perhaps not so much for the casual viewer","planktonrules","This is a wonderfully imaginative and fantastical children's fantasy. It is easy to see why it was perhaps the critical hit of 2002. The film is glorious to look at. It is a testament to old fashioned animation techniques that seem to be resigned to foreign animations. Of course there is some use of computer imagery for certain shots but they blend seamlessly and the overall artistry involved is superlative.This is the first Hayao Miyazaki film I have seen and I will certainly watch his others. The story plays on many elements successful with kids films, that transport you back to your own childhood and also allows the young audience to connect with the themes in the movie too. The story centres around Chihiro, a young girl about to move into a new place and who feels insecure about the new environment she will be living in. These fears become a part of her encounter with a strange abandoned amusement park that she and her parents find when they reach a dead end in their car. At the park they find that their is a stall that is seemingly open, with glorious displays of mouth watering food. There are no people about but Chihiros parents decide to gorge themselves on this bounty and pay later. As Chihioro explores she comes across a strange boy who warns her to get out before dark. It is too late however, because as night falls, ghosts are awakened, and then by the time she gets back to her parents they are turned into pigs. She then finds that the route she came from is gone and she is now trapped in this place, her only allie being the boy she met earlier. She is told to get a job at the centre piece of the park, a bath house run by Yubaba, an evil power mad witch. This is a bath house for the spirits and Chihiro has to find a job there before she is found and turned into an animal herself, then unable to save her parents.The story is imaginative and the characters and animations endlessly unique and strange. This is just so much more creative than Hollywood. The characters are likeable and we become engrossed with Chihiros adventures inside this bathhouse, and the characters she comes into contact with as she tries to get her parents back as humans and whilst trying to get back to the human world. What I also loved in this film is that the animation gives it a real sense of cinematography, the drawing makes the film stand out in a way that American animations rarely do. Another film I think of that looked really good was Bellville Rendezvous. Another great point in fact the best part of it, is the fantastic score. It really is uplifting and very original. This is just great film making. *****","11 June 2007","10/10"
"395","Spirited Away (2001)","Best animated film I have seen!","supertom-3","'Spirited Away' is the first Miyazaki I have seen, but from this stupendous film I can tell he is a master storyteller. A hallmark of a good storyteller is making the audience empathise or pull them into the shoes of the central character. Miyazaki does this brilliantly in 'Spirited Away'. During the first fifteen minutes we have no idea what is going on. Neither does the main character Chihiro. We discover the world as Chihiro does and it's truly amazing to watch. But Miyazaki doesn't seem to treat this world as something amazing. The world is filmed just like our workaday world would. The inhabitants of the world go about their daily business as usual as full with apathy as us normal folks. Places and buildings are not greeted by towering establishing shots and majestic music. The fact that this place is amazing doesn't seem to concern Miyazaki. What do however, are the characters. Miyazaki lingers upon the characters as if they were actors. He infixes his animated actors with such subtleties that I have never seen, even from animation giants Pixar. Twenty minutes into this film and I completely forgot these were animated characters; I started to care for them like they were living and breathing. Miyazaki treats the modest achievements of Chihiro with unashamed bombast. The uplifting scene where she cleanses the River God is accompanied by stirring music and is as exciting as watching gladiatorial combatants fight. Of course, by giving the audience developed characters to care about, the action and conflicts will always be more exciting, terrifying and uplifting than normal, generic action scenes. Through Chihiro, Miyazaki is clearly (but non-patronisingly) talking to youth of Japan. There's a certain sense of revile about the youth of Japan at the moment. Many people consider them to be ill-mannered and baring no respect for their elders or their forefathers. They are simply bi-products of their material world and consumerism. 'Spirited Away' taps into this. At the start Chihiro is a selfish, spoiled, whiny brat. But as she plunges deeper into the spirit world, she becomes more independent, more assured, more respectful and learns some manners. No Face, a black figure with a white mask, is the catalyst behind Chihiro's transformation. Once he is let into the bathhouse, we are no longer tourists  the story propels forth. Watching No Face prey on the greed of the workers is a terrifying delight. The three main characters in Miyazaki's youth allegory are Chihiro, No Face and Bô. All of these characters are disconnected with their world. They are lonely, misunderstood and largely ignored. But when they go on their journey together, they united and become stronger individuals.Miyazaki also talks about the ecology of Japan. What was once a beautiful; grassland has now turned into the Asian New York. That The Last Samurai had to be filmed in New Zealand to get a turn of the century Japanese look speaks volumes. The River God sequence is an unsubtle but unpretentious commentary on pollution. While these two themes are very much current in Japan, they are also universal themes  which makes 'Spirited Away' a universal story that most of us can connect with. I'm willing to bet everyone reading this has at some time seen bicycles lying on a lake bed or have had a child talk to them disrespectfully. Sure these themes aren't advanced philosophy. They are everyday issues told in an inventive, fun way.The animation is wonderful, if not as smooth as Disney's works  but there's something superior to that. 'Spirited Away's imperfect, but detailed world is far more fascinating than the perfected blandest of Disney's latest offerings. The animators successfully balanced the tight-rope between not-enough animation on characters and too much animation on characters. No Ralph Balski ADD antics here! The film is full of vivid images  both beautiful and horrifying. The line between those two extremes is crossed over seamlessly. From Chihiro and Haku running through an opening flower field to Haku's dragon snarling with a bloody mouth, both extremes seem to belong in the film. It's also excellently done with the characters. Kamaji can be seen as a scary, daunting figure at the beginning, but soon he seamlessly changes into a humble, wise figure. Yubaba also seems to be able to turn from kind to witch with the snap of a finger. The sound on the film was expertly done. The sounds perfectly match the on screen actions and objects. My sub woofer got a wonderful workout when Haku swoops Chihiro past the bridge at the beginning. And while I don't speak Japanese, I think the voice actors did a wonderful job of conveying their personality and emotions true their voice. Joe Hisaishi's music is sublime, definitely one of my favourite scores. His main piano theme is simple and evocative. His thunderous action music hits the viewers on the chest like a hammer. Like all great scores it heightens the greatness of a scene about three times. The score, unlike many American composers', is unobtrusive. It plays excellently with the scenes, but never overbears them. A lot of the time the it is barely noticeable, a sole piano plays softly in the background evoking a dreamlike/lullaby quality. 'Spirited Away' is a simply a modern masterpiece, easily one of the Top 10 films of the new millennium. It works on a multitude of levels; a social commentary on Japan, a homage to ancient Japanese/Russian mythology, a moral film for both children and adults. But most importantly, it is a simple story brilliantly told by a great filmmaker who appears to be at the top of his game. 'Spirited Away' works much like a relaxing journey. Pop in the DVD; leave this world for two hours and when you will be almost certainly enriched and ready to take the trip again.","2 April 2004","10/10"
"396","Spirited Away (2001)","An Amazing Achievement in Animation.","Le-Samourai","There is simply no denying that Miyazaki is the Godfather of Japanese Animation, time and time again delivering works of such incredible beauty, such stunning visual and sensory delights, such mastery of storytelling, that one can only be left speechless. Overwhelmed. Intoxicated with wonder. Such is the magic of Spirited Away.Much like Miyazaki's previous feature Princess Mononoke, Spirited Away is an epic fantasy that deserves no better medium than the stunning animation work of Studio Ghibli. This multiple award-winning masterpiece has grown to become the largest grossing film in Japanese history, and rightly so. From the moment our child heroine Chihiro enters the bath houses we are literally bombarded with an overwhelming sense of detail and rich, lavish colours rarely - if ever - seen in Western animation. Scenes such as Chihiro running through the field of flowers, the marvellous landscapes seen from the train, Haku and Chihiro soaring the skies above, and Chihiro running across the pipe to climb the walls of the bath house are nothing short of breathtaking, and undoubtably some of the most lavish animation ever to hit the screen.The world of Spirited Away is bustling with life; unique, quirky, instantly lovable creatures jostling about their daily activities and tasks in the bath houses, dancing across the screen like leaves caught in a playful summer breeze. The inventiveness of Miyazaki's character designs is wonderful to behold, in fact not since classic tales like Lewis Carroll's Alice In Wonderland and The Neverending Story have we been able to fall hopelessly in love with such original, quirky, magical, and fantastical characters. The viewer is plunged headfirst into another world for nearly two hours and one cannot help but be completely and utterly captivated.The music and original score is stunningly beautiful, the original Japanese language track of such high quality that one wonders why someone could insult the work by producing a dub track at all. With a plot differing in its complexity on so many levels, from the basic storyline to the omnipresent universal themes, to the riddling of Japanese history and fable throughout, children and adults alike will be mesmerised from start to end. A magical, awe-inspiring, tearful, laughter-filled, heartfelt journey through a land of sweeping fantasy and dreams. Prepare to be Spirited Away......","20 July 2004","10/10"
"397","Spirited Away (2001)","A stunning, intoxicating, magical masterpiece","shanebuckland","Despite an overlong run time, Spirited Away is a visually stunning film filled with some of the most imaginative characters I've ever seen. In addition to the visuals, the music is beautiful, and the story has something for audience members of all ages.","4 November 2002","9/10"
"398","Spirited Away (2001)","Great","0U","Last year I saw Spirited Away on it's UK release. I've never been a particular fan of anime, and it didn't really occur to me that I was watching a foreign language film dubbed into English (or 'American'). I can't imagine seeing a live action foreign language film dubbed into another language, but hey, this is a kids cartoon, what does it matter? Up to a point it didn't, because I loved the film. I enjoyed it so much I set about digging up the Studio Ghibli/Miyazaki back catalogue, in the process Sprited Away was filed away as one of the lesser Ghibli's - still great, but compared to Laputa, Grave of the Fireflies and a few others, it seemed a little weak. BUT... I recently re-watched it on DVD with the subtitles and found the difference unbelievable. The film came alive like the other Miyazaki's I've seen. It seemed infinitely more layered, detailed, intelligent and witty than I remembered. Could it be that retaining the intended performances (even if the words are unintelligible) can make that much difference? Maybe the dub was just poorly done? Or was it just because I was now versed in the language of Ghibli? As a little experiment I decided to re-watch some of the film with both the English subtitles and English language dub in order to compare, I ended watching the whole thing out of morbid fascination. It's simply amazing what a difference there is. Entire scenes change. It's not just that subtle emphasis is shifted or the same points are made in a different manner - in the dub, the subject of whole conversations and scenes are changed, and often to some flat and uninteresting hokum. Relationships between characters are changed, their motivations and personalities are changed, the difference is shocking. I appreciate western, and particularly American audiences can be put off by subtitles. And cinemas are less likely to show the film anyway. It's pointless to be all righteous when, fundamentally, you just want people to see the film. Unless they do, this treasure trove will remain undiscovered, and maybe finding it will encourage people to conquer the 'subtitle demon' (as Miyazaki might call him). But the problem is the quality of these dubs, and the liberties taken with the source material. Of course, without speaking Japanese, who can say it's not the subtitles that are way off? They're probably written by westerners too. But the dub just stinks of Disneyfication. Saturday morning generic nonsense. The challenging, uncompromising and emotionally ambitious nature of the film is severely watered down.A fair question might be, 'if it's so bad why was it so successful?' The success is evidence of the films staggering quality. Even so, it hardly challenged whatever Jerry Bruckheimer movie was showing at the time. In Japan it's the biggest grossing film in history. 'Go figure,' as Chihiro wouldn't say.","15 February 2020","10/10"
"399","Spirited Away (2001)","Dub or sub?","Balibari","What did I just watch. Maybe it wasn't targeted for people like me but I watched it cuz this anime was highly praised and is considered a masterpiece so I decided to give it a shot.So enough with my rant let's into how I rated it. Music and visuals were absolutely amazing for this anime. I really enjoyed especially the character art and movement of the characters. The music had this aesthetic and calm feeling to it which I enjoyed.The problem occurs with the story and the characters. The story or the plot was hella confusing there is one thing and then pops another thing and then another just to get the water flowing and with no reason whats so ever. And the plot made like literally no sense whatsoever. The characters were alright but there were some confusing moments and decisions the characters made. The themes aren't exactly well shown and I didnt seem to find any or understand it well.But for all the problems I sort of enjoyed it I don't know why but it had this calm feeling as if you are dreaming. But I'm also the type of guy to not like a kid's movie or a fantasy movie with a few exceptions.Memorable: No Rewatchable: No.","18 October 2004","6/10"
"400","Spirited Away (2001)","I'm so confused...","JWick23","This movie is an outstanding piece of artwork. I hadn't heard much about it when it was first released. Being a huge Oscar fan, I was surprised when it took home the award for best animated film. At that point, knew nothing about it.After reading a little more and seeing some commercials, I still wasn't sure whether or not I wanted to see this film. It looked so surreal in an ""Alice in Wonderland"" sort of way. I had never been a big fan of that film and didn't really want to relive such an idea. Mindbending films have never been my absolute favorites.I went to see ""Spirited Away"" with a friend who was into anime. He hadn't heard much about it either, but was interested in seeing it in the theater. Since it had won the Academy Award, I decided it was a good idea to give it a shot.I am so glad I did. Only a very few times in my life have a I seen a movie as brilliant as this. It stands alone with such masterpieces like ""Citizen Kane,"" ""Vertigo,"" ""The Godfather"" and any other classic piece of cinema in history.I won't go into too much detail, but I was spellbound from the opening credits until the closing ones. The story starts out so rough and scary, but becomes a work of happiness and beauty. To think that this movie almost didn't get made is a travesty. It will stand the test of time and go out as one of the greatest films ever made.","18 December 2020","10/10"
"401","Back to the Future (1985)","So good in so many ways","TheLittleSongbird","I love Back to the Future. While having a typical 80s feel to it, which I like, I love how fun, irresistible and original the film is. The special effects are dazzling and the comedy is suitably sly and sophisticated. Helping along the way is a script that is pretty ingenious, the sort of script that has quotable lines and also pokes fun at 1950s icons and lifestyles during the frequent bouts of time travelling. The score by Alan Silvestri elevates the sense of fun to a greater level, the main theme is one of the most memorable themes ever in the history of film, or so I think anyway. Robert Zemekis's direction is very good, and the cinematography, scenery and costumes are also excellent. And I have to mention the acting, Michael J Fox is really appealing in the role of Marty McFly, the role that propelled him to stardom, and Christopher Lloyd is brilliant in one of his most memorable roles(and yes this includes Judge Doom from Who Framed Roger Rabbit? and Professor Plum from Clue). Lea Thompson and Crispin Glover are also great. Overall, brilliant film that is good in so many ways. 10/10 Bethany Cox","15 April 2010","10/10"
"402","Back to the Future (1985)","A Time -Travelling Classic","Chrysanthepop","Zemeckis's 'Back To The Future' trilogy has been a childhood favourite for a long time. Having revisited it today, brought me to a nostalgic state. The 80's saw a lot of excellent original fun 'young' films like 'Back To The Future' (of course), 'Better Off Dead', 'Heathers', 'The Breakfast Club' etc. What really made these films immensely enjoyable then, and classics today, is that they really reflected what it was like being a young person in the 80s. The movies themselves were well written, well executed, well acted and they cut straight to the point.Back to 'Back To The Future'. This one is sheer fun, even today. There's an incredible energy about it but it still manages to stay an 'innocent' film. The music is very effective. It's slick and follows a steady pace. The special effects are decent. Though people might pick on the plausibility of the time travelling, I think this is really a very minor flaw because it is overall a well written movie and the point was to entertain. Yet, this is not to say that it's brainless entertainment. I think it cleverly brings forth some interesting themes and I liked how they funnily used some ideas of Oedipus Rex's story.The acting is superb overall. Christopher Lloyd as the over-the-top mad scientist is a laugh riot. Michael J. Fox totally owns Marty McFly with his natural charisma, raw energy and brilliant dialogue delivery. Lea Thompson is cute and vivacious and Crispin Glover is good.'Back To The Future' is one of the most enjoyable time-travelling classics. It's over 23 years old and it still hasn't gotten old. Sadly, they don't make it like this these days but then again we always can revisit them. That's why they're classics.","29 July 2008","10/10"
"403","Back to the Future (1985)","How could anything be more fun than this?","Anonymous_Maxine","Back To The Future is such an inventive and exciting piece of filmmaking that it is impossible to forget about it. The casting of every character involved was absolutely perfect, and the performances were spectacular. I first saw this film when I was six years old, and it is the only movie that I know of that I don't think I could ever get sick of.
One of the best things about Back To The Future is that it really makes you think. You can have in-depth conversations about the plausibility of the story-line and spend hours discussing the film. The story is awesome, it is delivered cleverly and entertainingly, and the movie as a whole is just so much FUN that it can be forgiven whatever number of time-travel discrepancies that may be found in the plot. I cannot recommend this movie enough. I have never found a movie other than this one that provides such a huge dose of great fun, and it has the desirable quality where you are able to see something new each time you see it. The only problem is that they stopped at part III.","1 June 2000","10/10"
"404","Back to the Future (1985)","Great movie","mm-39","One of the last movies I went with sister to see back in 86. The film blew my mind. My friends never wanted to see this one. I was happy I went. Many year's latter, I bought ""Back to the Future"" at Mc Donalds for $2.99 or for some other low price with a meal. The film ages well, and I love it just the same. The director and screen writer mixes science fiction, humor, and action perfectly. A big component of the script is time line theory which drives the story. Marty has many problems to fix, and finds out more than anyone wants to know about their parents. Michael J Fox and Christopher Loyd were excellently casted. Marty and Doc what a chemistry. With the film series one see the many dualities with time travel, that become a constant with the movie. The town clock, being awoke in a strange place, and letters. Keep this in mind when watching the 2 other sequels. The theory that time repeats itself is evident. What a time machine, the Delorian adds to this movie. Worth watch over again. 10 out of 10! Thank you TBS for showing all 3 films.","28 November 2004","10/10"
"405","Back to the Future (1985)","A classic masterpiece the original the only best my favorite time travel film of all time","ivo-cobra8","What can I say about this movie that was already said? It is my favorite time travel sci-fi, adventure epic comedy in the 80's and I love this movie to death! When I saw this movie I was thrown out by its theme. An excellent sci-fi, adventure epic, I LOVE the 80s. It's simple the greatest time travel movie ever happened in the history of world cinema. I love this movie to death, I love, LOVE, love it! I firstly saw this movie in the early 90's as a kid on VHS tape and I was blow away by the action and the score and the title back to the future. This movie is one of the best masterpiece time travel epic adventure film. Michael J. Fox and Christopher Lloyd are fantastic at acting. Music theme score by Alan Silvestri is excellent I could listen to it whole day.Back to the Future (1985) From the Academy Award ""- winning team of Steven Spielberg"" and Robert Zemeckis** comes the hilariously groundbreaking adventure that thrilled critics and audiences alike - and sparked one of the most successful movie trilogy ever! Directed by Robert Zemeckis the movie begins with Marty McFly (Michael J. Fox) a teenager who has a really messed up family. His ultimate goal was to become a rock star which was heartened by his girl friend Jennifer Parker (Claudia Wells). But things went wrong when scientist Dr. Emmett Brown/Doc (Christopher Lloyd) wanted Marty's assistance for his new invention.At that night Marty went to assist Doc's invention the Time traveling Car ""DeLorean"". Marty was told to record Doc's first time travel to the future. At that instant they were attacked by some Libyan terrorists who were cheated by Doc for Plutonium.After killing Doc they turn towards to Marty and without any intention Marty enters the Time Traveling car. But it was previously set by Doc and when activated Marty gets transfer to 1955 from 1985.What will he do next, will he can come back to the future, or will he stuck back in the past for his rest of the life. More than that will his time travel make serious effects on the future? Dealing with time travel and time paradox Steven Spielberg presents this amazing journey of Marty set up in the time of 80's and 50's. Scripted by Robert Zemeckis and Bob Gale for the story of Bob Gale himself, tells a science fiction adventure in a family oriented tone.They really work hard to sculpt that sci-fi thread into a thrilling, culture clashed family movie. A good story with a great script. Also the soul of the movie was given by the legend Alan Silvestri. His composition was all memorable especially in the chasing and emotional scenes. Over the top the theme music, it was the most dazzling and recognizable themes in the movie history.More than that the casting was simply brilliant, each and every actor is born to play their respected roles in this movie. Michael J. Fox was the only actor who can play the role of energetic Marty McFly, which was considered for numerous actors. Also Thomas F. Wilson was brilliant in his performance as the Bad boy Biff Tannen. Lea Thompson did a great work in portraying Lorraine Baines's two different life times, as a teenage girl and a matured mother. Well the extra talented Christopher Lloyd had almost ""chewed every scenes"" in the movie. Mr. Lloyd's versatile performance as the madman and genius scientist Dr. Emmett Brown is one of the great memorable roles in his carrier.Last but not the least, it was Crispin Glover who steal the show as the nerdy teenager/father as George McFly. It was an interesting portrayal as a boy who was transformed to a man. Crispin Glover lived in that part. I don't know whether the movie would be a masterpiece without his unique performance. Above all I want to remember this as a romantic movie and it couldn't be made without the songs ""The Power of Love,"" and ""Earth Angel"".The rating I am giving is 10/10 the original and the best one of all time. I love this film, it is my favorite time travel movie of all time and I love it to death! All in all it is the greatest sci-fi, romantic movie of all time. It is the part of the great Movie History, which consider itself as "" A Modern/Classic Masterpiece! ""","17 April 2017","10/10"
"406","Back to the Future (1985)","A film you can watch time and time again.","BA_Harrison","My DVD of Back To The Future is like my own personal time machine: I hit play on the remote and I'm instantly whisked back to 1985, when hair was big, fashion was fugly, films were fun and I was a mere 17 years of age with my whole adult life ahead of me.Nostalgia certainly plays a big part in my continued enjoyment of the film, and was clearly at the forefront of the minds of producer Steven Spielberg and director Robert Zemeckis, who delight in recreating the 50s of their youth, but the film is much, much more than a simple trip down memory lane: it's a rollicking adventure, a charming love story, and a brilliant comedy, with a career-defining performance from Michael J. Fox as time-travelling teen Marty McFly, fine support from the lovely Lea Thompson, quirky Crispin Glover and crazy Christopher Lloyd, amazing special effects (for the time) from ILM, and a rocking 80s soundtrack.A wonderful film that is as fresh and entertaining today, despite its inescapable 80s style, I have no doubt that Back To The Future will continue to captivate audiences young and old well after my generation is history: my kids sure loved it, and I hope that when they have kids of their own, theirs will too. And theirs, and theirs, and theirs...","20 November 2010","10/10"
"407","Back to the Future (1985)","An '80s classic that never disappoints","Leofwine_draca","I admit to having grown up on 1980s films and thus having a special admiration for them. Whichever way you look at it, BACK TO THE FUTURE is one of the most intelligent of the Hollywood blockbusters from that era, a film which perfectly merges crowd-pleasing entertainment with a complex and well-written storyline that gets to grips with the thorny subject of time travel.The underrated Michael J. Fox stars in the role of his life as Marty McFly, a guy who unwisely gets involved in time travel thanks to the machinations of his kooky inventor buddy, Doc Brown. Christopher Lloyd essays this subsidiary character and, again, it's the role of his life; he's over the top in it but nonetheless his character is thoroughly endearing and never less than hilarious.The time travel aspects of the storyline are carefully worked out and hold together very well even today, some 30 years after release. What I particularly liked about this film is the calibre of the writing: there's no slow spots or simplicity here, just one suspenseful sub-plot after another. There are small moments, big set-pieces, cutting edge special effects, action, chase scenes, romance, and of course plenty of humour, and a quirky supporting cast who make the most of their roles. BACK TO THE FUTURE is a classic - and for good reason.","9 May 2016","9/10"
